Correct Response,Height,RT,Word
1,21.17,535.5903999265283,2
1,2,733.3995999619365,1
1,28,664.508399957791,0
0,1,636.3890000469983,0
1,1,699.7025000713766,2
0,2,828.485900009051,2
1,2,548.692699925974,2
1,5.66,620.5508000534028,2
1,8,496.6969000492245,0
1,21.17,497.4214000944048,0
1,2,573.3696000501513,1
1,11.31,514.5900998581201,0
1,5.66,570.8092999961227,0
0,5.66,744.2390999607742,1
1,5.66,649.7824000511318,1
1,1.41,550.5661998726428,2
1,5.66,430.9851999245584,0
1,11.31,738.5152999162674,1
1,28,609.9329001121223,1
1,8,491.4401999525726,1
1,1,425.5422998070717,1
1,16,470.80539998970926,2
1,16,457.1699001211673,1
1,2.83,476.15909989364445,0
1,21.17,519.8050999864936,0
0,5.66,549.7130001280457,1
1,5.66,504.01900004036725,1
1,21.17,538.9500001296401,0
1,4,652.832799995318,1
1,2.83,591.0298998318613,0
1,21.17,487.2924000341445,2
1,2.83,527.0702000092715,1
1,11.31,395.9479000736028,0
1,2.83,659.4083001222461,1
1,16,535.2788001149893,2
1,8,476.0989001337439,0
1,2,410.6320000104606,4
1,21.17,494.33860013633966,3
1,1,498.29410010389984,3
1,1,458.67429993487895,4
1,2,761.3041998669505,3
0,28,589.8189998082817,4
1,28,543.2917000111192,3
1,11.31,471.0256000366062,4
1,2.83,465.92419984191656,4
1,8,755.8190998937935,3
1,11.31,704.4326001163572,5
1,11.31,458.41000013425946,5
1,1,531.5793000012636,5
1,21.17,429.08090020902455,5
1,1.41,600.6079001203179,3
1,2,528.3087000101805,4
1,1,561.422799885273,5
1,11.31,579.0989000201225,3
1,1.41,717.1259000282735,4
1,16,548.837999984622,5
1,16,598.0420999079943,3
1,2,602.4217998459935,3
1,2.83,590.8465999495238,5
1,2.83,599.5106000304222,3
1,1,653.7705000340939,5
1,4,544.9823000784963,5
1,16,509.5535001568496,5
1,4,585.95870009996,3
1,8,639.3906000852585,3
1,4,524.9979998301715,4
1,8,515.238699907437,3
1,1.41,399.0547998659313,3
1,1.41,535.3616999313235,4
1,5.66,560.7490001097322,7
1,1,541.7671000435948,8
1,28,607.2939000409096,6
1,28,743.2437999490649,6
1,28,593.1681000478566,6
1,2,543.3565000388771,7
1,16,461.70859987288713,7
1,1.41,488.25789981894195,6
1,1,677.1740000080317,6
1,1.41,540.4269999675453,7
1,4,695.3671001214534,6
1,11.31,518.2831000387669,7
1,1.41,547.5893001388758,7
1,4,434.9179998356849,8
1,4,483.761900043115,6
1,1.41,533.6470000296831,8
1,16,612.4441001415253,6
0,2,539.4340000897646,7
1,2,705.6787001751363,7
1,4,457.74109981395304,7
1,21.17,563.743400093168,8
1,4,691.3071001730859,6
1,8,591.450399890542,6
1,5.66,596.8021000120789,7
1,11.31,920.5814999844879,7
1,5.66,470.0602001361549,6
1,28,532.8922999873757,6
1,28,570.3761001899838,7
1,16,351.4022998828441,8
1,28,574.3486999385059,6
1,21.17,694.0282000545412,6
1,8,432.7140999343246,7
1,2.83,1038.2292998805642,7
