Correct Response,Height,RT,Word
1,28,524.5632000118494,1
0,16,319.9238000055775,2
1,16,513.6812999229878,0
1,21.17,473.5823999475688,1
1,16,435.1320000682026,1
1,11.31,468.0488000707701,2
1,1,444.79949999041855,1
1,1,546.4775000549853,2
0,1.41,474.0142000922933,1
1,1.41,383.7485999651253,0
0,21.17,487.3104000547901,1
1,21.17,482.33520000614226,1
1,5.66,446.7566999923438,0
1,1,464.6705999588594,2
1,1,443.4714000057429,1
1,2.83,362.5145999798551,0
1,16,509.57189994771034,0
0,1.41,525.7327000694349,1
1,1.41,388.224299935624,1
1,5.66,475.0653000632301,0
1,2,431.6258999137208,1
1,5.66,431.83189996890724,0
0,21.17,465.2668000748381,0
1,21.17,504.25850000139326,1
1,2.83,396.1227000076324,0
0,28,492.9036000361666,1
1,28,418.40739996079355,1
1,16,599.0759999807924,2
1,11.31,530.4490000093356,2
1,21.17,628.0839000213891,0
1,28,574.3404999924824,1
1,1.41,495.5119999907911,0
1,2,429.05779991671443,0
1,4,644.435599966906,1
1,11.31,415.26980005111545,1
1,2,407.07779995538294,1
1,4,342.38220000080764,1
0,16,387.3241000659764,0
1,16,383.7246000152081,0
1,2.83,465.37789998948574,4
1,2.83,543.2464000154287,5
1,8,450.7035000100732,4
1,5.66,432.05470003560185,3
0,8,373.9666999867186,5
1,8,567.4117999700829,3
0,2,491.97730008419603,3
1,2,437.09509999863803,4
0,16,540.2288999725133,4
1,16,681.5348000349477,3
0,2.83,715.4287999114022,5
1,2.83,632.2275000242516,3
0,28,580.6988999797031,5
1,28,504.8141000410542,4
1,5.66,415.00840003974736,4
1,8,422.7281000316143,4
1,1.41,447.7518000025302,3
0,4,654.9260999858379,5
1,4,432.94489994551986,4
1,16,495.99060002621263,4
1,21.17,420.92189989890903,4
1,8,502.27510003279895,3
0,1.41,524.4757000440732,5
0,1.41,379.39489999227226,4
1,1.41,480.58050003275275,3
0,28,995.4197999872267,5
0,28,619.3688000170514,3
1,28,541.2473000437021,4
1,5.66,478.38879999145865,4
1,2,469.3395000034943,4
1,21.17,505.2354999901727,4
1,1.41,456.9926999360323,3
1,21.17,525.4854000490159,4
1,28,600.2367999721318,5
1,4,564.3896000077948,3
0,4,610.7535000741482,5
1,4,601.0793999852613,3
1,11.31,500.13569992408156,4
1,11.31,609.1581000331789,3
1,21.17,538.7254000492394,3
0,11.31,672.4300999743864,5
1,11.31,466.77200001105666,3
1,2.83,560.0130999777466,4
1,4,665.0340998861939,3
1,8,350.95010004844517,6
1,28,484.35229999851435,8
1,2.83,755.4484999822453,7
1,11.31,479.194299954921,6
1,1.41,453.63890000991523,6
1,5.66,447.4716999651864,6
1,5.66,353.54790003877133,6
1,8,386.76990003697574,6
0,2.83,434.9673999790102,7
1,2.83,521.5893000680953,7
1,1,478.267900002189,6
1,8,433.1406999230385,6
1,2.83,655.5145000424236,8
1,2,530.2843000357971,7
1,2,426.01580003648996,8
1,28,526.1630999706686,8
1,4,633.3459999263287,7
1,1,709.23059997987,7
1,8,397.53480004984885,7
1,1.41,463.1138999797404,8
1,5.66,460.6262000128627,8
1,11.31,326.38749997969717,7
1,16,453.8010000800714,6
1,11.31,492.66240006219596,8
1,21.17,437.3368999771774,8
1,1,501.9835000243038,6
1,2,457.85100006870925,8
1,8,591.9590000379831,6
1,2,600.7795000299811,7
1,1,467.7609999747947,8
1,1,486.8701999625191,8
1,4,614.5193999949843,7
1,16,439.79299993626773,8
