CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,0,476.497499993807,1
1,0,451.643000001591,2
1,-30,632.868699985361,0
1,-90,730.071499995925,2
1,120,716.255700005954,2
1,90,549.706800019871,2
1,30,612.605099996822,2
1,-90,717.185400012918,0
1,90,551.388299988853,2
1,60,507.577500009015,1
1,30,595.016000000564,2
1,120,568.793399981028,1
1,180,555.189400003096,0
1,-30,573.021899990076,0
1,-150,617.703899997091,2
1,-120,560.764799994454,0
1,30,480.103200004473,1
1,-150,548.71440000114,1
1,-90,578.566600009603,0
0,0,511.055300006215,2
1,0,516.693799983282,1
1,-120,540.530299994666,2
1,-60,593.077100021569,0
1,120,835.439700016091,3
1,150,828.976999991378,5
1,-60,578.762200014703,3
1,-180,617.22340000541,5
1,30,562.917900003763,3
1,180,619.243099988475,4
1,0,533.027399994703,5
1,-60,600.106500024945,5
1,90,560.813399986168,3
1,-90,564.60119998645,4
1,-60,555.24070001537,5
1,150,612.287999997884,3
1,-30,600.988199986555,4
1,-180,639.636000001142,4
1,30,451.314500003159,5
1,150,539.932299981397,5
1,30,547.726600017436,5
0,120,-91.54,8
0,120,635.756500001103,8
1,120,600.484000018137,7
1,0,496.434599999143,8
1,-30,517.72179998205,7
1,180,613.132799998662,7
1,-180,543.353600014038,7
1,0,527.649199991524,8
1,0,535.98979999641,8
1,180,637.791799986539,6
1,-180,499.242699990086,7
1,60,489.801699988116,6
1,-150,522.003399987975,7
1,120,566.278600011524,7
1,-150,606.13339999089,8
1,-150,598.516899999036,8
1,0,479.790899983877,8
1,-180,479.687499982342,7
1,-120,705.359500011932,6
1,-120,467.334800015474,7
1,-30,508.027699973704,8
1,60,497.094599989746,7
1,180,631.838700000467,8
1,90,444.833399983859,7
1,-180,528.241900022645,8
1,90,622.543200000459,6
1,0,500.114699994251,6
1,-120,655.510100006163,7
1,60,524.706300021885,8
1,0,512.467100017043,7
1,120,530.145199992498,8
1,-90,613.374900008589,8
1,150,665.508500003293,8
1,60,502.219600014891,8
1,90,636.838500003601,8
1,0,525.707200018028,8
1,150,584.497600002019,8
1,-30,431.161600013534,7
1,-60,451.80979999112,7
