CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,-180,833.908799999714,2
1,0,424.9641999999,2
1,180,607.782000001331,2
1,180,788.909799999979,0
0,-120,765.968099999023,0
1,-120,654.908099999753,0
1,150,712.394299999156,1
1,90,543.770499998951,2
1,-180,405.454499998465,1
1,150,816.310000000536,0
1,120,699.94090000038,0
1,-180,752.340999999811,2
1,180,664.404999999912,1
1,0,618.457399998457,2
1,150,540.329300000318,1
1,-30,634.096499998501,0
1,180,527.128199999803,1
1,-90,643.527800001189,2
1,-90,445.703100000552,1
1,-150,678.885300000198,2
1,0,532.216600000917,2
1,90,673.204099999944,1
1,-180,538.393799999918,1
1,90,682.010599999936,0
1,180,535.166599999153,1
1,-60,676.626599999887,0
1,-120,509.628300000637,1
1,0,539.62230000108,2
0,30,474.568000000014,0
1,30,524.608000000095,1
1,-180,513.969000000012,4
1,-90,794.500000000349,3
1,60,511.371499999237,3
1,0,546.606199999966,3
1,-60,556.805800001181,3
1,-90,616.765799999863,5
1,0,522.487399999969,3
1,120,474.376299999145,5
1,0,548.275700001264,3
1,0,633.073000001255,4
1,30,491.001700000576,4
1,120,1072.5686000009,4
1,0,401.299800000212,4
1,-30,597.641499999023,4
1,-90,522.671099999949,3
1,-150,532.281000000163,5
1,120,452.140499999965,5
1,0,543.865899999597,5
1,-60,521.193699998927,5
1,150,439.851699999432,5
0,-90,476.863000000245,3
1,-90,500.047800000553,5
1,-60,503.157199999274,4
1,90,327.914599999,3
1,30,544.907300000355,4
0,-30,517.921799999764,4
1,-30,477.6788000003,3
1,120,540.444900000162,5
1,-150,588.322899999563,4
1,-120,761.51640000027,3
1,30,476.746499999004,5
1,-150,647.979799998589,3
1,-150,530.961400000175,8
1,90,579.564999998562,6
1,60,505.048800000091,7
1,0,480.954799999759,7
1,150,786.757099999173,6
1,30,463.485799999413,7
1,60,554.068399999247,7
1,-120,518.410600000076,7
1,60,512.367799998552,6
1,-120,509.867099999989,6
1,-30,562.518499999365,7
1,-30,485.864900000175,7
1,90,504.099500000317,7
1,-150,439.659799998859,7
1,-60,485.167799999923,8
1,60,609.417799998861,6
