CorrectResponse,Height_Rotation,RT,Face
1,-60,862.854899951722,1
1,120,533.479700036347,1
1,-90,578.504500034265,1
1,0,413.513100004289,1
1,60,602.23150002677,1
0,0,711.115499955136,2
1,0,486.46430001501,2
1,150,785.461499992758,2
1,150,585.779800018296,2
0,120,782.438400023617,0
1,120,602.301499977708,0
1,-150,712.060299989767,2
1,-30,531.150599996559,1
1,-150,649.527799975127,1
1,-60,533.793900042307,1
1,-90,692.178900001105,1
0,180,498.248199987225,0
1,180,527.308699962683,1
1,30,778.216600007378,0
1,120,606.070999984164,2
1,30,603.619700003415,2
1,-30,551.477100056596,1
0,30,482.032699972857,1
1,30,768.275700040627,0
1,-60,528.612999998964,1
1,-120,842.702299993485,1
1,120,594.512699983548,1
1,180,675.915300027933,2
0,-60,645.599099978805,0
1,-60,587.446100017056,1
0,-180,853.387400039006,4
1,-180,571.742199998349,4
1,150,665.59019998787,3
1,-180,530.098800020292,5
1,120,551.007999977097,5
1,-180,659.17779999692,3
1,60,487.57110000262,3
1,-90,1037.71989995986,4
1,90,529.444200041704,3
1,-150,677.340599996038,5
1,90,620.318399971817,3
1,-150,561.676099951379,3
1,180,554.554499973543,3
1,0,500.307100006845,5
1,60,736.310599950608,5
1,-180,601.045599960722,5
1,-180,903.728600006085,3
1,0,549.294199965894,5
0,-90,485.395099964458,3
1,-90,579.149800000247,4
1,-30,602.523200036027,5
1,60,609.331499956548,6
1,-30,637.74050003523,8
1,-120,760.540999992751,8
1,0,544.37830001954,6
1,0,742.950699987356,6
1,30,674.392300014384,6
1,150,540.019500007853,7
1,-120,496.875599954743,7
1,180,760.67879999429,8
1,-90,652.713800020516,8
1,90,648.971099985298,8
1,0,525.248099988326,7
1,60,550.995699999854,7
1,0,536.956299966201,7
1,180,696.154700006824,8
1,-120,487.026699990034,7
1,0,635.427700003143,8
1,90,473.638899970334,7
1,-30,477.257699993439,8
0,-150,526.576300031971,6
0,-150,296.234600009862,8
1,-150,897.326499977149,8
1,150,498.243600010406,7
1,30,666.818999973126,8
1,-120,591.529099965934,8
1,0,709.912199989427,6
1,90,814.175600008108,8
1,-60,742.036800013389,8
