CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,180,925.390199987683,0
1,120,539.182400036603,1
1,-30,611.399100042414,2
1,0,481.20789997885,0
1,-30,447.848599982914,2
0,120,642.64000003133,0
1,120,622.498699984513,2
1,90,564.38789999485,0
0,-60,765.561899981927,0
1,-60,556.438500000164,0
1,90,566.668300013058,0
1,180,485.638200011104,1
1,30,485.178600003943,1
0,-90,1119.89399999985,0
1,-90,827.010200006422,0
0,0,-109,0
1,0,487.024200029206,2
0,-90,565.954499991145,2
1,-90,671.238299979828,2
0,180,860.045099976938,0
1,180,514.909099958837,1
0,-120,496.235800030641,2
1,-120,361.299699984025,1
0,120,671.495699960738,0
0,120,478.57199998945,0
1,120,595.474499973003,1
0,-60,557.267799970228,2
1,-60,484.600999971386,2
1,120,571.073800031096,2
1,150,417.767900038976,1
1,-30,575.011799981818,0
0,60,584.375399976503,0
0,60,499.796200016513,0
1,60,388.437999991234,0
1,120,582.885199979879,0
1,-30,589.078999994323,4
1,150,496.413100041915,4
1,-30,575.43570000818,3
1,-60,413.628999955487,5
1,0,537.718200005125,4
0,60,370.795799998101,3
1,60,559.567400018219,3
1,0,504.405500014778,3
1,60,585.128400005866,5
1,0,614.484199959785,3
1,-120,528.480900040828,5
1,0,495.325100022834,4
1,180,431.099499979988,4
1,90,495.84240000369,3
1,-120,487.684199990705,5
1,30,527.264499975368,4
1,0,405.906500000507,3
1,90,565.776299973018,4
1,0,454.036000006832,5
1,-150,462.330900012981,4
1,-150,449.872400026303,5
1,60,458.708200018387,5
1,-180,534.229499983136,4
1,-180,701.83299999591,5
1,30,550.211299964227,4
1,-180,466.015900016297,6
1,-30,666.959399994463,6
1,-90,499.776799985208,6
1,-120,432.20989999501,6
0,-180,557.619100025855,8
1,-180,531.688700019382,7
1,90,494.060199995525,7
1,-120,517.692900026683,6
1,-60,430.137599989772,6
1,-60,640.792799993884,6
0,180,483.962900002021,6
1,180,549.82369998144,6
0,-120,627.940199974924,6
1,-120,558.950800037943,7
1,-90,515.921700044069,6
1,-180,515.928399978671,7
1,-180,487.441100002266,6
1,-150,492.244399964344,7
0,60,410.306500034872,6
1,60,623.126299990341,8
1,30,477.061999958474,7
1,150,473.044599985238,7
1,-150,479.717600039672,7
0,30,631.710099984426,8
1,30,546.828300048597,8
1,0,536.54350002436,6
1,150,531.230099961627,7
1,0,466.965299969539,7
1,-150,590.527799966745,8
1,150,581.926000010222,6
1,-90,518.353699994273,7
1,180,457.039900004398,7
1,-60,444.869600000326,7
1,0,527.943099962082,8
