CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,0,770.7441002,0
0,90,761.6872999,0
1,90,579.2194001,1
1,0,524.4396,1
1,90,559.447,0
0,-30,524.8701001,2
1,-30,593.4918001,2
1,120,660.8497998,2
1,30,1005.7121,0
1,0,645.3742,0
1,-30,722.8734001,1
1,120,702.4701,2
1,0,774.6014001,0
1,-180,524.5483,1
1,60,588.0660998,1
1,-150,795.2025001,2
1,-150,677.7457001,2
1,-90,880.4578001,0
1,30,633.5297,0
0,-60,838.0823999,0
1,-60,668.6667001,2
0,180,730.3657,2
1,180,749.1043,2
1,180,821.4857,0
0,-120,642.8729002,2
1,-120,591.6381999,1
0,-120,660.6185999,0
1,-120,879.2673,1
1,60,595.7363,5
1,-60,644.6841,4
1,150,763.7950002,3
1,-90,551.6263998,4
1,0,508.4804,3
1,0,499.0437,3
1,-30,586.5603,5
1,150,559.4119001,3
1,-60,556.9323999,5
1,-180,560.3553,5
1,90,606.3011998,5
1,-30,810.3572002,4
1,-60,524.9366999,3
0,180,463.7841998,5
1,180,471.476,5
1,-120,850.4805001,4
1,-120,700.6393,5
1,180,567.6363999,4
0,-180,500.7370001,3
0,-180,820.6004999,3
1,-180,810.0453001,3
1,150,785.1298,4
1,0,534.7149999,5
1,-90,783.297,4
1,-30,529.6476002,3
1,0,510.8435999,5
1,-120,538.3646002,5
1,-180,566.6407,3
1,30,499.0618001,3
1,-90,527.3833999,3
1,-30,486.2052999,5
1,-150,523.9273999,5
0,120,603.2463,4
1,120,765.8782001,3
0,-60,616.5898999,4
1,-60,576.3975,4
1,-120,586.8222001,5
1,0,696.8282999,4
1,150,542.2171001,4
1,150,622.3464001,3
0,60,942.7193001,3
1,60,1169.3464,4
1,-150,763.0634001,4
1,180,860.8134,4
1,-90,552.0058,5
1,0,512.8638,3
1,0,599.4525,5
1,-120,736.1039999,4
1,0,502.6550002,5
1,-30,600.2023998,4
1,-60,634.8905999,6
1,-60,700.9174,8
1,-90,628.7616999,7
1,30,564.2000002,8
1,-180,616.5208998,8
1,-180,543.8045,6
1,-90,601.4226,7
1,150,556.0141001,7
1,180,668.3984001,7
1,120,636.0383001,8
1,0,525.7249,6
1,120,580.5981001,8
1,30,362.9943999,6
0,90,563.0039999,8
1,90,638.8843002,8
0,0,885.7292,8
1,0,738.8839,7
1,-120,680.9365,7
1,180,598.3053001,7
1,-180,545.8223999,6
1,0,490.8610001,6
1,90,667.2091,8
1,120,802.9298999,8
1,0,483.2569,6
1,90,534.2588001,7
1,-150,517.2297999,6
