Correct Response,Height,RT,Word
0,4,576.6695001479238,1
1,4,528.2744999825954,1
1,28,687.9202999956906,1
1,16,512.1840000469238,2
1,21.17,596.2678999025375,1
1,4,715.5570999570191,1
1,4,506.7326998654753,1
1,2,598.4871000368148,2
1,1.41,697.1337999533862,0
1,1.41,652.5763999056071,0
1,16,882.6081998962909,1
1,4,684.139300076291,0
0,1.41,592.209400082007,1
1,1.41,677.062799859792,0
1,11.31,648.5926000718027,2
1,5.66,682.6973999235779,1
1,8,592.4925999101251,2
1,1,604.9459000900388,2
1,11.31,564.1219999492168,2
1,2,633.7242000121623,1
1,4,630.8182000033557,2
1,16,568.8217998798937,0
1,8,539.5762000083923,2
1,2,519.507699817419,2
1,1.41,576.237199999392,0
1,1.41,569.329500136897,0
1,4,630.0707000158727,1
1,21.17,531.7930999994278,0
0,28,659.5102999676019,1
1,28,433.8049999754876,1
1,4,516.6836000829935,0
1,1,650.9104000255466,1
1,16,442.60230002366006,1
1,16,628.3552001081407,1
1,2,597.6983999684453,0
1,5.66,636.2602998819202,3
1,21.17,593.3272998631,3
1,16,542.2104000430554,3
1,2.83,622.7975999321789,4
1,21.17,549.4928999654949,3
1,2,675.775200067088,4
1,4,538.8170999325812,4
1,5.66,564.0874001514167,5
1,4,601.6122002005577,5
1,2.83,605.5427998621017,4
1,28,577.6995999589562,3
1,11.31,516.6170000415295,5
1,2.83,582.9768999796361,4
1,21.17,576.647000093013,3
1,11.31,584.6763999983668,5
1,11.31,534.718000035733,3
1,2,633.5923999398947,4
1,8,594.8193999323994,5
1,2,653.6855999697,3
1,1,673.41360001266,4
1,1,564.1843999586999,4
1,28,587.9398998189718,4
1,8,554.8799000065774,3
1,8,749.0202001612633,4
1,1,628.0736000593752,4
1,1,714.8768998999149,5
1,21.17,614.526099929586,3
1,2.83,516.9303998667747,4
1,5.66,691.5612001288682,5
1,1.41,965.6058998629451,3
1,5.66,574.618500130251,5
1,8,663.8365999646485,3
1,2,423.35630015842617,7
0,1,618.9556000139564,7
1,1,494.192999958992,7
1,5.66,607.5152002125978,7
1,1,572.6990000661463,8
1,21.17,563.382100019604,7
1,1.41,484.2845000643283,7
1,11.31,450.02679986320436,7
1,2.83,508.10630008019507,7
1,5.66,224.1969000864774,7
1,11.31,578.6428001560271,8
1,8,473.3960001580417,7
1,28,512.787799987942,7
1,21.17,601.4925001040101,6
1,8,566.6761998403817,8
1,2.83,510.36540016904473,8
1,16,596.4375999141484,6
1,1.41,538.4113999865949,7
1,2.83,540.8416000977159,8
1,28,620.3865999672562,6
1,28,450.2783000320196,8
1,28,501.5591000523418,8
1,2.83,695.5646001119167,6
1,11.31,460.98939998447895,8
1,2,562.404300024733,8
1,16,544.3215998206288,7
1,2.83,463.5255000870675,8
1,5.66,524.869000012055,6
1,5.66,721.9404000174254,6
1,21.17,500.96600007638335,8
1,16,577.9975998997688,7
1,8,607.6261000093073,6
1,11.31,537.8013001140207,8
