Correct Response,Rotation (deg),Reaction Time (ms),Word
0,60,1040.459599982947,1
1,60,787.0915000643581,0
1,120,880.5742000080645,1
1,180,438.1966000040993,0
1,90,746.3623000625521,1
1,180,740.0278999088332,1
1,150,623.0054000010714,2
1,-90,611.7960999803618,2
1,-150,577.3702000118792,0
1,0,629.1650001043454,2
1,-150,632.0739000188187,0
1,-30,768.041699946858,1
1,150,643.281199907884,1
1,-90,664.1856000609696,1
0,-90,506.5852999072522,0
1,-90,509.11939999461174,1
0,-90,638.0533000305295,2
1,-90,705.4986999686807,1
1,90,1014.7762999953702,1
0,180,610.8210000060499,1
1,180,466.13330003712326,0
1,-60,648.7146000694484,0
1,-120,612.6247000033036,1
1,60,788.6278000045568,1
1,120,534.2844999944791,0
1,-60,587.2946000276133,0
1,60,574.2434000680223,1
1,-90,530.4401000579819,1
1,-120,494.64619991742074,1
1,-30,694.1683000735939,2
1,-60,671.3434999659657,2
1,-60,593.2234000032768,0
1,0,393.0797000033781,0
1,-30,747.2880998943001,2
1,90,697.4663000404835,1
1,60,724.1603999249637,2
1,120,1068.566200029105,5
1,90,832.3989000022411,3
1,60,586.2470999676734,5
1,180,821.7730000000447,4
1,-30,441.912500009872,5
1,120,831.3185000410303,3
1,-90,736.2249000547454,3
1,-60,533.8975999588147,5
1,-150,460.0142000094056,5
1,150,853.057700031437,4
1,60,650.9300000583753,4
0,30,535.5177000714466,3
1,30,472.39760000631213,5
1,0,615.6617999626324,5
1,-120,534.3395999483764,3
1,-60,582.1423000274226,5
1,-120,556.3195999097079,5
1,90,917.7150000436231,4
0,30,609.6809999402612,3
1,30,524.119500009343,5
1,120,695.023899952881,4
1,-60,791.0464000273496,4
1,180,734.6614000238478,4
1,-150,668.5874000508338,4
1,0,580.3371999030933,3
1,30,507.1059000296518,3
1,60,1093.159299980849,5
0,120,639.3305999776348,5
1,120,576.4981000069529,3
1,-150,466.317700044252,3
1,-30,712.7925999779254,4
1,0,627.738899955526,5
1,180,514.9999999525025,3
1,-150,630.6533000282943,4
1,-120,765.4690000312403,3
1,180,547.0395999113098,7
1,0,397.8081000354141,6
1,-30,520.1153999045491,8
1,-150,358.85530005581677,7
1,30,378.30610008351505,6
1,-30,543.0270999753848,8
1,-150,535.3617000477389,6
1,150,518.3226999910548,7
1,30,442.2738000834361,7
1,150,510.61149994749576,8
1,-120,527.9374999776483,8
1,-90,426.6105000246316,8
0,-90,-109.0,6
1,-90,474.6830000625923,7
1,-60,373.6089000562206,7
1,60,512.872799936682,7
1,150,391.3178999759257,7
1,30,627.4721999038011,6
0,-120,544.7329000420868,6
1,-120,581.144499996677,8
1,0,444.6675000330433,7
1,30,587.9159999862313,6
1,90,601.6803000206128,7
1,150,396.90280001051724,7
1,-30,444.4877000609413,7
1,180,451.0338999647647,8
1,90,756.5980000039563,8
1,120,562.1515999631956,6
1,0,338.76710006408393,7
1,30,704.7442999286577,7
0,-120,398.8493000473827,6
1,-120,434.8273000763729,7
1,120,573.5107999611646,6
1,90,539.3543000649661,8
1,150,478.8861000528559,7
