CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
1,0,724.030700000148,1
1,-120,499.498999999978,1
1,150,443.997100000124,1
1,180,516.507599999804,1
1,90,546.335700000291,0
1,180,660.07140000007,1
1,-150,519.682800000246,1
1,150,518.411299999989,1
1,-30,492.364000000143,1
1,30,411.35479999999,1
1,-150,598.098500000069,1
1,60,461.843200000167,1
1,-30,446.415899999884,1
1,-120,782.883300000285,1
1,-90,542.165400000122,1
1,180,385.651799999741,1
1,-30,475.273099999831,0
1,180,646.762899999849,0
1,-90,788.964799999994,0
1,30,726.950199999883,1
1,-90,646.453499999971,1
1,-150,486.568700000098,0
1,90,624.115300000049,1
1,-120,470.798600000271,0
1,90,509.167399999988,0
1,30,711.927200000409,0
1,60,507.795299999962,0
1,150,453.562199999815,1
1,60,754.32850000012,1
1,60,618.447199999955,0
1,-90,588.950899999836,1
1,0,459.628600000051,0
1,0,1660.26789999974,0
1,30,486.12549999958,0
1,120,641.752700000288,0
1,-120,575.335699999832,1
1,180,469.130700000242,0
1,-30,513.542999999991,1
1,0,563.014599999824,0
1,-30,399.087700000073,0
1,-30,646.403499999869,0
1,90,601.07439999998,1
1,60,447.262600000122,0
1,-60,605.5962,1
1,90,475.10989999997,1
1,90,1399.31619999967,1
1,180,534.316299999737,1
1,-30,474.56270000017,1
1,120,577.571399999633,0
1,-90,516.434300000092,0
1,120,1465.56860000006,1
1,60,802.027900000176,1
1,0,453.71820000033,0
1,0,568.557300000029,0
1,-150,777.990699999882,0
1,30,964.084700000021,1
1,150,704.208999999955,1
1,180,925.04989999994,1
1,120,509.486599999909,0
1,-90,746.020799999733,1
1,-120,607.235200000068,0
1,-60,540.809699999918,0
1,0,761.491799999894,1
1,-150,476.082499999811,0
1,30,1415.30609999969,1
1,-120,805.744599999762,0
1,-120,506.669500000007,0
1,0,819.091199999966,1
1,60,907.99009999997,1
1,-150,1039.97120000027,1
1,30,604.464100000278,1
1,30,693.727099999669,1
1,60,555.497899999827,0
1,120,896.099999999897,0
1,-90,2821.4963,0
1,-150,730.525800000087,0
1,60,665.014900000151,1
1,90,528.366799999694,1
1,0,567.709400000203,1
1,0,601.73669999991,0
1,-150,889.756200000156,1
1,-60,593.460300000024,0
1,0,494.494800000175,0
1,-60,607.753900000225,0
1,-60,927.52269999979,1
1,180,717.275599999957,1
1,-90,660.429699999859,1
1,150,587.147400000013,0
1,-60,968.886099999927,1
1,0,506.658799999932,1
1,-120,525.572499999689,0
1,-150,1315.19190000014,1
1,0,647.932999999703,0
1,-60,812.133500000036,1
1,120,494.605000000283,0
1,180,666.582199999957,0
1,-60,791.146699999863,1
1,150,715.418700000064,1
1,0,548.839500000176,0
1,-90,671.759300000267,1
1,-120,570.788400000274,0
1,90,916.6434999997,1
1,120,696.510799999905,1
1,30,483.865199999818,0
1,180,1985.29109999978,0
1,60,744.392600000047,1
1,180,709.163299999964,1
1,120,1145.91100000003,1
1,-90,872.68940000009,1
1,0,634.863199999891,1
1,-90,539.404499999782,1
1,-120,1115.34389999993,0
1,60,932.6998000001,1
1,-30,511.317200000085,0
1,-30,2211.68570000005,1
1,-120,1186.11229999984,1
1,120,1168.92849999973,0
1,-120,2479.87450000024,0
1,30,2855.84920000016,1
1,90,1381.15590000003,0
1,120,2166.25020000034,1
1,0,652.25920000008,0
1,0,696.560600000303,0
1,90,1568.08470000029,0
1,0,963.386099999716,0
1,60,949.583700000367,0
1,90,1190.1666999997,1
1,150,606.620299999995,0
1,180,799.741699999649,1
1,120,946.390999999912,1
1,-150,767.2930000003,0
1,-150,3320.77569999998,1
1,-60,1656.81050000008,1
1,150,565.213800000001,0
1,-30,470.62150000007,0
1,150,2176.31430000025,1
1,-60,989.451100000188,0
1,-60,600.984099999969,0
1,30,1077.6375,0
1,-150,749.829999999711,0
1,150,1284.88560000002,0
1,-60,511.508699999886,0
1,150,479.624800000202,0
1,-30,650.545999999813,0
1,120,557.217399999863,0
1,150,786.773499999945,1
1,30,1118.30299999971,1
1,-90,779.778800000222,1
1,90,2598.15959999965,1
1,-30,10060.9093000002,0
1,-180,516.51,1
1,-180,660.07,1
1,-180,385.65,1
1,-180,646.76,0
1,-180,469.13,0
1,-180,534.32,1
1,-180,925.05,1
1,-180,717.28,1
1,-180,666.58,0
1,-180,1985.3,0
1,-180,709.16,1
1,-180,799.74,1
