CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,8,549.792764000659,2
0,4,530.169935000077,0
1,4,795.080761999844,0
1,4,720.720377999742,0
0,16,500.981576000259,2
1,16,578.34759700002,1
1,8,677.824079000702,1
0,8,791.672426999712,2
1,8,739.687764000182,0
1,4,690.612229998651,2
1,16,507.587538999206,0
1,16,601.380624000585,1
1,16,1001.87687400087,4
1,4,665.793202999185,3
1,8,597.701253000041,4
1,16,617.017845000947,5
1,4,951.151607999991,6
1,8,753.524358998975,8
0,8,848.659641000113,8
1,8,817.664411999276,8
