CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
0,16,722.2048999,0
1,16,547.4536,0
1,16,600.3567001,2
1,4,533.7078,1
1,4,633.8712,1
1,4,590.2632999,1
1,16,544.2271,1
1,8,663.4243001,4
1,8,567.3803,5
1,16,859.2332,4
1,8,593.0806,2
0,16,695.765,2
1,16,833.8274,1
1,8,668.9417,0
1,16,573.9961,0
1,4,658.287,2
0,16,638.1545,0
0,16,502.5629,0
1,16,609.3821,0
1,16,774.5459,0
1,16,634.2714,1
1,4,685.8075,3
1,16,749.9859,5
1,4,700.74,4
1,8,693.9126,5
1,8,598.6392,5
1,8,743.8941,4
0,8,662.7687,6
1,8,293.8865,7
1,4,732.3683,8
1,4,550.8115,7
1,4,598.6856,7
