CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,4,539.182400036603,1
0,4,642.64000003133,0
1,4,622.498699984513,2
1,8,549.41619996354,1
1,16,504.496799953282,1
1,8,564.356599989347,2
0,4,671.495699960738,0
0,4,478.57199998945,0
1,4,595.474499973003,1
1,4,571.073800031096,2
1,8,647.479599978775,0
1,4,582.885199979879,0
1,16,547.027899996843,3
1,16,417.365400000941,4
1,8,279.830000010785,4
0,16,404.004800013732,3
0,16,459.714099994395,4
1,16,548.631900045089,3
1,8,631.264600026421,8
1,16,524.855300024152,6
1,16,514.916300013661,6
