Correct,Size,RT,Target
1,2,733.6544,0
1,4,375.3193,0
1,6,514.0697,0
1,6,462.5008,0
1,2,477.4941,0
1,2,545.503,0
1,4,590.4901,0
1,8,426.1236,0
1,8,416.788,0
0,6,397.299,0
1,2,704.0608,0
1,6,479.4622,0
1,6,681.2792,0
1,4,493.5676,0
1,2,459.8691,0
0,8,392.5898,0
1,8,428.289,0
1,8,454.2288,0
1,8,546.9769,0
1,2,615.8218,0
1,6,427.4361,0
1,4,543.4712,0
1,8,493.6013,0
1,4,463.4594,0
1,2,484.787,0
1,4,522.1269,0
1,8,740.7123,0
1,4,565.2342,0
1,6,383.775,0
1,6,485.248,0
0,4,392.5889,0
1,6,616.9332,0
1,6,482.7936,0
1,4,584.9982,0
1,6,463.1945,0
1,8,414.1814,0
1,2,657.7495,0
1,8,585.8614,0
1,6,425.0873,0
1,8,622.9117,0
1,2,521.5092,0
1,2,395.4178,0
1,8,379.5899,0
1,2,397.1464,0
1,8,598.3481,0
1,6,636.4456,0
1,8,571.621,0
1,4,407.7877,0
1,8,652.6005,0
0,2,455.5181,0
1,2,838.5513,0
1,6,550.3321,0
1,6,523.3112,0
1,2,433.9331,0
1,4,425.5153,0
1,2,490.8693,0
1,4,571.2937,0
1,2,558.6312,0
1,8,418.9942,0
1,6,385.5797,0
1,8,442.7007,0
1,8,407.4235,0
1,6,505.8025,0
1,4,638.8499,0
1,6,539.9925,0
1,6,496.9163,0
1,6,474.6689,0
0,4,445.6709,0
1,8,526.3054,0
1,2,634.3325,0
1,6,463.0071,0
1,6,515.909,0
1,8,352.5145,0
1,2,566.8662,0
1,8,539.3392,0
1,8,379.2181,0
1,4,426.099,0
1,8,484.1806,0
0,8,424.7074,0
1,4,891.1141,0
1,2,659.3429,0
1,2,369.4218,0
1,2,686.6175,0
1,2,522.9061,0
1,6,455.0153,0
1,8,456.2545,0
1,6,480.6693,0
1,8,483.1707,0
1,8,564.2304,0
1,2,455.8363,0
1,4,584.8371,0
1,6,582.2738,0
1,2,426.3255,0
1,2,410.7387,0
1,4,414.3,0
1,8,561.8447,0
1,8,402.3163,0
1,2,549.8299,0
1,2,534.4869,0
1,6,548.831,0
1,8,590.8586,0
1,4,474.3273,0
1,6,522.709,0
1,6,456.4077,0
1,2,422.916,0
0,2,461.9658,0
1,4,516.0543,0
1,2,536.4922,0
1,6,446.5788,0
1,4,406.1645,0
1,6,489.4411,0
1,2,475.8586,0
0,2,490.8693,0
1,8,496.4771,0
1,6,495.0684,0
1,8,521.1884,0
1,8,600.2115,0
0,4,500.4595,0
1,4,442.3135,0
1,6,498.9033,0
0,6,684.5191,0
1,6,432.322,0
1,6,465.675,0
0,6,436.4397,0
0,6,429.7175,0
0,6,522.8141,0
0,6,470.9576,0
1,6,398.3697,0
1,6,652.6956,0
1,6,386.2059,0
1,6,511.8493,0
1,6,513.727,0
1,6,487.1396,0
1,6,475.0699,0
