Correct Response,Height (deg),Reaction Time (ms),Target
1,0.5,634.3334,0
1,0.5,787.9076001,0
1,0.25,673.8418,0
1,0.25,798.0143001,0
1,4,734.1539,1
1,7,871.7140001,1
1,1,798.051,2
1,5.29,847.1205001,1
1,1.41,486.8735,0
1,4,652.6621,1
1,4,425.9646001,0
0,1,562.5131002,1
1,0.35,596.2457,0
1,0.5,971.4405001,1
1,7,631.2719001,2
1,2,588.8118001,1
1,7,540.9223001,2
1,7,404.3817999,0
1,0.25,584.1463,0
1,4,403.3111999,0
1,2,549.7417999,0
1,1.41,427.5765002,0
0,0.35,576.2658,2
1,5.29,450.1928,0
1,0.71,521.6302999,0
1,0.71,942.4160001,1
1,0.5,563.5950001,1
0,0.35,641.7017001,1
1,0.71,593.3763,0
1,7,344.4972,0
1,0.25,507.4482001,0
1,4,480.4823,0
1,1.41,478.2925001,1
1,2.83,801.5926,2
1,2.83,448.6394999,1
1,2,354.4009001,1
0,0.35,659.6894001,1
1,2.83,447.6644,0
1,1,693.0196999,2
1,0.71,512.3451,5
0,0.35,561.4728,4
1,5.29,414.6082999,5
1,1,498.6617001,3
1,1,369.0796999,3
1,5.29,410.7931998,3
1,7,905.9963,4
1,1.41,527.3726,5
1,1,598.6232,4
1,5.29,533.9711001,5
1,2.83,589.8836001,3
1,5.29,527.0112,5
1,0.35,537.7728,3
1,2,472.3370999,5
1,0.35,726.4769,4
1,0.25,663.111,5
0,1,472.8120001,4
1,1.41,497.1889001,3
1,2.83,452.7072999,4
1,0.25,676.9286,3
1,0.35,508.8957999,3
1,1.41,483.1815,4
1,0.35,852.9324999,3
1,2,330.9222001,3
1,5.29,477.865,5
1,4,621.8878,5
1,0.5,548.5304999,5
1,0.5,651.1925,3
1,1,671.4665002,5
1,0.35,614.1351,3
1,0.71,592.0408,5
1,2,360.2154999,5
1,0.71,585.1003001,3
1,2.83,347.8698001,3
1,0.35,434.4419001,3
1,7,352.415,3
1,2.83,488.8095001,5
