Correct Response,Rotation (deg),Reaction Time (ms),Word
1,90,785.7365367785096,1
1,60,492.7048922367394,1
1,-60,480.5134871825576,2
1,180,680.8072390817106,1
1,-30,599.1295717507601,2
1,60,504.3453850634396,2
1,0,469.1293362379074,0
0,180,704.470859080553,2
1,180,790.8678019270301,0
1,-60,561.25351151824,2
1,-30,412.70624351128936,2
1,-90,646.9346784837544,0
1,-90,673.4924644082785,2
1,-30,544.6339889280498,0
1,-120,594.6785841919482,2
0,60,580.69313101843,2
0,60,667.4174123294652,1
1,60,565.4430377148092,0
1,-150,554.6132118292153,2
1,180,548.5023201294243,1
1,0,570.7207347117364,0
1,-150,549.7157603353262,0
1,30,749.9378320612013,1
0,120,581.7188380137086,1
1,120,669.9265541359782,0
1,150,780.3393729813397,2
1,30,644.5501234233379,0
1,90,814.6812670715153,2
1,90,629.5666109621525,0
1,-120,517.6758190467954,5
1,-30,536.0460408814251,3
1,-90,827.543732881546,4
1,-120,616.0255746766925,3
1,60,521.0109871663153,4
1,-60,536.4658810980618,3
1,-120,553.232518196106,5
1,150,536.1607290655375,5
1,120,787.575640887022,5
1,-150,549.0655202269554,3
1,120,602.1223828978837,4
1,180,613.4351949989796,3
1,90,498.2573624551296,5
1,-150,550.0441227890551,3
1,120,382.9921481050551,5
0,0,556.8274414949119,3
1,0,604.4113647043705,3
1,0,633.1738225966692,4
1,-30,450.8314767703414,5
0,30,975.0806546621025,4
0,30,562.9164880923927,5
1,30,842.980194542557,4
1,150,836.7839694805443,4
1,-90,670.4880475848913,4
1,30,889.6029220744967,4
1,150,556.7291376031935,5
1,-150,543.3096151649952,5
0,-60,1027.7443008348346,3
1,-60,1115.1894779726863,4
