Correct Response,Size/Rotation (deg/deg),Reaction Time (ms),Target
1,"(4, 0)",476.4974999938067,1
1,"(16, -90)",669.3211999894493,0
1,"(4, 0)",451.6430000015907,2
1,"(16, 120)",788.1661999794096,1
1,"(8, 0)",524.1491999999062,2
1,"(4, -30)",632.8686999853608,0
1,"(16, 0)",528.4568999717385,0
1,"(8, 180)",884.5365999963042,2
1,"(8, -150)",646.3207999999076,2
1,"(4, -90)",730.0714999959246,2
1,"(8, 180)",550.5252999950108,2
1,"(8, 150)",549.1465000026301,0
1,"(4, 120)",716.2557000059542,2
1,"(16, 0)",519.0515000080131,1
1,"(4, 90)",549.7068000198715,2
1,"(4, 30)",612.605099996822,2
1,"(8, 180)",650.1857000051905,0
1,"(16, 120)",535.9589000230562,0
1,"(8, 90)",689.1739999931679,1
1,"(16, -120)",508.35350000978445,1
1,"(16, 30)",554.7196000055783,1
1,"(4, -90)",717.1854000129179,0
1,"(16, -30)",502.3414999826718,1
1,"(8, 60)",602.7169999955595,1
1,"(8, -150)",718.1837000183668,2
1,"(8, 120)",784.171999979103,2
1,"(16, 90)",618.6811999881547,2
1,"(4, 90)",551.3882999888529,2
1,"(4, 60)",507.5775000090152,1
1,"(8, -60)",538.8976999905799,0
1,"(16, 120)",590.7393000028469,1
1,"(8, 120)",536.1566999867,0
1,"(8, 120)",553.6878999786359,0
1,"(16, 30)",549.4793999763579,1
1,"(16, -150)",573.1997999768146,0
1,"(8, 90)",605.4781999786292,2
1,"(4, 30)",595.0160000005644,2
1,"(8, 150)",604.5974999955297,2
1,"(4, 120)",568.7933999810275,1
1,"(8, 0)",591.1901000012085,2
1,"(4, 180)",555.1894000030961,0
1,"(16, 90)",636.1627000091039,2
1,"(8, -60)",552.9422000048589,0
1,"(8, 90)",423.57449998361056,1
1,"(8, -90)",608.2084999883455,2
1,"(8, -180)",654.7769999828097,1
1,"(4, -30)",573.0218999900762,0
1,"(8, 0)",461.3000000184774,2
1,"(8, 150)",599.797600001134,2
1,"(16, -120)",530.57950001074,0
1,"(8, 0)",485.7946000059973,0
1,"(4, -150)",617.703899997091,2
1,"(16, -90)",551.0323000138533,0
1,"(8, -120)",613.6852999856137,2
1,"(8, 30)",539.6613000133448,2
1,"(16, -90)",650.9362999871746,1
1,"(8, 120)",716.949599992754,0
1,"(4, -120)",560.7647999944538,0
1,"(16, -120)",502.9616000187024,0
1,"(16, 150)",539.5498999799975,0
1,"(8, 120)",505.5742000053078,0
1,"(16, 150)",481.3903999978583,0
1,"(4, 30)",480.1032000044733,1
1,"(16, 180)",540.4931000024453,1
1,"(8, -90)",502.90750001421196,1
1,"(16, -180)",556.6080000074953,0
1,"(4, -150)",548.7144000011403,1
1,"(4, -90)",578.5666000096035,0
1,"(8, 90)",490.7669000034593,0
0,"(4, 0)",511.0553000062145,2
1,"(4, 0)",516.6937999832817,1
1,"(4, -120)",540.5302999946662,2
1,"(16, 120)",560.4868000022043,0
1,"(16, 30)",533.5233999879938,1
1,"(4, -60)",593.0771000215691,0
1,"(8, -30)",394.11639997832475,2
1,"(16, 60)",668.7217999946233,4
1,"(8, 60)",574.4327999940515,4
1,"(16, -60)",525.237799994452,3
1,"(8, 30)",387.37100001288576,5
1,"(16, 0)",546.3765000107605,3
1,"(4, 120)",835.4397000160907,3
1,"(16, 90)",663.8235000076611,4
1,"(8, 0)",578.2373000050802,3
1,"(4, 150)",828.9769999913779,5
1,"(8, 60)",507.8604000094719,5
1,"(16, -30)",593.9845000042487,4
1,"(8, 60)",573.4803999888618,5
1,"(16, 60)",562.3439999993798,4
1,"(8, -60)",600.3193999871519,4
1,"(16, 0)",488.9306999915652,5
1,"(16, 150)",631.3892999836617,4
1,"(8, -180)",658.6928999980819,5
1,"(8, 150)",587.6498999945261,3
1,"(16, -90)",642.7064000103064,5
1,"(16, 0)",571.8835999954399,5
1,"(4, -60)",578.762200014703,3
1,"(4, -180)",617.2234000054095,5
1,"(8, 60)",697.960799990492,3
1,"(4, 30)",562.917900003763,3
1,"(8, -120)",565.6473000066262,4
1,"(8, -120)",519.9698000154831,5
1,"(4, 180)",619.2430999884755,4
1,"(4, 0)",533.027399994703,5
1,"(16, -90)",635.4725000213739,5
1,"(16, -90)",480.22829999662,5
1,"(8, 180)",583.4361000100989,3
1,"(16, 60)",489.6533999939356,5
1,"(16, 0)",517.0791000067629,4
1,"(8, 180)",843.3276000081469,4
1,"(16, 150)",685.4890999906138,3
1,"(4, -60)",600.1065000249446,5
1,"(16, -60)",523.365100024771,3
1,"(8, -180)",608.9519000028167,4
1,"(8, 0)",476.82140001541933,4
1,"(8, 90)",592.2067000004836,4
1,"(8, -150)",599.0377000065428,4
1,"(8, 30)",428.6067000006232,3
1,"(16, -30)",358.8940999992564,5
1,"(16, -180)",516.5601999846194,5
1,"(4, 90)",560.8133999861684,3
1,"(4, -90)",564.6011999864504,4
1,"(16, -30)",591.1553999989201,4
1,"(16, 60)",480.83239999813026,4
1,"(8, 180)",557.5492999863718,3
1,"(16, 60)",558.1052999999747,3
1,"(4, -60)",555.2407000153698,5
1,"(8, -120)",758.979900006475,4
1,"(16, -60)",665.2621999904886,4
1,"(16, 180)",579.5158999911882,3
1,"(16, -120)",648.3906000152137,3
1,"(8, -30)",518.2874999822025,3
1,"(16, -60)",641.3028000037093,4
1,"(4, 150)",612.2879999978841,3
1,"(16, 90)",548.2293000035361,5
