Correct Response,Size/Rotation (deg/deg),Reaction Time (ms),Target
1,"(16, -180)",582.1951999909152,5
1,"(4, -30)",600.9881999865547,4
1,"(8, -60)",681.4688999960572,5
1,"(8, -120)",541.1778999781609,5
1,"(8, 0)",698.6131000097748,5
1,"(16, 180)",753.1929999762588,4
1,"(16, -150)",605.3772999961302,3
1,"(4, -180)",639.6360000011418,4
1,"(4, 30)",451.314500003159,5
1,"(4, 150)",539.9322999813967,5
1,"(4, 30)",547.7266000174359,5
1,"(8, -150)",522.4822999965772,3
1,"(16, 180)",507.44869998869484,5
1,"(8, -180)",508.87929999715647,5
1,"(16, -30)",515.1548999941815,3
1,"(8, -30)",631.2700999782328,4
0,"(4, 120)",-91.54,8
0,"(4, 120)",635.7565000011027,8
1,"(4, 120)",600.4840000181366,7
1,"(4, 0)",496.4345999991428,8
1,"(4, -30)",517.7217999820505,7
1,"(4, 180)",613.1327999986615,7
1,"(4, -180)",543.3536000140384,7
1,"(8, 30)",537.8292999752239,6
1,"(4, 0)",527.6491999915243,8
1,"(8, -150)",489.48230000076813,7
1,"(4, 0)",535.9897999964096,8
1,"(4, 180)",637.7917999865394,6
1,"(4, -180)",499.24269999008624,7
1,"(8, -180)",929.217499994943,7
1,"(8, 30)",506.0306000172067,7
1,"(4, 60)",489.80169998811556,6
1,"(4, -150)",522.0033999879752,7
1,"(16, 150)",593.6454999840726,6
1,"(16, -180)",603.5949999872037,8
1,"(4, 120)",566.2786000115238,7
1,"(4, -150)",606.1333999908902,8
1,"(16, 150)",624.6978999928479,8
1,"(4, -150)",598.5168999990356,8
1,"(16, -150)",622.1217999931332,7
1,"(4, 0)",479.7908999838773,8
1,"(8, -60)",425.87910001146605,7
1,"(4, -180)",479.6874999823421,7
1,"(16, -60)",534.6320999900718,7
1,"(8, -30)",457.4200999862887,6
1,"(16, -120)",548.0513999876939,7
1,"(4, -120)",705.3595000119321,6
1,"(4, -120)",467.3348000154737,7
1,"(4, -30)",508.0276999737043,8
1,"(8, 150)",660.0022999858857,8
1,"(16, -150)",576.1011000080407,7
1,"(4, 60)",497.09459998974575,7
1,"(4, 180)",631.8387000004668,8
1,"(8, 150)",608.6240000089538,8
1,"(4, 90)",444.83339998385867,7
1,"(4, -180)",528.2419000226446,8
1,"(16, 0)",604.5835000053421,8
1,"(8, 0)",515.5026999940537,6
1,"(4, 90)",622.5432000004594,6
1,"(8, -90)",476.23700001839546,6
1,"(16, 30)",499.15290000479666,8
1,"(8, -150)",557.5746999760531,8
1,"(8, -30)",570.0895999847353,8
1,"(16, 0)",488.92650001779197,6
1,"(4, 0)",500.1146999942511,6
1,"(16, 120)",723.5036000141781,8
1,"(4, -120)",655.5101000061632,7
1,"(4, 60)",524.706300021885,8
1,"(4, 0)",512.4671000170429,7
1,"(4, 120)",530.1451999924984,8
1,"(16, 90)",773.222699988205,8
1,"(16, 0)",478.7678000224195,8
1,"(4, -90)",613.3749000085891,8
1,"(8, -30)",478.1617000056803,8
1,"(16, -180)",549.9792999993451,6
1,"(8, -120)",537.5264999978617,7
1,"(16, -150)",492.89330001318825,6
1,"(8, -180)",540.5676000167523,6
1,"(4, 150)",665.5085000032932,8
1,"(8, -90)",481.67479998063294,7
1,"(16, 30)",485.4709000150114,8
1,"(4, 60)",502.21960001489145,8
1,"(16, 120)",578.4402000075579,7
1,"(4, 90)",636.8385000036005,8
1,"(4, 0)",525.7072000180278,8
1,"(8, 0)",527.3690000116267,8
1,"(4, 150)",584.4976000020188,8
1,"(16, 180)",525.98400000114,6
1,"(8, -90)",445.0944000212848,7
1,"(4, -30)",431.1616000135336,7
1,"(4, -60)",451.80979999111963,7
1,"(8, 0)",427.95929998954756,7
1,"(16, 0)",506.2378999949805,8
