Correct Response,Size/Rotation (deg/deg),Reaction Time (ms),Target
1,"(16, 0)",474.4276999812573,1
1,"(4, 180)",925.3901999876834,0
1,"(8, 0)",434.314200011082,2
1,"(4, 120)",539.1824000366032,1
1,"(4, -30)",611.3991000424139,2
1,"(16, -150)",524.7226000032388,1
1,"(4, 0)",481.20789997885004,0
1,"(16, -60)",469.98809999460354,1
1,"(4, -30)",447.8485999829136,2
1,"(8, -120)",479.8033999945037,1
1,"(8, -120)",587.4846999617293,0
0,"(4, 120)",642.6400000313297,0
1,"(4, 120)",622.4986999845132,2
1,"(16, -60)",607.3511000107974,2
0,"(8, -150)",776.8067999826744,0
1,"(8, -150)",572.0778999933973,1
1,"(16, 60)",539.5517999972217,0
1,"(4, 90)",564.3878999948502,0
1,"(8, -60)",479.77000003121793,0
1,"(16, 150)",648.9169999808073,2
1,"(8, 60)",484.52880000369623,1
1,"(8, -30)",432.854000010062,1
0,"(4, -60)",765.5618999819271,0
1,"(4, -60)",556.4385000001639,0
1,"(8, -120)",537.6325000510551,2
1,"(4, 90)",566.6683000130579,0
1,"(8, -30)",534.0937999975868,0
1,"(8, 120)",549.4161999635398,1
1,"(16, -150)",933.6193999592215,0
1,"(16, 150)",652.5662000025623,2
0,"(8, -150)",579.1409999914467,0
0,"(8, -150)",290.4021999533288,0
0,"(8, -150)",837.5133999474347,0
1,"(8, -150)",593.1998999989592,1
1,"(16, 0)",544.3506999840029,1
1,"(4, 180)",485.63820001110435,1
1,"(16, -60)",617.4305999851786,2
1,"(4, 30)",485.17860000394285,1
1,"(16, 0)",470.4521000352688,1
0,"(4, -90)",1119.8939999998547,0
1,"(4, -90)",827.0102000064217,0
1,"(8, -60)",526.8175000059418,0
1,"(8, 30)",474.21209996938705,0
1,"(16, -30)",463.0374999800697,1
0,"(4, 0)",-109.0,0
1,"(4, 0)",487.02420002920553,2
0,"(4, -90)",565.954499991145,2
1,"(4, -90)",671.2382999798283,2
0,"(4, 180)",860.0450999769382,0
1,"(4, 180)",514.909099958837,1
1,"(8, 180)",464.01160000497475,1
1,"(8, 90)",713.7313000243157,0
1,"(16, 120)",504.4967999532819,1
1,"(16, 30)",383.981499992311,1
1,"(8, 120)",564.3565999893472,2
0,"(4, -120)",496.23580003064126,2
1,"(4, -120)",361.2996999840252,1
1,"(16, -30)",412.9398000044748,1
1,"(8, -90)",791.0223000184633,2
0,"(4, 120)",671.4956999607384,0
0,"(4, 120)",478.57199998945,0
1,"(4, 120)",595.4744999730028,1
1,"(16, -90)",664.0416000122204,0
0,"(4, -60)",557.2677999702282,2
1,"(4, -60)",484.60099997138605,2
1,"(16, 0)",487.63059999002144,0
1,"(4, 120)",571.0738000310957,2
1,"(16, -30)",721.3871999960393,2
1,"(16, -180)",585.226499996148,0
1,"(16, 150)",621.3541000001132,2
1,"(16, 90)",507.0306000383571,1
1,"(4, 150)",417.7679000389762,1
1,"(16, 90)",414.925399989821,1
1,"(4, -30)",575.0117999818176,0
1,"(16, 180)",631.3100999654271,1
1,"(8, -90)",769.7327000172809,0
0,"(4, 60)",584.3753999765031,0
0,"(4, 60)",499.79620001651347,0
1,"(4, 60)",388.4379999912344,0
1,"(8, 0)",546.001999984961,2
1,"(8, 90)",543.7963999542408,1
1,"(8, 30)",472.2895999988541,2
1,"(8, 120)",647.4795999787748,0
1,"(8, -30)",441.53780000889674,0
0,"(8, 180)",497.9952000398189,0
1,"(8, 180)",453.65239999629557,2
1,"(8, 0)",468.5198999908753,2
1,"(4, 120)",582.885199979879,0
1,"(8, 90)",509.1292000110261,0
1,"(8, 30)",503.83840000396594,1
1,"(8, 90)",455.8235999979079,0
1,"(16, 90)",467.0415999684483,0
1,"(4, -30)",589.0789999943227,4
0,"(16, -150)",809.5906000202522,4
1,"(16, -150)",916.4425999592058,4
1,"(16, -120)",522.1058000428602,3
1,"(16, 150)",644.3165999921039,4
1,"(4, 150)",496.41310004191473,4
1,"(4, -30)",575.43570000818,3
1,"(16, -120)",572.9679000182077,5
