Correct Response,Size/Rotation (deg/deg),Reaction Time (ms),Target
1,"(4, -60)",413.6289999554865,5
1,"(8, 30)",451.66309998277575,4
1,"(16, 150)",436.29749997891486,4
1,"(16, -180)",487.4346999535337,5
1,"(8, 90)",415.4395000045188,5
1,"(16, -120)",555.7314999718219,5
1,"(16, 0)",417.96729998569936,5
1,"(8, 150)",543.2387000150047,3
1,"(16, -120)",456.3381999582052,3
0,"(8, 150)",466.94110001809895,4
0,"(8, 150)",368.2485999856144,3
1,"(8, 150)",602.3119999994524,3
1,"(4, 0)",537.7182000051253,4
1,"(16, -30)",693.5821999763139,4
0,"(4, 60)",370.79579999810085,3
1,"(4, 60)",559.5674000182189,3
1,"(4, 0)",504.4055000147782,3
1,"(8, 180)",491.58630001731217,4
1,"(8, 150)",876.3109999676235,4
1,"(4, 60)",585.1284000058658,5
0,"(16, 90)",889.8049000385217,4
1,"(16, 90)",552.3461999804713,5
1,"(4, 0)",614.4841999597847,3
0,"(8, -60)",640.4645999977365,4
1,"(8, -60)",487.908200008329,3
1,"(16, -120)",676.4480000096373,4
1,"(16, -120)",676.4399000061676,3
1,"(16, 120)",547.0278999968432,3
1,"(4, -120)",528.4809000408277,5
1,"(4, 0)",495.3251000228338,4
1,"(8, -90)",512.9475999823771,3
1,"(8, -150)",517.2206000392325,3
1,"(16, 150)",719.2838999875821,4
1,"(4, 180)",431.09949997998774,4
1,"(16, 60)",626.629600007087,3
1,"(16, 180)",637.1900999769568,3
1,"(8, -150)",525.0838000178337,4
1,"(8, -90)",511.72960002114996,4
1,"(8, -60)",441.73319998336956,4
1,"(16, 0)",506.72880001040176,5
1,"(4, 90)",495.8424000036903,3
1,"(16, 30)",467.1173000209965,4
1,"(8, 0)",393.5957999750972,5
1,"(4, -120)",487.68419999070466,5
1,"(4, 30)",527.2644999753684,4
1,"(4, 0)",405.90650000050664,3
1,"(16, 0)",461.78199996612966,4
1,"(16, 90)",526.4089999804273,4
1,"(16, 180)",438.0832000137307,5
1,"(4, 90)",565.7762999730185,4
1,"(16, -180)",496.6160999578424,3
1,"(4, 0)",454.0360000068322,5
1,"(8, -180)",444.5796000040136,4
1,"(16, 30)",436.02469999715686,5
1,"(8, 0)",316.20089994650334,4
1,"(16, 120)",417.365400000941,4
1,"(8, 0)",443.0734000019729,5
1,"(4, -150)",462.33090001298115,4
0,"(16, -90)",405.5604999852367,4
1,"(16, -90)",429.2884999853559,5
0,"(16, 0)",377.4670000388287,5
1,"(16, 0)",472.75909996498376,4
1,"(16, 60)",419.9752999669872,5
1,"(8, 120)",279.8300000107847,4
1,"(4, -150)",449.8724000263028,5
1,"(16, -180)",613.9610999929719,3
1,"(16, -90)",457.79090001853183,5
1,"(8, 0)",470.777600010857,3
1,"(8, 60)",414.25379999820143,5
1,"(4, 60)",458.7082000183873,5
0,"(16, 120)",404.00480001373217,3
0,"(16, 120)",459.7140999943949,4
1,"(16, 120)",548.6319000450894,3
0,"(16, -60)",468.97639997443184,3
1,"(16, -60)",490.67850003158674,4
1,"(4, -180)",534.2294999831356,4
1,"(4, -180)",701.8329999959096,5
1,"(4, 30)",550.2112999642268,4
1,"(4, -180)",466.01590001629665,6
0,"(8, -90)",525.5974000287242,6
1,"(8, -90)",432.0512999515049,6
1,"(8, -30)",473.26579998154193,7
0,"(8, 30)",602.9615999981761,7
0,"(8, 30)",553.8875999595039,8
1,"(8, 30)",532.2592999986373,8
1,"(8, -180)",783.2496000304818,8
1,"(16, 0)",523.8238000278361,6
1,"(4, -30)",666.9593999944627,6
1,"(16, 180)",517.9559999927878,6
1,"(4, -90)",499.7767999852076,6
1,"(4, -120)",432.20989999501035,6
0,"(4, -180)",557.619100025855,8
1,"(4, -180)",531.6887000193819,7
1,"(8, 120)",631.2646000264212,8
1,"(16, 60)",563.7689999970607,8
1,"(4, 90)",494.0601999955252,7
1,"(16, 120)",524.8553000241518,6
1,"(8, -180)",532.866099962499,8
1,"(8, -90)",493.67900000326335,6
1,"(16, 30)",518.3020000080578,6
1,"(4, -120)",517.6929000266828,6
1,"(16, 60)",492.15820000646636,8
0,"(16, -150)",536.9996000048704,8
1,"(16, -150)",541.730499997735,7
1,"(8, 0)",439.45709999790415,7
1,"(4, -60)",430.13759998977184,6
1,"(16, -30)",453.8559999749996,7
1,"(4, -60)",640.7927999938838,6
0,"(4, 180)",483.96290000202134,6
1,"(4, 180)",549.8236999814399,6
1,"(16, -150)",592.7273000092246,8
1,"(16, -90)",741.4482999560423,8
1,"(16, -180)",525.4765999820083,7
1,"(8, 60)",520.3235000339337,6
0,"(8, -120)",568.204100007657,8
1,"(8, -120)",767.7507000011392,8
0,"(4, -120)",627.9401999749243,6
1,"(4, -120)",558.9508000379428,7
1,"(4, -90)",515.9217000440694,6
1,"(8, 150)",620.0669999783859,7
1,"(16, 180)",519.5765999928117,7
1,"(8, -30)",502.21050000656396,7
1,"(8, -180)",503.7466000034474,6
1,"(4, -180)",515.9283999786712,7
1,"(16, 30)",438.67609998816624,7
1,"(8, 150)",504.15409996313974,8
1,"(16, 0)",423.8070999821648,7
1,"(4, -180)",487.44110000226647,6
1,"(8, -150)",616.2236999920569,6
1,"(8, 0)",499.96350000984967,7
1,"(8, 0)",394.28130001435056,7
0,"(8, 180)",398.83890002639964,6
0,"(8, 180)",499.5347000043839,8
1,"(8, 180)",625.939000045415,6
1,"(16, -90)",539.785300028976,6
1,"(8, 60)",447.3951000222005,8
1,"(8, 0)",494.29290002118796,6
1,"(8, -120)",492.9674999988638,8
1,"(4, -150)",492.24439996434376,7
0,"(4, 60)",410.30650003487244,6
1,"(4, 60)",623.1262999903411,8
1,"(8, -180)",574.5347000160255,8
1,"(8, 90)",571.4103000322357,7
1,"(4, 30)",477.0619999584742,7
1,"(4, 150)",473.04459998523816,7
1,"(4, -150)",479.7176000396721,7
0,"(4, 30)",631.710099984426,8
1,"(4, 30)",546.8283000485972,8
1,"(16, -60)",550.839500032831,6
1,"(4, 0)",536.5435000243597,6
1,"(8, -60)",498.57479997118935,7
1,"(8, 150)",500.1835999977775,6
1,"(4, 150)",531.2300999616273,7
1,"(4, 0)",466.96529996953905,7
1,"(4, -150)",590.5277999667451,8
1,"(16, 120)",514.9163000136614,6
1,"(4, 150)",581.9260000102222,6
0,"(8, 180)",566.6854999694042,8
0,"(8, 180)",544.4681000048295,6
1,"(8, 180)",835.0745000028983,6
0,"(8, 180)",706.1346999802627,8
1,"(8, 180)",544.7244999781251,7
1,"(4, -90)",518.3536999942735,7
1,"(8, -60)",574.1301999627613,6
1,"(4, 180)",457.0399000043981,7
1,"(4, -60)",444.8696000003256,7
1,"(4, 0)",527.9430999620818,8
1,"(8, 60)",572.4297999953851,8
