Correct Response,Height/Rotation,RT,Face
1,"(16, -150)",501.12940015643835,1
1,"(16, 60)",521.4562999866903,1
1,"(16, -30)",530.4742999691516,2
1,"(4, 30)",474.0087000504136,1
1,"(4, -60)",572.7440001759678,2
1,"(16, -150)",525.2389001511037,0
1,"(16, 90)",436.4941000789404,1
0,"(4, -150)",557.2318999879062,3
1,"(4, -150)",714.8049000501633,3
1,"(16, 150)",615.8976998962462,4
1,"(16, -60)",501.9235999174416,4
1,"(16, 180)",543.5105000473559,5
1,"(16, 90)",616.6950000301003,3
1,"(4, -150)",565.4485998060554,4
1,"(4, 0)",601.8893000986427,4
1,"(16, -90)",564.4269999433309,5
1,"(4, -90)",508.8640001453459,4
1,"(8, -30)",535.2315999884158,5
1,"(16, -30)",545.4999999459833,5
1,"(4, -30)",475.15589993819594,4
1,"(8, 0)",501.1416000165045,3
1,"(4, -150)",502.3927001133561,4
1,"(8, 120)",567.0684999171644,5
1,"(4, 180)",635.2312999628484,5
1,"(16, 0)",497.06399993412197,3
1,"(16, 30)",521.509999813512,3
1,"(4, -30)",761.1184999663383,5
1,"(4, -120)",503.12039995007217,4
1,"(16, -180)",515.5767998043448,3
1,"(8, 150)",550.060699865222,5
1,"(8, -30)",491.1885000150651,4
1,"(16, 0)",536.8429999183863,3
1,"(16, 0)",563.146099852398,5
1,"(8, -180)",593.7834001928568,3
1,"(4, 150)",474.88309995643795,4
1,"(16, -30)",466.52439998835325,4
1,"(4, 180)",484.97049993276596,4
1,"(16, 180)",559.8622999936342,4
1,"(16, 30)",452.6520999465138,4
1,"(4, -180)",475.0821999590844,4
1,"(16, -180)",433.99929994158447,4
1,"(4, 0)",494.41729992069304,4
1,"(4, 0)",552.0464002005756,5
0,"(16, -90)",553.0487999171019,5
1,"(16, -90)",565.6615001466125,3
1,"(8, -90)",641.1724001485854,3
0,"(4, 60)",508.0991000253707,3
1,"(4, 60)",652.1779000144452,5
1,"(8, -30)",477.30450000055134,4
1,"(8, -30)",452.3353999797255,4
1,"(16, 0)",559.5409999918193,3
1,"(8, 120)",631.5725000426173,3
1,"(8, 60)",586.1597000006586,5
1,"(16, -90)",576.0529999937862,3
1,"(8, 90)",569.5752999130636,3
1,"(8, -150)",618.0388000179082,4
1,"(4, 120)",581.3707999736071,5
1,"(4, 120)",508.1582001261413,4
1,"(8, -120)",545.9917000811547,5
1,"(8, -60)",486.6064001657069,4
1,"(8, 90)",566.0853001140058,5
1,"(16, 120)",627.2228999845684,5
1,"(8, -60)",564.2634999789298,3
1,"(16, -150)",509.38690005242825,4
1,"(8, 120)",584.451400147751,3
1,"(16, -60)",543.6673000771552,3
1,"(16, -60)",575.4105001073331,5
1,"(8, -60)",574.845000108704,5
1,"(8, 60)",569.9057001005858,4
0,"(4, -150)",560.4822998251766,3
1,"(4, -150)",532.1872999742627,4
1,"(8, -60)",529.5586000978947,4
1,"(8, -90)",542.010800153017,4
1,"(8, 90)",571.3496999200433,3
1,"(16, -60)",513.6276999805123,3
1,"(8, 0)",508.36689996905625,4
1,"(8, 0)",424.7920000310987,3
1,"(16, -180)",790.8125998768955,5
1,"(16, -90)",554.0778999533504,3
0,"(4, 30)",558.4512000754476,5
1,"(4, 30)",595.4389001093805,3
1,"(8, 0)",473.0476000662893,4
1,"(16, 180)",556.1119999587536,8
1,"(4, 0)",499.4638999309391,8
1,"(16, 0)",506.5395000241697,7
1,"(8, -120)",723.0577000267804,6
1,"(16, -120)",580.2366001848131,6
1,"(4, -150)",661.2603000216186,6
1,"(4, 60)",468.6271999347955,7
1,"(8, -30)",532.1049999296665,7
1,"(16, 90)",568.2253999952227,8
1,"(16, -30)",537.1593001149595,6
1,"(16, 0)",436.60730000957847,7
1,"(4, -60)",500.1815000399947,6
1,"(16, -90)",469.8131000008434,7
1,"(4, 60)",561.0993999838829,8
1,"(4, 30)",560.0815000329167,6
1,"(8, 30)",525.4441999681294,6
1,"(16, -150)",528.0216999202967,8
1,"(4, -90)",531.4042998328805,7
1,"(8, -150)",527.466900119558,8
1,"(8, -180)",521.6996999774128,8
1,"(4, 90)",805.0833001583815,8
1,"(16, -120)",508.8538000676781,7
1,"(4, -120)",429.8064000289887,7
1,"(16, 0)",493.3794999346137,8
1,"(16, -180)",490.7500999365002,7
1,"(8, 60)",600.2361999675632,6
1,"(4, 60)",661.0248998589814,6
1,"(4, 0)",502.4490998443216,6
1,"(16, 30)",534.1114000733942,6
1,"(4, 90)",527.4027999807149,6
1,"(4, -180)",525.8510999232531,6
1,"(8, 0)",479.5475999675691,6
1,"(16, 150)",451.1186999119818,6
1,"(4, -120)",609.358299927786,8
1,"(16, 90)",559.6211000196636,8
1,"(8, -90)",502.9555002078414,7
1,"(8, 0)",514.9326000213623,6
1,"(16, -120)",452.78989983163774,7
1,"(8, 30)",459.2586000766605,7
1,"(4, 90)",547.2465000897646,6
1,"(4, -180)",626.1118999067694,6
1,"(8, 150)",491.01169983297586,6
1,"(16, 150)",546.4030999541283,8
1,"(4, -60)",535.9958998709917,7
1,"(8, -120)",477.7914999835193,7
1,"(16, 60)",608.0184999704361,6
1,"(8, 120)",464.35179997608066,7
1,"(4, -60)",579.589499797672,8
1,"(16, 60)",526.4348999448121,8
1,"(8, 120)",406.0468999054283,8
1,"(8, 150)",741.112299900502,8
1,"(4, -60)",515.8767001088709,8
1,"(16, 120)",445.41970005631447,8
1,"(8, 90)",460.06200014054775,8
1,"(4, -90)",485.87399994395673,7
1,"(4, -30)",462.23650005087256,7
1,"(8, 0)",524.6644000839442,8
1,"(8, -150)",564.5183000564575,8
1,"(4, 150)",543.0766001194715,7
1,"(8, -60)",533.4102999735624,6
1,"(16, 150)",479.6490000411868,7
1,"(4, -90)",658.7718000486493,8
1,"(4, -30)",529.3150999899954,8
1,"(8, 0)",454.1677999626845,7
1,"(4, 90)",494.2775000203401,7
1,"(4, 60)",651.9820999205112,6
1,"(8, 180)",589.7322000786662,8
1,"(8, -150)",508.4054001457989,6
1,"(8, 180)",435.0605999901891,7
1,"(8, 180)",534.7391999643296,6
