Correct Response,Height/Rotation,RT,Face
1,"(4, 180)",555.7991999052465,1
1,"(4, 30)",510.49430010281503,0
1,"(4, -180)",591.6601002067327,2
1,"(16, 90)",584.8228001818061,1
1,"(16, 180)",570.7705998178571,2
1,"(4, 120)",510.68929995782673,1
0,"(4, 90)",696.8356000110507,2
1,"(4, 90)",492.59410000778735,1
1,"(16, 30)",469.74309993349016,1
1,"(4, -90)",626.3453999385238,1
1,"(4, 150)",497.1463002115488,1
1,"(4, 150)",456.0317999534309,1
1,"(4, 150)",477.73180011101067,1
1,"(8, 30)",602.5102999377996,0
1,"(8, 90)",555.587700041011,2
1,"(16, 0)",654.8424001634121,0
1,"(8, 0)",518.5945000816137,0
1,"(8, -120)",430.9492001160979,1
1,"(8, -180)",556.7632999122143,2
1,"(4, 120)",654.4676999878138,2
0,"(4, -180)",485.49409996159375,0
1,"(4, -180)",654.4117000270635,2
1,"(8, 30)",435.6527998428792,1
1,"(8, -90)",465.4453000370413,1
0,"(16, -120)",572.7874000407755,0
1,"(16, -120)",451.5367999523878,1
1,"(16, 180)",523.0807998999953,0
1,"(8, 150)",595.6020000707358,2
1,"(8, -90)",559.7610999215394,1
1,"(4, 0)",529.704199809581,0
1,"(16, 0)",464.31270002759993,1
1,"(16, 60)",663.0186000224203,0
1,"(8, -120)",486.2560000587255,1
1,"(4, -120)",606.3538998682052,2
1,"(8, 150)",650.2587999533862,0
1,"(4, -30)",540.9656999949366,0
1,"(8, -150)",463.76679994538426,1
1,"(16, 120)",634.6492000706494,0
1,"(4, -120)",487.12130001187325,1
1,"(4, 180)",507.90480005927384,0
1,"(4, 0)",472.8699998781085,0
1,"(8, 30)",470.30690003558993,0
1,"(8, 60)",469.8114001043141,0
1,"(8, 0)",567.6376001760364,2
1,"(16, -120)",595.892500070855,0
1,"(16, -60)",602.676900042221,2
1,"(4, 0)",425.8203999456018,1
1,"(16, 120)",512.870799921453,1
1,"(16, 120)",620.9877998884767,2
1,"(4, 120)",582.7412998154759,2
1,"(16, -180)",581.8283000811934,2
1,"(8, 180)",522.8735000677407,1
1,"(8, -180)",584.3208999689668,0
1,"(16, 60)",568.3275001905859,2
1,"(16, -150)",477.6733000148088,2
1,"(8, 180)",501.93259998597205,1
1,"(16, 30)",670.0767999831587,0
1,"(4, 180)",513.5885001476854,2
1,"(16, 150)",559.3416999876499,2
1,"(16, 0)",610.7689001914114,2
1,"(8, -180)",572.498299818486,0
1,"(8, 60)",719.3774999435991,0
1,"(4, 0)",624.6879998911172,2
1,"(4, 0)",430.61919993162155,1
1,"(16, -30)",746.3512999787927,0
1,"(4, 30)",486.8988999482244,1
