Correct Response,Height (deg),Reaction Time (ms),Target
1,0.71,586.7373999492825,1
1,0.71,819.434399977848,0
1,0.71,529.6514998474718,0
1,7.0,721.2262000241876,2
1,4.0,420.62029990419745,0
1,5.29,457.4451002111286,2
0,0.35,775.5132001177967,1
1,7.0,626.3333000527323,2
0,1.0,1161.5291000628472,1
0,1.41,-102.56,0
0,0.25,-102.56,0
1,1.0,697.9542000038177,1
1,4.0,672.8904000768066,0
1,0.35,463.0116999899596,0
1,1.41,669.2805001796783,2
1,1.41,630.1561000575871,2
0,2.83,-102.56,1
1,7.0,573.1153001827747,2
1,1.0,490.01419989444315,2
1,1.41,663.7650998593867,2
1,2.83,571.2291000229866,2
1,2.83,602.9574000561238,0
1,7.0,645.6359001161159,0
1,2.0,366.810000064373,1
1,0.35,935.5909999278933,2
1,5.29,582.4043997848034,0
0,4.0,1086.9635998090357,1
1,0.71,669.745800113827,0
0,0.25,875.3796001249552,2
1,0.5,743.9054998388142,2
1,0.25,997.5576000572742,1
1,0.71,532.0630001654476,1
1,5.29,498.7915000231564,1
1,4.0,1152.620000094697,2
1,0.25,767.9172000201047,2
1,0.5,782.5599001073838,1
1,0.35,623.6987000150234,0
1,0.35,1120.279699825272,1
1,5.29,496.0688001295179,2
1,1.0,573.3067000103742,2
1,1.41,556.3441999541224,1
0,2.0,-102.56,2
1,0.5,490.74089995637536,1
1,1.0,644.383699894473,3
0,5.29,-102.56,4
1,0.35,492.95570005714893,3
1,4.0,472.10170005500316,3
1,2.0,611.3800998130441,3
1,7.0,494.9715999239683,4
1,2.83,378.6144000762701,5
1,4.0,522.1946998783947,5
1,2.83,518.69249998644,5
1,0.71,655.9492999506742,3
1,5.29,551.6569998865575,4
1,2.0,372.4330000398308,4
1,5.29,379.59550021268427,4
1,1.0,553.7620000825823,5
1,0.35,531.0032998961956,3
0,2.0,757.2516000648588,5
1,1.41,532.1374999178202,5
1,0.25,915.6953001213819,4
1,2.83,845.9659999055416,4
1,0.5,598.3633001153917,3
1,2.83,595.9577998431027,5
1,5.29,569.8430000623316,3
1,0.5,538.0263999389113,3
0,0.35,933.4232998365164,4
1,2.0,355.71209996059537,5
1,0.25,636.8108999734372,3
1,0.25,619.8824998275936,4
1,7.0,571.9166000192613,4
1,2.0,517.3229000350088,3
1,2.0,462.18899989552796,4
1,0.5,533.5848999959976,3
1,1.0,549.2040000674874,4
1,0.35,641.3509000843019,4
1,1.0,368.5352998138964,4
1,1.41,358.16209998965263,4
1,0.25,515.4454000578821,3
1,2.0,434.692799840644,3
1,4.0,571.0637001605332,4
