Correct Response,Rotation (deg),Reaction Time (ms),Word
1,-60,585.9378999415785,2
1,-90,501.79129995778203,0
1,30,432.0986999049783,0
1,-30,483.26169995963573,2
1,90,548.2762001305819,2
1,-90,326.90199993923306,1
1,-60,333.4217001069337,1
1,90,579.1488000508398,2
1,-120,530.4373001530766,0
1,120,515.2592998314649,2
1,60,370.396800044924,2
1,-60,486.66710004583,0
1,-120,344.8053998257965,0
1,150,675.7345001064241,1
1,120,463.6182998623699,0
1,-90,539.9389000926167,1
1,180,715.070299975574,0
1,30,436.8295999560505,0
1,-90,558.6499000750482,2
0,150,648.9624000936747,1
1,150,813.8848998900503,1
1,30,442.12399999052286,0
1,90,775.2342998832464,2
1,-60,577.9044001214206,2
1,180,837.5594000648707,2
1,-30,592.7685000319034,1
1,60,517.3878999743611,0
1,-120,527.6611998528242,0
1,120,510.589600013569,0
1,150,551.0573998875916,0
1,180,608.1800001524389,0
1,150,522.4039998687804,0
1,120,462.63899997249246,0
1,150,640.2472000885755,5
1,150,502.48920003324747,4
1,0,597.541100051254,4
1,0,707.292499890551,5
1,180,585.6825000923127,5
1,120,1099.5205998737365,3
1,30,529.7273999862373,3
1,0,541.8996000047773,3
1,90,593.2852001246065,4
1,60,518.206499921158,3
1,180,624.8313001673669,3
1,120,809.915499933064,4
1,-150,517.8718000501394,4
1,180,827.1783999484032,3
1,-30,463.0289999153465,4
1,150,441.5727001000196,4
0,-30,374.77400008030236,5
1,-30,506.8554998692125,3
1,-150,585.5817000232637,3
1,180,559.4994001407176,4
1,-60,539.2191001996398,5
1,-150,530.8483000230044,3
1,-90,617.7962000332773,3
1,-90,625.962300164625,5
1,-150,623.8472000081092,5
1,-30,448.82880005426705,3
1,-150,528.626799987629,5
1,0,502.60589987412095,4
1,30,469.6858000792563,3
1,-90,527.6831001359969,3
1,0,794.0772999394685,3
1,-30,752.4177999552339,4
1,-60,515.8192000202835,4
1,0,461.2289000619203,8
0,-120,571.9012999292463,6
1,-120,499.7068000342697,6
1,180,361.66539991647005,8
1,150,502.8777000810951,8
1,30,626.0829001516104,7
1,90,348.3777001351118,6
0,30,485.51520000584424,6
0,30,402.5964999422431,8
1,30,686.1559999492019,6
1,-30,390.1777001414448,6
1,-60,513.3584001418203,8
1,60,782.8453000951558,7
1,-120,603.2575000394136,6
1,60,442.35009996593,8
1,60,637.6793002095073,7
1,60,511.1709001325071,6
1,-60,516.6251998711377,8
1,-150,519.5471001174301,8
1,120,494.00500015728176,6
1,-120,543.2275998722762,8
1,-120,563.3095001652837,7
1,30,638.9406001511961,6
1,-30,476.63230000436306,7
1,60,524.824999909848,8
1,-90,508.11340001784265,8
1,-120,442.6139999963343,8
1,0,608.6636001095176,7
1,120,513.6315998937935,8
1,90,557.1102999933064,7
1,90,509.652299977839,7
1,-150,614.3168999664485,6
1,-150,703.7834999468178,7
1,0,502.2185998354107,8
1,90,506.6415001023561,8
