Correct Response,Rotation (deg),Reaction Time (ms),Word
1,-90,503.14789998484775,0
1,120,676.9786999761127,2
1,120,690.9843000434339,1
1,180,562.6416000272147,0
1,180,589.1702000484802,2
1,-60,425.0483000036329,0
1,0,531.214599960018,1
1,90,468.89049996063113,0
1,120,492.3352999580093,0
1,150,568.168000023812,2
0,0,675.0840999851935,2
1,0,560.5471999701113,0
1,150,603.8808000124991,1
1,0,631.592000016477,1
1,-30,627.0282000154257,2
1,-90,526.3576999972574,0
1,-150,688.7403999539092,2
1,180,649.6124999797903,2
1,30,683.4654000089504,1
1,-60,832.127999976743,2
1,-150,630.5653999992646,0
1,60,551.4406000114977,0
1,0,494.51569997146726,1
1,-120,455.89440001314506,0
1,60,461.7256000023335,0
1,90,485.7104999795556,0
1,-30,464.2570000109263,2
1,60,578.8177999751642,1
1,30,711.8173000020906,2
1,-120,533.1202000346966,1
1,90,554.910000002943,2
1,120,479.2751999888569,0
1,150,494.6148999701254,0
1,30,501.3229000000283,5
1,-90,492.6398000065237,4
1,90,549.6916000233032,5
1,150,521.8273000176996,3
1,-150,509.37919999379665,3
1,60,475.16259998921305,3
1,-150,400.7027000156231,3
0,-120,490.8439000104554,5
1,-120,327.76670000422746,5
1,-120,316.52360001718625,5
1,120,582.8876999989152,5
1,30,397.95459998678416,3
1,-60,510.57899999106303,4
1,-120,368.70889999810606,5
1,-60,488.75750001426786,4
1,150,381.1298999902792,3
1,150,472.2375999521464,3
1,-30,427.8503999779932,3
1,90,554.3081999607384,5
0,30,880.6069000242278,5
1,30,512.6590999974869,4
1,90,427.94820002419874,3
1,60,452.9575000018813,3
1,30,422.47529996931553,3
1,-30,423.58649999042973,3
1,-90,385.08400000538677,3
1,60,521.5975000141189,4
1,-60,490.35809997841716,3
1,180,562.8031999771483,5
1,-90,627.6541000083089,4
1,0,362.9092999584973,3
1,90,470.7291000490077,3
0,0,520.1215000092052,5
1,0,372.4483000081964,3
1,-120,455.59650001488626,3
1,-120,571.8598000206985,7
1,-90,393.0603999728337,6
0,120,352.452100018505,7
1,120,550.5081000123173,6
1,30,377.89520003972575,6
1,-90,345.84349998878315,6
0,-30,408.199800000526,8
1,-30,510.60829998133704,7
0,180,553.4405000475235,7
1,180,811.9853999782354,7
1,-150,516.8357000187971,7
1,-30,466.22370002698153,8
1,-60,410.5814000326209,8
1,-150,457.60940003348514,6
1,-60,390.9122000299394,6
1,-30,349.72589998180047,6
1,30,355.516400010325,6
1,-120,616.0511999591254,8
1,-150,566.7845000247471,6
1,60,615.4747999939136,7
1,0,503.0989000191912,6
1,-60,576.6173999840394,6
1,150,404.1341999513097,7
1,-30,594.1070000375621,8
1,60,641.0696000060998,8
1,180,542.130199956242,6
1,90,414.42129999306053,6
1,0,488.55319997202605,8
1,180,568.8103999677114,6
1,-150,485.52470001997426,6
1,150,871.8173999772407,7
1,180,326.8811000129208,7
1,-90,434.8078999868594,6
1,120,401.0102999713272,7
1,120,511.09199999738485,7
