Correct Response,Rotation (deg),Reaction Time (ms),Word
1,0,587.2276000413112,0
0,180,-109.0,1
1,180,413.63720001792535,1
1,-60,570.0398000157438,0
1,30,861.9607000113465,2
1,60,865.5088000199758,2
1,30,520.7725000185892,2
1,-90,580.6462999866344,0
1,-150,1012.0161999915726,2
1,180,840.8069999972358,2
1,-120,619.2910000067204,0
1,180,601.9481999650598,2
1,180,548.2507999953814,1
1,0,524.7861000210978,0
1,-120,520.6933999983594,2
0,90,798.2153000161052,1
1,90,605.9685999611393,1
1,180,435.0487000159919,1
1,-120,631.7353000016883,0
0,30,796.9592999983579,2
1,30,832.0230999928899,2
1,30,664.3775000087917,2
1,120,686.3404999570921,1
1,120,572.2435000319965,1
1,150,621.2265999605879,0
1,-90,601.7833999907598,2
1,-30,894.1987000256777,2
1,-150,739.1087000109255,2
1,-120,649.5911999922246,1
1,-150,642.8270000000484,0
1,0,659.5079999500886,2
1,90,1002.6267999750562,0
1,30,820.9694000510499,2
1,-120,624.0453000031412,1
1,-90,501.22099998081103,1
0,180,1151.2924999664538,3
1,180,820.9750999780372,3
1,-90,791.9283999912441,5
1,-60,712.9793000025675,5
1,120,657.1732999840751,5
1,180,654.7261000345461,4
1,120,607.6690999874845,4
1,120,479.09680002741516,4
1,60,658.7787999855354,5
1,90,639.8391000078991,4
1,-60,1060.7264999966137,3
1,0,530.180900005158,5
1,60,782.9849999947473,5
1,-150,840.7072999947704,5
1,-120,619.8442000281066,4
1,120,681.8802999882028,4
1,-60,628.8701000125147,4
1,-30,516.3250000299886,4
1,-60,909.7900000018999,5
1,0,608.8027000045404,4
1,-60,518.4598999880254,3
1,-150,592.6701999818906,4
1,-30,683.5610999809578,3
1,-60,597.4015999785624,4
1,-120,873.6671000337228,3
0,-60,-109.0,3
1,-60,747.9166000233963,5
1,0,613.0303000067361,4
1,-90,662.5215000207536,5
1,-120,693.0371999591589,4
1,-30,604.6579999933019,5
1,60,639.3656000113115,3
1,-90,580.6232000435703,5
1,30,584.1456999736838,3
1,30,971.5571000091732,6
1,90,597.4427000004798,7
1,150,584.4745999751613,7
1,90,676.8594999997877,6
1,0,487.8701000092551,6
1,150,626.5955999810249,7
1,-150,822.6220000036992,8
1,150,891.5500999977812,7
1,90,749.9651000220329,7
1,60,779.8653999892995,8
1,0,558.3781999852508,8
1,150,597.2893999973312,7
1,60,663.9913999792188,7
1,90,684.5707999859005,8
1,-90,565.0879000280984,7
1,30,492.1411999934353,7
1,-150,484.14290003385395,7
1,150,1033.072900023777,6
1,60,659.2767999940552,8
1,150,807.6869000182487,6
1,90,683.5913999788463,6
1,-30,596.0302000134252,7
1,180,766.5896000075154,8
1,120,641.9500999585725,7
1,-30,674.5511000012048,8
1,150,578.5931999529712,7
1,120,754.353599968832,8
1,-150,695.5514000114053,8
1,-30,672.856500019785,6
1,60,683.6728999591433,8
1,-30,515.8225000454113,7
1,-90,749.3904000115581,6
