Width (px),Height (px),Width (cm),Distance to screen,Screen number,Device,height,faceHeight,faceWidth,circleRadius,centerx,centery,rightx,rightEdge,leftx,leftEdge,spacer,timeDelay
1920,1080,122.88,140,1,Desktop,0.71875,0.515625,0.5,0.5,-0.025,0.375,0.50125,30.54862843,-0.51,30.02450981,0.53125,109
