CorrectResponse,Height,RT,Face
1,0.705,1939.14977207442,1
1,4,827.072876435523,2
1,2,960.419976891671,0
1,2.83,652.289921954207,2
1,1.415,892.756388485395,1
1,2,730.653295490811,0
0,1,1105.15362573096,0
1,14,779.88179616591,2
1,1.415,692.318116111437,0
1,2.83,612.55561604753,2
1,1,1630.13566304903,1
1,2,1060.8137052277,0
1,5.655,653.861421961665,1
1,14,1434.92116046605,0
1,5.655,868.209380872031,2
1,14,1730.24301247415,2
1,1.415,1665.11280222971,2
1,2.83,1106.88452854151,2
1,14,1008.15582562632,1
1,5.655,1724.77723714314,2
1,8,641.294883238288,0
1,4,981.702469719494,0
1,8,731.256773339055,0
1,14,784.60039219226,2
1,14,1131.62541365386,0
1,0.5,1525.70225126601,2
1,2,1114.41434830022,0
1,0.705,765.961186953518,1
1,11.315,922.335677726323,1
1,11.315,697.748734078914,0
1,1,672.128914883388,0
1,2.83,846.691367843277,0
1,5.655,630.872261011064,1
1,1.415,965.493218554229,1
1,14,722.356499077478,1
1,1.415,785.751027840888,1
1,14,652.020268390515,0
0,8,711.847519443154,0
1,1.415,1020.95037521099,1
1,8,1296.56464773529,1
1,2.83,630.507716700095,2
1,14,1000.3597656405,2
1,0.5,1559.49530410271,0
1,5.655,1025.88947275899,0
1,4,816.578232813526,1
1,4,732.355526276706,0
1,8,640.387618464047,1
1,2,766.139021772005,1
0,11.315,770.277009303072,1
1,2.83,627.987650549585,1
1,2,879.640643960101,1
1,14,882.759409287928,2
1,2.83,948.166099768514,2
1,2,846.247975464848,0
1,4,1003.70244582587,1
1,14,670.45774545727,2
1,5.655,758.639580705676,1
1,2,1282.49863039878,0
1,1,893.124346132936,1
1,8,785.970505361547,1
1,8,1216.83184369658,2
1,2,765.773794793631,2
1,4,628.435480264898,2
1,2.83,676.439617228425,0
1,2,821.701309185073,2
1,1.415,717.914383287052,2
1,2.83,1121.29631683956,0
1,1,1261.65577527968,0
0,0.705,842.29942809543,0
1,2.83,1193.74881599902,1
1,5.655,672.999315626157,1
1,8,758.931079621107,2
1,4,1073.84411634712,0
1,5.655,642.168697317175,1
0,1,1018.87062943638,1
1,5.655,986.04389209072,0
1,4,728.004546563852,1
1,5.655,981.555696260784,0
1,2,880.256751152501,2
1,2,1187.22012776129,0
1,2.83,739.146017404437,1
1,5.655,569.463269941934,2
1,8,709.063943734691,2
1,0.5,1958.83960220999,2
1,4,835.594953040982,1
1,4,637.375349227113,0
1,2.83,1470.56765488423,2
1,8,849.610794334694,0
1,2.83,765.896333564797,2
1,11.315,956.297349373926,1
1,2.83,1401.33427313867,1
1,4,676.625985387545,1
1,4,737.146143698283,1
1,14,1317.94851664927,2
1,0.5,1228.65256845034,1
1,2,929.391043747273,2
1,2.83,915.931576261755,2
1,2.83,1602.87334645182,2
0,0.5,1678.71597117119,1
1,0.705,1349.61881567506,1
0,0.5,2096.21341543516,1
0,2.83,794.231461743948,1
1,2.83,764.006369285198,2
0,0.5,2246.37119690351,1
1,2.83,2771.76897857635,1
1,5.655,771.44607696755,2
1,2.83,906.568112271543,0
1,0.705,1784.89598711121,0
1,14,917.076067904873,1
1,1.415,1773.65006818172,0
1,11.315,827.804695726627,2
1,2.83,795.625126933828,1
1,4,600.790870008495,0
1,14,549.839317196529,1
1,0.705,2597.64752865931,2
1,5.655,593.702735959596,1
1,14,666.936547786008,2
1,2.83,685.623881066022,1
1,0.5,1124.70555708205,2
1,0.705,1053.14564535092,0
1,5.655,842.735993801398,1
1,0.705,841.590478157286,1
1,14,610.504200963533,0
1,14,652.731607664464,2
1,11.315,503.46061095297,0
1,2.83,645.073446462902,0
1,4,682.123846078866,1
1,4,692.008867847562,0
1,14,641.124899093029,0
1,5.655,582.480027715974,1
1,1,903.329880175079,1
1,2,678.453826947134,0
1,4,708.183302982889,2
0,0.5,1965.86834420759,2
1,4,701.117696953588,0
1,2,856.642608334823,1
1,0.5,1617.87973792389,2
1,11.315,619.348496511066,2
1,2.83,692.091470584728,1
1,1.415,650.429995033846,0
1,0.705,1652.39880738045,1
1,14,632.092870052475,2
1,14,500.197120168195,0
1,8,628.105410649823,1
1,2.83,540.614775991344,2
1,1.415,794.826064918198,2
1,4,667.982394011688,1
1,5.655,566.77902231786,2
1,1,791.735288947621,1
0,4,549.248810025802,1
1,1,1050.40064034165,0
1,5.655,763.452043478992,1
1,5.655,628.325912171476,2
1,0.705,1646.7739705804,2
1,2,834.004679683858,0
1,4,685.21018471256,1
1,2.83,620.311398665763,0
1,2.83,561.149406847562,0
1,5.655,875.059946718011,1
1,5.655,663.042272462917,0
1,0.705,944.157477681074,0
