Var1,Var2,Var3,Var4
1,5.66,600.475099897534,1
1,2,604.206499904916,0
0,0.5,725.198100116625,1
1,0.5,986.220200108886,1
0,0.71,905.898100026473,2
1,0.71,840.956599945724,0
0,2.83,635.030200034902,2
1,2.83,780.414500069395,2
1,1,716.626699809507,1
1,8,546.21500012517,1
1,8,427.298400113881,1
1,0.71,767.911199974418,1
1,1.41,507.205199944377,1
1,1.41,907.587099848837,2
1,14,623.914999915808,1
1,14,982.659800006598,2
1,2.83,1050.09609999187,2
1,2,602.979099872112,1
1,10.58,887.938499944806,2
1,1,683.17579993099,1
1,2.83,558.378499961048,0
1,5.66,668.556899792105,0
1,2,786.916699987426,0
1,5.66,538.700600183159,1
1,2,572.172800107449,0
1,4,696.710099960268,2
1,1.41,710.531200077906,0
0,8,731.632299982533,2
1,8,531.558400048465,1
1,0.5,779.43090003036,2
1,1,575.575299822316,0
0,0.71,988.599000061452,2
0,0.71,612.265700037181,0
1,0.71,704.229099937305,1
1,10.58,528.167099953219,1
1,0.71,854.626099840328,0
1,5.66,551.062299898416,2
1,0.71,805.717600072324,0
1,1,619.103000062108,2
1,2.83,567.160199890435,0
1,8,714.933899958208,2
1,5.66,787.950699944571,2
1,4,736.238699900508,0
1,1,724.249300109744,0
1,5.66,736.956999898478,2
1,4,552.178100012764,1
1,4,587.809700081646,1
0,2.83,-102.56,2
1,2.83,570.216699997485,1
0,0.5,1003.77100010455,0
0,0.5,826.597600039616,1
1,0.5,729.95370000653,1
1,4,783.509500120357,0
1,1.41,577.513500145227,1
1,1,572.448099991828,1
1,4,815.531499945149,2
1,4,651.940599810854,2
0,8,985.981900040582,0
1,8,679.77619988896,0
1,1.41,513.463499984294,1
1,14,650.90349994652,2
1,14,748.613999952152,1
1,1.41,770.407399889603,2
1,4,731.627800064683,1
1,10.58,538.072199821994,1
1,8,469.275300186649,2
1,1.41,781.082100030556,2
0,0.5,906.469899956659,0
1,0.5,755.02539987728,2
0,0.71,1125.70920007356,2
1,0.71,926.733700121343,1
1,2,638.60660002619,1
1,14,496.740700007007,1
1,2,601.03000004828,2
1,14,521.575799938813,1
1,1,573.399600135684,2
0,0.5,-102.56,2
0,0.5,1076.62079998344,0
1,0.5,668.414500104785,2
1,0.71,766.556500020027,0
1,5.66,787.218499957174,0
1,0.5,932.28580013901,2
1,2,784.61220001854,0
1,1,804.969100077227,0
1,2.83,572.957500145361,2
0,8,679.380199900419,1
1,8,651.400799891502,0
1,2,589.83449989982,1
0,8,1109.73270007461,1
1,8,406.79299997218,1
1,2.83,562.966400087401,1
1,5.66,681.051000049859,0
1,0.71,637.192600202337,2
1,0.71,743.972399998978,1
1,8,622.104600100368,0
1,2,541.654999862015,2
1,0.5,904.435999952778,1
1,2,480.045700008571,2
1,2,838.983700173497,2
1,4,1053.27240007982,2
1,10.58,613.89800000988,1
1,0.5,796.243799878806,2
1,0.5,964.772400009036,0
0,1.41,769.421199830771,0
1,1.41,1052.33439992234,0
1,2,689.964900054559,2
0,1,-102.56,1
1,1,554.438899998143,1
1,10.58,504.184399992749,2
0,8,490.84969985351,1
1,8,772.309999941438,0
1,14,800.930399941802,0
1,5.66,532.215700047612,1
0,14,1066.62089985847,1
1,14,541.051300038174,2
1,1.41,1071.48900002293,1
1,2.83,686.925099958256,1
1,2,568.26539992407,0
1,1.41,574.600199964419,1
1,0.5,796.466799947023,1
1,4,648.544400027543,0
1,5.66,553.746599965319,1
1,14,652.29650007613,2
1,4,628.728600014523,0
1,0.71,1012.81460004911,0
1,2.83,566.182300011218,1
1,0.71,707.659500213862,1
1,1.41,928.250100026429,2
1,10.58,605.826300131679,1
1,10.58,717.757500038073,0
1,1,821.490600035116,0
1,14,531.911900062636,1
1,4,585.352099994719,2
1,10.58,554.661599947661,2
0,1,723.945299890414,0
1,1,932.935499847457,0
1,1.41,609.579899842441,1
1,2,869.756900035366,0
1,8,547.219099971056,2
1,8,990.051900065094,0
0,0.71,-102.56,2
1,0.71,734.320099959672,1
1,1,699.411599925309,0
1,10.58,550.543200020269,2
0,0.5,1033.49580013245,0
0,0.5,814.019100070521,2
1,0.5,723.935600165799,2
1,2.83,652.77779989928,2
1,14,654.920900036171,0
1,5.66,489.882400055006,1
1,5.66,704.545999905616,0
1,10.58,428.128300030306,2
0,0.71,761.272299830392,2
1,0.71,758.806899916902,1
1,10.58,524.127299925834,2
1,2.83,713.280100171045,0
1,2.83,561.162699973732,1
1,5.66,587.689100094661,2
1,14,552.821199903786,1
1,8,604.355399990976,1
1,0.5,845.151899876595,2
1,1,513.064400088564,2
1,0.71,752.070900081247,2
1,8,582.758400152028,2
1,0.5,679.268799983487,2
1,10.58,623.49219995603,1
1,0.5,1000.12660006113,2
1,1.41,655.536100063995,1
1,10.58,536.558400169537,2
1,5.66,727.209400181249,2
1,4,565.29389999859,1
1,10.58,668.276400100961,0
0,1.41,-102.56,1
1,1.41,683.805400068462,2
1,14,534.439299982563,2
1,2.83,353.617100073546,1
