Var1,Var2,Var3,Var4
1,5.66,555.102499999788,0
1,8,515.576499999309,1
1,4,518.738500000194,2
1,1,594.647600000184,1
1,10.58,470.917899999489,0
1,2.83,530.760599999934,2
1,2,531.373900000557,0
1,14,454.812799999939,1
1,1.41,472.821900000139,1
1,1.41,716.470399999974,2
0,2.83,466.467700001243,1
1,2.83,401.944200000156,1
1,0.71,504.573600000452,1
1,10.58,724.889200000046,2
1,2.83,642.838600000044,2
0,0.71,805.806999999998,2
0,0.71,660.578300000719,0
0,0.71,-102.56,2
0,0.71,613.099600000436,0
1,0.71,693.904100001685,0
0,4,649.562400001099,2
1,4,552.819300000277,2
1,5.66,550.693000000404,1
1,0.71,741.185799998942,1
0,1,795.929300001529,0
1,1,720.770299999725,0
1,10.58,495.252299998623,0
1,5.66,463.199099999923,1
1,14,685.818600000215,2
1,10.58,487.970900000886,1
1,10.58,450.215699999984,1
1,1.41,869.96970000045,2
1,0.5,458.858400000548,2
1,4,790.964900000557,2
1,1.41,726.214599998724,2
1,0.5,644.315999999247,0
1,10.58,804.394800000676,2
1,0.5,677.290700000679,2
1,8,643.145299999827,0
1,1,505.799900001233,1
1,5.66,392.00040000041,1
1,2,586.371600001524,2
1,14,527.707900000035,0
1,14,352.684099999618,1
1,2.83,553.518199999683,0
1,14,501.447600000841,1
1,5.66,557.934100000506,2
1,2.83,564.205299998588,1
1,2.83,520.248999998597,1
1,2,611.208000001437,2
1,2,557.661899999669,2
1,2,493.609599999484,2
1,1.41,518.946499999669,2
1,5.66,546.980099999285,2
1,1,534.133600001308,0
1,14,452.041300000286,0
0,2,554.358599999699,2
1,2,732.349600000174,0
1,1.41,547.943999999273,0
0,5.66,583.44829999923,2
1,5.66,723.751099999657,1
1,5.66,469.918600000977,0
1,4,478.688200000118,0
1,8,616.459100000878,1
1,10.58,432.799600000447,2
0,0.5,695.137899999548,0
0,0.5,778.097100000462,1
0,0.5,638.026599999006,0
0,0.5,755.230600000953,1
0,0.5,878.685400000262,0
0,0.5,888.901199999321,1
0,0.5,694.252800001135,2
1,0.5,1182.31169999971,2
1,2.83,671.12209999986,1
1,4,573.407799999853,1
0,1,837.672700000706,2
0,1,714.221900000933,1
0,1,843.107100000719,2
1,1,587.302900000662,0
1,1.41,933.906800000198,2
1,2.83,810.636800000151,2
0,0.71,1113.63500000088,2
1,0.71,673.831100000183,0
0,0.71,678.278499998936,1
0,0.71,777.774299999959,1
0,0.71,-102.56,0
1,0.71,680.548300000095,0
0,10.58,739.082600000341,1
1,10.58,598.539399999293,0
0,4,1085.50949999998,1
1,4,755.621900001,2
1,4,614.941199998878,1
1,2.83,683.968599999656,1
0,0.5,1087.77010000021,0
1,0.5,668.795499999118,2
1,2,852.644199999571,2
1,2,716.369299999581,1
0,0.5,866.493299999359,0
0,0.5,903.777599999824,1
1,0.5,997.995900000472,0
1,8,527.689200001344,0
0,0.71,643.491199999783,1
1,0.71,808.364899999372,2
1,1.41,587.805500000553,0
1,2.83,597.183700000909,1
0,1.41,560.207800000438,1
1,1.41,800.685499999684,2
1,4,493.094199998535,0
1,0.71,670.7857000013,0
1,1,571.040099999021,0
1,4,831.086800000133,1
0,0.5,790.834300001091,0
0,0.5,610.466499999614,2
0,0.5,798.332999999996,1
0,0.5,1108.61109999977,1
0,0.5,821.141899999287,1
0,0.5,908.027799999485,0
0,0.5,799.945100000781,2
0,0.5,783.443800000253,0
0,0.5,-102.56,1
1,0.5,668.86989999993,0
1,0.71,578.08620000041,0
1,4,831.489999999843,2
1,4,585.232699998681,1
1,0.5,1006.29919999964,0
0,1,1008.36989999997,2
1,1,1151.51910000104,1
1,8,562.812999999818,2
1,2,553.405300000389,0
1,10.58,492.313500000176,0
1,14,457.410000000249,0
1,10.58,450.841799999847,0
1,2,603.921400000484,0
1,2.83,489.447999999623,0
0,1,-102.56,1
0,1,750.428600001481,1
1,1,594.464299999612,0
1,1.41,869.98139999859,1
1,5.66,522.808299999536,0
1,1,531.984200000164,0
1,1,565.797200000173,0
1,8,436.549100000132,0
1,0.5,801.424200000195,1
1,0.5,654.744000000659,2
1,8,544.083699999913,1
1,0.71,1014.84260000079,0
1,2.83,434.97610000058,1
1,1.41,559.355200000294,2
1,8,703.016500000825,2
1,0.5,766.547700000313,0
1,1,568.001599999928,1
1,14,469.876899999957,1
1,4,482.976300000967,2
1,0.5,521.980500000876,0
0,1,361.772800000193,0
0,1,604.593100000141,0
1,1,1101.46509999985,2
1,8,624.970399999523,0
1,8,467.834799999121,0
1,0.71,672.64899999945,2
1,2.83,550.643799998664,0
1,1.41,554.819300000685,2
1,14,520.147900000023,0
1,8,480.603399998739,0
