CorrectResponse,Height,RT,Face
1,11.315,796.423986589616,2
1,14,540.730118951615,2
0,1,952.086349156161,1
1,1.415,756.156545050544,0
1,14,700.799436936904,0
1,14,761.473836624646,1
1,11.315,684.792266204568,1
1,1.415,779.941679777039,2
1,8,710.866723988147,0
1,4,665.483718909854,2
1,14,822.337676345342,2
1,2.83,730.494418004128,2
1,11.315,592.438714442324,2
1,5.655,706.976205990941,0
1,1.415,667.525233924607,2
1,4,599.392016963066,1
1,1,789.37784138725,1
1,4,629.210902052364,1
1,0.705,1173.47348027306,2
1,0.705,721.095120400605,1
1,11.315,565.20508846188,0
1,8,636.80215668046,0
1,1,766.150786756953,0
1,1,592.447589110634,2
1,1.415,975.910737221966,2
1,1.415,624.314474549465,0
1,11.315,706.817144629895,2
1,5.655,601.66154268336,0
1,0.705,964.626937962748,0
1,5.655,780.893658605237,0
1,2.83,688.449312162447,2
1,14,622.149055513546,2
1,2,491.182163828853,1
1,2.83,683.204383267366,2
1,0.705,773.417433329996,2
1,8,892.286786950535,1
1,0.705,856.395580824937,1
1,0.5,888.304791604241,2
1,2,689.391392323159,1
1,2.83,627.439723082716,0
1,2,866.523966553359,0
1,1.415,776.478511185815,0
1,8,679.934750708526,0
1,5.655,780.436271860708,1
1,8,588.282980400436,2
1,14,654.851183761821,2
1,0.705,1084.79643047212,1
1,2.83,636.759148673264,0
1,1.415,740.313214346315,1
1,0.5,883.394369432608,2
1,0.5,852.835814884202,2
1,0.5,1108.35184782536,1
1,1.415,613.216019321953,1
1,0.5,1036.82475295136,0
0,0.705,820.405388016297,1
1,0.5,1291.04337767149,2
1,2.83,769.861422056238,2
1,0.705,849.284582277505,2
1,0.5,722.14949924728,0
1,2,772.195118454874,2
1,4,863.222248656712,0
1,14,1119.11989232976,1
1,11.315,655.923311944207,2
1,2,756.578433122741,0
1,11.315,772.080089101109,2
1,14,817.007755435952,1
1,2,807.658292507767,1
1,1,842.420709106591,1
1,2,708.150734190895,2
1,1.415,619.85700178866,1
1,8,633.21952140268,2
1,1,589.43361526326,0
1,0.5,952.457378552026,2
0,0.705,789.677532105088,2
1,2,870.926825971765,2
1,4,938.744992212378,2
1,8,670.159986373619,1
1,1.415,808.055945908563,0
1,4,729.461201827689,0
1,5.655,639.843095867036,1
1,0.705,1066.75149939201,1
1,1,728.285990960103,2
1,2,649.549934856623,1
1,8,662.771825112941,2
1,4,616.289043847246,2
1,4,781.36742935385,1
1,1.415,785.517360728591,2
1,1,811.943050571244,1
1,11.315,644.905070063942,2
1,5.655,821.788812251725,2
1,1,759.819735009842,2
1,0.705,644.17325127215,0
1,2.83,728.940668405812,1
0,5.655,589.642852632096,0
1,11.315,592.369082431105,2
1,2.83,627.341760399759,1
1,0.705,917.788145969098,1
1,8,641.157570757969,2
1,0.5,788.487643902045,0
1,0.705,763.222146256339,0
1,0.705,751.888853656055,0
1,4,697.312033675189,2
1,2.83,1174.32408308468,1
1,8,676.690718155442,0
1,1,1115.14608898415,2
1,0.705,761.311703263345,2
1,4,611.850344422237,1
1,2.83,584.625593109195,2
1,1.415,685.700554359755,0
1,14,877.80196314452,2
1,1.415,651.851545915633,1
1,1.415,738.697342071646,1
1,14,694.394657176417,0
1,2.83,627.422656412818,1
1,5.655,624.333930552893,0
1,2.83,677.976179707912,2
1,2,709.791865137959,2
1,5.655,613.949203447191,1
1,5.655,868.056894814799,1
1,0.5,1548.18279222309,1
1,2,592.632250476527,0
1,11.315,1199.25439133931,0
1,14,643.25130978159,1
1,0.705,1091.79615433277,2
1,11.315,665.522972249164,2
1,5.655,658.509253719785,0
1,5.655,702.347383868073,0
1,11.315,841.486479614105,1
1,1,977.594876176227,1
1,14,752.332928398573,0
1,0.5,874.011455831351,0
1,1,690.2696431398,1
1,0.705,721.798949854019,1
1,0.705,715.527631449731,0
1,5.655,584.46687308242,1
1,5.655,604.098321766287,0
1,14,597.531408645409,0
1,2,693.976523772108,2
1,11.315,704.327458871376,1
1,5.655,749.05407983897,0
1,11.315,925.921438023579,2
1,0.705,666.457543075012,1
1,14,671.340317242539,0
1,5.655,662.345841040406,0
1,1.415,573.903628613152,2
1,2,570.960652110443,2
1,1.415,674.847176506773,0
1,11.315,693.672395719659,1
0,14,954.715981605659,0
1,2.83,699.377442027071,0
1,5.655,638.748781012509,2
1,1.415,873.852053136943,2
1,1.415,689.765493719278,2
1,11.315,732.554365022224,2
1,0.5,1156.98980812613,0
