CorrectResponse,Height,RT,Face
1,8,964.966223354168,2
1,4,940.545867186302,2
1,11.315,778.53163153577,2
1,5.655,732.641405037612,0
1,2.83,871.840575460737,2
1,2,786.871088958833,1
1,4,903.999300949181,1
1,5.655,759.402625604707,2
1,0.705,2732.03349026699,0
1,1.415,3271.49350766831,2
1,2.83,1131.5024437763,0
1,14,891.687064181497,1
1,5.655,1013.22427959076,2
1,1,2481.21488746074,0
1,14,816.494731348939,2
1,8,781.564037387398,0
1,1.415,2150.19624963315,0
1,4,1137.21773008547,1
1,2.83,796.992648020023,0
1,8,897.185262452695,2
0,0.5,1253.54210193836,0
1,2.83,997.20789285675,0
1,5.655,851.467409317593,1
1,1.415,1684.48950348557,2
1,1.415,1222.00084855467,2
1,5.655,842.17085306409,2
1,14,880.821398326589,0
0,0.5,1385.43332444715,0
0,0.705,3484.67430138408,2
1,5.655,832.322702050078,0
1,8,797.960669518943,1
1,11.315,1063.50268817096,0
1,8,1008.68966548296,2
1,0.5,1546.20442388568,0
1,5.655,996.977834151039,0
1,5.655,889.477954470749,2
1,1.415,781.603290727617,1
1,5.655,712.540622939741,2
1,2,938.897909572006,1
1,2,751.337941562269,0
1,2,766.982957565233,2
1,1,2691.62883270474,2
1,2.83,716.088442211912,1
1,4,909.529584560005,0
1,11.315,752.009685676057,1
1,4,870.778687280108,0
1,11.315,722.769019353109,1
0,0.5,3099.58504099632,1
1,0.705,1611.23116564977,1
1,4,675.164275227871,1
0,0.705,1228.16055093972,2
1,5.655,747.743018281653,0
0,1,2415.5321029175,2
1,2.83,879.146816708271,2
1,8,797.928584180227,0
1,4,767.502466987935,0
1,2,1415.46110557192,1
1,0.705,1228.62237501795,1
1,8,686.713631866041,2
1,14,1625.11660802011,2
1,14,788.404017221183,2
1,2,802.417459612116,0
0,1,815.477899174766,1
1,4,884.326209591563,0
1,2.83,833.183886196821,0
1,11.315,716.328058253566,1
1,8,738.173395315243,2
1,8,901.179545800915,0
1,5.655,797.551410782035,0
1,14,893.712195193984,1
1,11.315,793.77728747113,0
1,5.655,997.53215957935,2
1,2.83,735.887144257504,1
1,0.5,2038.07778783175,2
1,2,1107.46574634049,0
1,4,738.356008679148,2
1,1,1325.80374627105,0
0,11.315,1037.83441712403,2
1,1,1847.9520167175,0
1,1.415,1179.90556670338,0
1,2.83,788.382854550946,0
1,0.705,2237.74997124201,1
1,2,789.71746811203,2
1,4,796.192562550459,0
1,5.655,842.213178403654,2
1,0.5,1937.16700794357,1
0,0.705,1319.07196912198,2
1,4,855.518354008382,1
1,4,785.010139308724,2
1,2,946.148513476146,1
1,0.5,1338.80923115612,0
0,0.5,1393.79121387356,0
1,1.415,2690.35873115445,0
1,11.315,1111.54468037057,0
1,1.415,831.618531263302,2
0,0.5,2476.49527065551,2
1,4,812.80935472023,0
0,0.705,1902.48582869026,2
1,11.315,900.373998996656,0
1,1.415,2074.16799132443,1
0,0.5,3088.1435457095,2
1,1.415,997.286399537188,0
1,4,757.442006603924,2
1,11.315,770.453635490412,1
1,5.655,733.224743803476,1
1,1,1834.07544901547,1
1,14,710.996772009821,2
1,2,803.293662428587,0
1,1,1199.05232197107,2
1,0.705,3095.87099236251,1
1,4,855.611196690916,2
1,5.655,817.35113682771,2
1,1,1188.32592014132,0
1,1,2084.65409444761,2
1,0.5,1592.8025758385,2
1,1,2092.04430370937,1
1,8,822.497761706472,0
1,0.5,1509.34519626117,0
1,4,777.384410007471,2
1,0.5,967.368186430576,1
1,8,743.09098548747,1
1,2.83,1025.78705506767,0
1,1.415,1240.08366764156,1
1,1.415,1059.79307687176,0
1,4,822.814177759938,2
1,11.315,941.055477940608,2
1,0.705,2435.40658097572,0
1,0.705,2519.28414195845,2
1,2.83,1015.97986406068,0
1,0.705,2370.01631914882,1
1,8,718.732751996868,1
1,2,1139.74086651615,1
1,1.415,939.819509729205,0
1,11.315,771.927854409114,0
1,4,832.055096670047,1
1,11.315,706.608248594421,2
0,1,1217.54610646167,2
1,14,1130.18387288503,1
1,0.705,1370.32078853463,0
0,0.5,2094.39438411027,1
1,2,981.588818191995,0
1,1,2031.278768005,0
1,11.315,745.971839312915,2
1,4,840.124218048004,2
1,2,1015.70236001317,2
1,8,701.053388979744,0
1,2,736.516563031728,2
1,0.705,1841.56464496027,2
1,8,663.188251851352,1
1,14,712.156281540956,0
1,0.705,1050.47911261499,2
1,5.655,617.037587974664,0
1,4,749.254442539495,2
1,0.705,750.780544133704,0
1,2,1033.63123773943,2
1,4,841.994725034056,0
1,14,783.546843058502,0
1,1.415,815.328736483025,1
1,1,729.808679220696,0
1,14,669.951431671507,2
1,11.315,749.939839989565,2
1,0.5,1700.88647695138,2
1,0.5,892.712088356348,1
1,2.83,706.068941835838,2
1,0.5,915.62067893301,1
