CorrectResponse,Height,RT,Face
0,8,607.666132708232,1
1,2,727.042886092704,1
1,2.83,518.40859667459,2
1,5.655,600.058504463505,1
0,1,643.397887354013,2
1,14,625.038613287188,0
1,14,468.740218678363,1
1,1,674.097712011303,2
1,5.655,530.810245858675,2
0,1.415,579.39489181615,1
0,14,770.216381181513,1
0,0.705,702.979597507124,2
0,5.655,579.691510128555,2
0,8,655.841179155118,1
1,5.655,495.46078408946,1
1,14,746.279385778166,2
1,4,711.085571823105,0
1,1,714.257237367292,0
1,5.655,794.760607859303,2
1,11.315,649.830647668978,2
1,1.415,823.073832701198,0
1,0.5,715.350526727889,0
1,14,580.998473900536,1
0,8,573.707943943646,0
0,1.415,593.920997129089,2
0,4,881.198392595024,1
1,14,771.373841132004,0
1,8,601.081820574223,1
1,14,598.279818588367,1
1,11.315,551.321965353964,1
1,14,843.368464455807,0
1,0.705,592.110908624818,1
1,4,679.677140012359,0
1,8,647.503098449647,2
0,1,553.150485836227,0
1,5.655,784.481708139197,2
1,14,769.528595336396,1
1,1,610.809126286767,2
1,11.315,619.165980303023,1
1,11.315,613.025059639313,1
1,2,598.718431397629,2
1,8,634.856030892024,1
0,0.705,714.04185629126,1
0,0.5,605.135490398197,2
1,1,829.053644223904,0
0,0.705,545.417247074738,1
1,5.655,531.390853165021,2
1,8,536.527913694727,2
0,2.83,583.92779306746,2
1,5.655,586.051907863293,2
1,0.705,1001.27078248192,0
1,5.655,728.421529779098,1
1,1,679.107455359599,2
1,2,767.672085554295,2
1,0.705,731.221825100192,1
1,5.655,686.569675778173,2
1,2.83,716.671143816939,1
1,2.83,596.146829136387,1
0,5.655,548.967792166422,2
1,5.655,678.976042183194,1
1,2,632.333239239188,0
0,2,818.003673424982,2
0,8,689.467592316078,1
1,2.83,613.941538544623,2
0,0.5,716.10896848847,2
1,1.415,654.663580561873,0
1,0.5,904.198087784607,1
0,11.315,897.655418267732,2
1,1,702.284985003416,2
1,14,800.35266517848,2
1,5.655,516.277313887258,2
1,4,583.651996063736,0
1,1,668.081377865519,0
1,2.83,715.39865467048,2
1,1,676.134786911007,2
1,5.655,532.651736991966,2
0,0.705,535.00659284532,2
1,8,568.23740114578,2
0,1,877.244391985414,0
1,1,640.81945843418,0
1,2.83,670.283999234016,2
1,2,784.824065063503,2
1,14,655.791003214972,1
1,1,807.72545637069,2
0,0.5,1028.3654487796,2
0,14,975.54349588404,2
1,2,745.474522739642,0
1,0.5,764.67961979597,0
1,5.655,711.613955191751,0
1,1,913.193575704781,0
1,2.83,629.785871615695,2
1,14,755.049252634535,1
1,11.315,587.588247361282,1
1,2,668.247607000012,0
1,2,613.674274863797,1
1,2.83,579.780939355032,0
1,14,594.582841671581,0
1,8,480.970177401105,1
1,8,643.234730215454,0
1,2,770.966972284668,2
1,14,580.469066532942,1
1,11.315,602.473776244778,2
0,2.83,571.803988884767,1
1,14,577.963341526583,0
1,0.705,671.722376182288,2
1,14,680.204158049492,0
1,8,423.386288861366,2
1,5.655,688.103967278494,2
1,8,681.752102866994,2
0,2,732.450282299396,0
1,11.315,627.446717076964,1
1,8,899.05181126619,1
1,5.655,578.641911382419,1
1,14,700.183739513932,1
1,4,584.565061639523,2
1,2,675.495811674409,0
1,0.705,564.847965194986,2
1,2,649.825186342014,0
0,0.5,700.717584209542,2
1,2.83,931.976443932172,0
1,0.705,653.323507495998,0
1,1,1118.11416289311,0
1,4,652.382111287579,0
1,14,823.175549913003,1
1,14,541.871139311297,1
1,4,689.264499225374,2
0,1,605.439276701873,2
1,4,707.295069684733,2
1,2,612.997070339588,1
0,0.705,764.288793596506,1
1,5.655,525.727115931431,1
0,2,518.335551428436,0
1,0.705,771.36769713934,0
1,5.655,425.17111872894,2
1,2,441.344155407478,0
1,14,481.748075138285,0
1,0.705,694.215191977491,1
1,1.415,651.317152559614,1
1,2.83,742.308318522191,1
1,8,513.187909578164,0
1,1.415,715.131390989654,0
1,8,585.189018227538,2
1,11.315,542.271864165969,2
1,8,705.719476900413,2
0,0.5,641.77211862966,2
1,4,644.629416549378,2
1,8,556.435132578827,2
1,2,902.519753789875,1
0,14,544.352971013041,1
1,0.705,1306.48010319192,0
1,1.415,894.090537193279,0
1,8,696.955071370894,0
1,1,971.855052290493,2
1,2,724.156916207221,2
1,11.315,673.85980296217,0
0,14,563.965960915311,2
1,2,603.126404798331,1
1,0.705,662.967186641708,1
1,2,635.122953239716,1
1,1,675.151406752548,0
1,11.315,660.677184044289,2
1,2,557.113019768849,1
1,2.83,729.896429350447,2
1,5.655,640.309165710505,0
1,11.315,644.991570783304,2
1,5.655,674.290223781327,1
1,4,613.935053218938,2
1,14,495.617455902448,2
0,1,784.947627582596,1
1,0.705,859.318952067042,1
1,8,488.461411118124,0
1,1,652.662345619547,0
1,2,442.009413279266,1
0,0.5,801.711852888275,2
1,1.415,684.468088955555,2
1,11.315,595.261070194738,0
1,2.83,596.563596638589,1
1,1,713.17623599225,2
1,4,680.557437627613,2
1,2,756.018638142905,2
1,0.705,963.468502309752,0
1,14,592.249489792721,0
1,14,647.252560082507,1
0,8,579.592523580232,0
1,2.83,657.873816726806,0
1,11.315,642.427819179375,2
