CorrectResponse,Height,RT,Face
1,11.315,763.204917933763,1
1,4,667.273785407815,0
1,14,792.067747897818,1
1,0.5,1141.86303305542,0
0,0.5,1053.59620573654,1
1,8,815.893517563381,2
1,0.705,1121.47688232835,2
1,0.705,1078.18178404887,1
1,1.415,1005.02716162191,1
1,11.315,779.3247396894,1
1,2.83,774.900373249693,1
1,0.705,1109.68107492772,1
1,4,856.048346495299,2
1,5.655,769.855803609971,0
1,8,708.473777898689,1
1,4,807.484763719913,1
1,1.415,1033.61180468164,1
1,0.5,898.715732237179,2
1,1.415,749.131391259652,2
1,5.655,643.101220779499,1
1,2.83,761.46343378241,1
0,0.705,837.693130830303,1
1,11.315,781.550576257359,0
1,14,730.390127266219,1
1,1,843.013156703819,1
1,1,1083.60762334451,1
1,11.315,823.150270420228,2
1,11.315,670.016742413281,1
1,0.5,1111.92602617666,1
1,5.655,715.439714509557,1
1,1.415,723.980905795543,0
1,2.83,720.602385579696,0
1,8,826.429121219917,0
1,2,686.712735327092,0
1,1,792.76338582531,0
1,14,692.364537484536,2
1,0.5,1069.86041161508,0
1,8,711.527007169934,1
1,2.83,682.73619860156,0
1,1,885.407134215711,0
1,0.705,938.961355914216,1
1,0.705,1199.04972718905,0
1,1.415,766.291939236908,0
1,11.315,799.943338617595,0
1,8,1150.03490136405,1
1,0.5,1744.48959529764,1
1,11.315,663.851233153764,1
1,2.83,891.182157809453,1
1,1.415,753.720280506968,1
0,2.83,707.212208821147,0
1,0.705,1387.66078946901,1
1,0.5,1111.9447995261,2
1,2,805.311492533292,2
0,0.705,1034.85596574319,2
0,0.5,1124.82468251619,0
0,0.5,815.563106612899,2
0,2,751.122048957768,1
1,1,2133.67921807367,0
1,2.83,765.399010473629,2
1,4,750.178261485416,0
1,8,1470.41951609208,1
1,0.705,1124.80863983546,1
1,1,990.052514178387,0
1,2,692.251897387905,0
1,2,827.764418358129,2
1,14,1457.78607597822,2
1,4,983.93957029657,0
1,2,635.899081300522,0
1,0.705,1238.08668850143,1
1,11.315,836.467401786649,0
1,11.315,663.161397898875,2
1,1.415,815.281847706501,1
1,14,628.1846000511,0
0,5.655,728.395032230765,2
1,14,600.219136185842,0
1,4,602.31321797437,0
1,0.5,2282.28734488584,0
1,2.83,971.663165153586,2
1,1.415,900.488619083262,0
0,0.5,754.725508031697,2
1,1.415,822.003389443125,1
1,8,747.104210862744,0
1,8,953.61890442291,0
1,4,755.25628181822,1
1,5.655,700.973312830683,1
1,11.315,564.005345284386,2
1,0.705,664.583052444868,2
1,8,656.316976057497,1
1,5.655,541.330893935083,0
1,0.705,1014.23054014413,2
1,14,591.441059363206,2
1,8,693.456463748589,0
1,1,774.730730438023,0
1,11.315,702.756098351529,2
1,0.705,1086.38607904868,0
1,1,870.42292942715,1
1,2.83,894.118650981909,1
1,4,844.161744351368,1
1,1.415,1362.93321636913,1
1,11.315,770.823143102461,1
1,1.415,759.756765659404,0
1,1,736.643359268783,0
1,2.83,752.661804937816,1
1,11.315,627.987309215314,0
1,8,664.1178147147,1
1,1.415,1002.90065314221,0
1,14,655.831940975986,0
1,1,947.56671792311,1
1,0.705,1072.53237122677,1
1,4,780.49995136098,0
1,1,809.833480390807,0
1,14,623.744532262208,1
1,14,587.607200091952,0
1,14,780.065774988543,2
1,2,830.357188571725,1
1,0.705,708.364892470854,0
1,2.83,579.983854919192,2
1,5.655,642.421966866095,2
1,2,503.834371273115,0
0,2.83,661.238324257283,1
1,1,882.88706806452,2
1,0.5,860.624947732504,2
1,1,732.036038003571,0
1,11.315,731.234245320593,2
1,11.315,888.506784858691,2
1,0.705,933.690482081147,0
1,8,786.129225496552,0
1,1,797.977939608245,0
1,14,690.220279655477,0
1,2.83,751.508779954747,2
1,0.5,1156.59738163049,1
1,8,720.060689120146,1
1,4,644.92121166586,2
1,14,744.524752661164,1
1,1,825.873088744629,2
1,5.655,771.677501164959,1
1,5.655,708.839687542422,0
1,1.415,664.055691993781,0
1,5.655,666.629006191215,0
1,5.655,677.79505305225,2
1,1.415,736.322505663338,2
1,2,642.799823188398,1
1,2,677.007255046192,2
1,2.83,738.165024566115,2
0,0.705,775.937003465515,0
1,8,679.407171761341,0
1,11.315,747.886547529561,1
1,0.5,1173.91562574085,2
1,5.655,690.221303655562,0
1,1.415,750.397056337533,0
1,8,591.094605733815,0
1,8,983.554887299761,2
1,0.5,766.232888518061,1
1,11.315,692.401060183329,1
1,14,633.052017537921,1
1,5.655,749.773098474179,1
1,5.655,619.021840231653,2
1,11.315,649.364351456825,2
1,11.315,721.061820639079,0
1,1.415,868.683151944424,2
1,14,712.743178874007,2
