CorrectResponse,Height,RT,Face
1,8,588.601103121619,0
1,11.315,600.874086549084,0
1,0.705,1001.72578162801,0
1,14,722.824315362232,0
1,0.5,1089.28394057057,2
1,2,543.773788804174,0
1,8,582.380984727024,0
1,2.83,642.288408284003,1
1,5.655,642.42562430718,2
1,1.415,611.748285738031,1
1,2.83,588.066233696736,0
1,5.655,480.254716630043,2
1,2,603.464124325001,2
1,2,856.972092922661,1
1,1,805.344734778373,2
1,1,914.100380006857,2
1,1.415,669.807047647737,2
1,1,682.657567173919,2
1,14,566.907659419485,1
1,2.83,624.266005207573,1
1,1,602.139750764763,0
1,1,499.927125320937,0
1,1,746.356522045062,1
1,1,583.184142196842,1
0,5.655,659.978352636244,2
1,4,776.912687259937,1
1,1.415,968.882682689582,1
0,14,471.345573776489,1
1,8,539.770972121005,2
1,4,597.455632632773,0
1,2.83,621.262612695318,0
1,0.5,1016.31676011766,1
0,0.5,752.506667095076,0
1,8,744.764543106612,1
1,0.5,868.632382913347,2
1,2.83,617.983422803263,2
1,11.315,724.210811598823,0
1,1,925.687965984253,0
1,11.315,568.597942374254,0
1,2.83,543.53861009713,2
0,8,661.447792886975,1
1,4,483.037607771621,1
1,1.415,586.808761481734,2
1,4,660.21182467648,2
1,2.83,595.891643032701,2
1,14,510.399233775388,1
0,0.705,808.703796685222,1
1,2,657.272602841658,1
1,1.415,667.775772633831,0
1,0.705,704.636024257525,0
1,0.705,709.239246376455,1
1,1,744.804479113554,1
1,2,739.249619498878,0
1,1.415,694.511051862719,1
1,2.83,724.631334337573,1
1,11.315,657.818053600749,2
1,0.705,832.284131376582,2
1,0.705,854.272487129492,0
1,4,603.727292369513,0
1,11.315,769.486296659124,1
1,0.5,1131.44032109903,0
0,0.705,1365.35097435353,0
1,2.83,532.999600298353,0
1,14,753.568213942344,0
0,5.655,750.815018805042,2
1,0.5,1584.07433968205,0
1,14,995.0946978297,0
0,0.5,1581.75975795348,0
1,14,877.386560407103,2
0,1,874.829973304259,0
1,2,2164.11753200919,1
1,5.655,680.408521456229,2
1,0.705,1112.93288327397,0
1,5.655,507.363755922597,0
1,11.315,779.744389076768,2
1,1,952.083277155907,0
1,1,1126.42237890941,2
1,2.83,1420.27936772774,1
1,11.315,586.513166765144,1
0,0.5,1638.16612491337,2
0,8,568.179467635673,1
1,0.705,872.114324841277,0
1,2,514.188375755111,1
0,2.83,586.390969410786,2
1,4,676.424478109766,0
1,11.315,746.15240467665,2
1,1.415,752.158507035347,0
1,0.705,1034.27123784968,1
0,2,634.249665577954,1
1,14,657.670938909177,1
1,11.315,648.671684039982,1
1,11.315,821.320844172078,1
1,2,642.364184296639,2
1,5.655,743.702996258435,2
1,11.315,657.448389537421,1
1,0.705,781.179354654341,0
1,1,1274.26786547494,2
1,0.5,1258.95906286223,2
1,2,795.870343828028,2
1,1,1081.04858983188,0
1,0.5,887.213207418426,2
1,1,835.819321313465,0
0,0.705,741.513001217754,1
0,5.655,795.420466418364,2
1,14,559.593908837996,2
1,1.415,537.038256988126,2
1,14,467.965349199403,2
0,0.5,1025.91368975573,0
1,2.83,791.220700368285,1
1,2,762.492716798988,0
1,11.315,1125.08913068177,2
1,1.415,1075.51284488727,2
1,5.655,606.491068841024,2
1,11.315,692.227190140329,2
1,2,886.387863277378,2
0,1,611.160168305105,0
0,11.315,668.520562094272,0
0,4,1093.2898292549,2
1,14,657.640560237269,2
1,0.5,1078.08649866001,2
1,5.655,503.574955277145,2
1,14,410.183408671401,1
1,0.705,656.280688004699,2
1,4,681.076169570588,1
0,0.5,1042.74313262795,2
1,2,585.744142634212,0
1,4,418.016668674682,2
1,1.415,708.019320835774,2
1,0.5,660.425158045655,2
1,1,795.734493139207,0
1,4,645.777176879164,1
1,2.83,611.118525630445,2
1,14,559.240287443572,2
1,4,528.556463539644,1
1,2.83,658.36998969553,1
0,0.5,821.08703079939,0
0,14,170.085405028658,2
1,11.315,616.795923932841,0
0,4,662.090182330758,0
0,14,519.634691350802,0
1,8,528.465327524827,2
1,0.705,671.01434385313,0
1,8,777.164591302608,2
1,1,619.438185717627,2
1,0.5,767.101741585066,2
1,11.315,604.943804577488,0
1,11.315,598.617190163168,1
1,1.415,694.083019790014,2
1,5.655,779.182212981141,1
1,2,800.943240694323,1
1,2.83,634.864748350083,1
1,2,710.467705252995,1
1,1,642.740333693837,0
1,1,524.424964168247,0
1,14,419.430812916289,2
1,14,652.993306111057,1
1,2.83,624.849002640985,1
0,2,458.356814226136,2
1,0.5,700.91002895515,1
1,14,681.124638911569,0
1,1,774.383748161199,1
1,2,556.272052270288,2
1,2,472.264784600156,1
1,0.5,730.180391284193,0
1,0.5,523.123801279326,2
0,0.5,478.311505632519,1
1,11.315,788.23471585838,0
1,2.83,666.46368707643,1
1,8,566.728118054925,0
0,11.315,611.339027002032,1
1,1.415,700.718882256297,0
1,0.5,683.412937968569,0
1,1.415,739.63771556555,0
1,11.315,699.533090054501,2
1,2.83,780.859183933899,0
1,8,493.775614937476,0
1,1,677.113971560175,2
