CorrectResponse,Height,RT,Face
1,0.705,1281.14120001828,0
1,0.705,1173.06552779701,1
1,0.705,612.441666143241,1
0,0.5,909.643620753741,1
1,8,751.593343728018,1
1,1,879.616191212335,0
1,2.83,751.27214911663,0
1,1,703.238365314064,1
1,11.315,942.550196471529,2
1,2,727.635843816643,2
1,1,836.824603848981,2
1,2,688.016949245139,1
1,2,955.795292877156,1
1,1,713.982512813345,2
1,8,764.78928814322,2
1,0.5,858.113218881954,2
1,11.315,714.101979459883,2
1,1.415,611.499244970219,1
1,0.705,882.032489466837,0
1,8,604.258200873119,1
1,11.315,564.783007610458,2
1,0.5,924.701196850947,2
0,2,586.520475901125,1
1,0.705,924.291596920739,0
1,4,691.510836648376,0
1,14,678.173238924501,0
1,5.655,582.793116535868,2
1,0.705,1502.4866129088,0
0,0.705,899.186193205423,1
1,5.655,602.030318586912,1
1,5.655,614.179393846825,2
1,0.5,1170.45705890905,0
1,4,610.517570471529,0
1,2.83,630.927934988904,0
1,0.705,912.92758819327,2
1,2,624.560021407888,2
1,0.5,893.758652798169,2
1,5.655,751.181013131827,0
1,1,727.687385141508,0
1,2.83,568.920649570828,1
1,0.5,904.821264243765,1
1,11.315,711.002673322582,0
1,2,754.203177949421,2
1,0.5,1080.10887166165,2
1,1,669.699640371618,2
1,8,625.791551864495,2
1,1,785.693220575013,0
1,5.655,747.037909839491,0
1,5.655,897.283942864306,2
1,1,713.011078312775,2
1,4,620.872939371111,1
1,11.315,660.684345909431,1
1,1,758.380073236367,2
1,2.83,894.451218013273,0
1,1.415,701.496200278598,2
1,1.415,595.119002433421,0
1,11.315,611.897239568862,0
1,2,665.61900106808,2
1,8,523.659515962208,0
1,8,675.979489965357,1
1,2.83,600.901870779126,2
1,0.5,2173.24097310029,2
1,0.5,955.202396979075,0
1,11.315,986.244269014605,1
1,14,646.399207013928,1
1,4,562.234613378678,0
1,14,625.297983949167,0
1,14,670.120845633392,0
1,0.5,1395.94318575928,2
1,4,666.694200884194,1
1,4,947.024051708468,2
1,14,689.332106353504,0
1,0.5,1485.98861039136,2
1,1,1558.10140875019,2
1,1.415,743.20883315886,2
1,5.655,667.773838033099,1
1,14,2205.79085554527,2
1,14,621.389376616207,1
1,14,999.246677461997,0
1,14,697.342174320511,2
1,4,653.505424468676,2
0,1,764.789970809943,0
1,2,684.3104112113,1
1,1.415,1886.76439265873,2
1,5.655,613.21307934486,2
1,0.705,849.690820319665,2
1,8,3221.54236219012,0
1,14,650.656998287559,0
1,11.315,554.696267999134,1
1,8,619.809686219014,0
1,4,1821.42193981053,2
1,14,591.802266998457,2
1,4,690.007604905077,2
1,8,626.100799811866,0
1,1,1030.06088020356,1
1,4,632.208617435936,0
1,0.705,2427.13865776841,0
1,11.315,728.326019699125,1
1,14,780.405285478082,1
1,11.315,579.096135834334,1
1,0.5,1810.46241101376,0
1,1,2134.13988110733,2
1,4,806.982859608979,1
1,14,792.377550101264,0
1,5.655,1420.6345522125,2
1,2.83,584.724721540624,1
1,8,654.409274980935,2
1,0.5,1331.94661001471,1
1,8,758.207017265704,0
1,0.5,5853.833923612,0
1,4,708.210908465844,1
1,14,767.737383639542,2
1,0.5,1735.23631185253,0
1,2,644.859111277583,2
1,0.705,1004.83908184106,2
1,11.315,885.445139550939,2
1,14,918.123704640493,2
1,1,730.295512697012,1
1,5.655,659.665124750973,2
1,1,695.988105218021,1
1,1.415,934.047925922641,0
1,0.5,1775.03713706028,2
1,1,884.79353432831,2
1,14,798.052557131996,1
1,8,893.745340800706,0
1,1.415,638.572435017522,1
1,8,545.033122981295,2
0,11.315,528.848464409748,0
1,1.415,634.016659793815,0
1,11.315,733.525208144783,0
1,8,633.540841208742,2
1,14,476.455513351539,2
1,4,822.823795571821,1
1,0.705,2292.88306468152,1
1,5.655,692.124553877875,2
1,11.315,952.558088098158,0
1,1,2769.23788471686,2
1,11.315,645.446204509426,0
1,2.83,735.546925132439,2
1,0.705,1478.34137969767,0
0,0.705,909.636794089238,1
1,0.705,847.133892755664,0
1,11.315,1178.28895090679,2
1,1.415,2762.21426991469,0
1,11.315,637.471635203838,2
1,1.415,932.52967551598,2
1,1.415,818.849310917358,0
1,2.83,933.124619412411,0
0,2.83,1011.75449399489,1
1,14,609.706903944243,0
1,11.315,589.865883330276,0
1,2.83,749.045632162961,1
0,4,977.655982480428,2
1,0.5,989.070508532677,0
1,1,1391.65672248964,1
1,8,968.369328064,1
1,14,1042.53627007347,2
1,1.415,6826.3511336354,1
