Var1,Var2,Var3,Var4
1,8,581.484699999504,2
1,0.71,790.011400001543,2
1,4,658.189799999758,1
1,5.66,553.586699999226,1
1,1,683.166899999645,1
1,4,699.628699999533,0
1,4,580.203499999055,0
1,1.41,595.722700001073,1
1,14,880.65660000147,0
1,5.66,608.882100000568,2
0,0.5,-102.56,2
1,0.5,737.38900000107,1
1,8,640.633599999358,2
1,2,875.38100000101,0
1,2.83,632.216199999033,0
1,5.66,519.224900000421,0
1,2,605.677999999255,2
0,8,543.805599999626,2
1,8,593.082299999236,0
1,8,623.623400000082,0
1,5.66,576.185699999126,1
1,10.58,657.404400000172,2
1,14,624.476700000099,0
1,2.83,698.622699999117,2
1,4,595.906899999403,0
1,14,561.97509999883,1
1,2,582.325800001212,1
1,4,571.497199999879,0
1,4,681.225600000556,2
1,8,870.36650000054,0
0,0.5,1098.41000000169,1
1,0.5,836.58980000045,1
1,2.83,593.860599999328,0
1,1,547.160400000661,0
1,14,635.877300000442,2
1,0.71,773.25020000107,0
1,2,586.473099999506,0
1,14,584.322900001365,0
1,2.83,517.416599999063,0
1,2,576.72000000029,1
1,10.58,644.508000000581,2
1,10.58,587.581200000653,1
1,1,638.730199999639,2
1,0.71,606.983999999369,0
1,1.41,565.287900000197,1
1,10.58,555.195799998995,1
1,10.58,540.600200001148,2
0,0.5,827.939100000816,2
1,0.5,724.484899999237,2
1,2,657.419000000385,1
1,5.66,578.939700000131,1
1,1,666.602900000083,0
1,1.41,613.809499999928,0
1,2,674.210000000397,2
0,0.5,-102.56,2
0,0.5,671.064999999811,1
1,0.5,832.141000000132,2
1,1.41,719.650300000734,1
1,8,556.667799998917,1
1,10.58,529.557799999833,1
0,14,935.022699998893,2
0,14,-102.56,2
1,14,638.451899999649,0
0,1.41,1094.28670000061,2
0,1.41,1022.30290000015,1
0,1.41,1100.17290000114,2
0,1.41,-102.56,2
1,1.41,1124.20400000091,1
1,10.58,579.628200000383,1
1,8,564.893000000023,0
1,5.66,654.475500000711,0
0,0.5,995.768699999911,2
1,0.5,944.514800000701,2
0,14,663.756699999152,2
1,14,1018.94610000026,2
1,0.71,779.469100001091,0
1,1,1136.76509999941,1
1,4,764.936500000925,1
1,0.5,837.702399999483,2
1,0.71,789.254699998577,1
0,0.71,1121.80269999889,2
0,0.71,1163.89009999993,2
1,0.71,737.581099999528,0
1,2.83,964.016400000486,2
1,0.5,926.421600000407,0
1,0.71,986.193400001224,2
1,2,734.312199999561,0
1,0.5,1150.1084000004,1
1,4,794.957600000356,1
1,2,696.476100001104,1
1,0.5,811.094800000586,2
1,8,660.146099998468,0
1,1.41,653.963500000185,0
1,10.58,532.710999999193,0
1,4,720.341499999716,2
1,14,524.318099999885,2
1,14,599.662800000527,0
1,8,615.417900001642,1
1,5.66,629.457299998915,2
1,0.5,833.900599999919,1
1,5.66,566.717200000579,0
1,14,679.399600000846,2
0,2,749.481000000099,2
1,2,622.323699998827,0
1,1,690.468199999753,0
1,1.41,838.016999999394,2
1,0.71,724.545599999413,0
1,1,789.219300000053,1
1,2,713.50020000072,2
1,2.83,708.409100000875,1
1,5.66,580.667199999237,0
1,0.71,699.275399999618,1
1,14,731.760399999342,2
1,10.58,563.17040000003,2
1,14,691.384400000328,1
0,2,549.988899999601,2
1,2,701.044099999575,1
0,5.66,530.781400000063,2
1,5.66,862.654199999537,1
1,2,507.840600000503,2
1,2.83,569.496100000191,0
1,4,527.188899998958,1
1,14,818.868300000116,0
1,4,668.5477999993,2
1,5.66,515.803400000817,2
1,4,582.905300000942,2
1,5.66,555.966799999891,1
0,1.41,640.256299998594,0
1,1.41,686.612200000394,2
1,0.5,737.027299999039,1
1,0.71,808.741199999798,2
1,1.41,635.366300000254,2
1,2.83,751.503500000848,0
1,1,616.698299999638,2
1,5.66,594.389099999984,2
1,1,641.151799999801,2
1,8,560.695100000242,2
1,10.58,532.526899999806,1
0,2.83,643.951999999711,0
1,2.83,606.833000001001,1
1,8,969.341600000274,0
1,2.83,765.523400000614,2
1,1,689.615299999144,2
0,0.5,833.108699999951,0
1,0.5,678.668899999405,0
1,8,853.786599999961,2
1,5.66,625.106500000851,0
1,1,800.96779999921,2
1,2,587.098100000088,0
1,10.58,602.977699999695,0
1,0.71,812.747999999641,2
1,8,535.108400000621,0
1,4,514.61310000131,1
1,1.41,496.393400000028,1
1,1.41,561.328600000064,1
0,0.71,623.914699999017,0
1,0.71,738.727700000976,2
1,10.58,744.056500000891,2
1,0.5,955.776300000519,0
1,1,668.042499998859,0
1,1.41,611.419000000109,1
1,4,508.530399999739,1
0,0.5,789.197400000643,2
1,0.5,578.592199998905,1
1,1,592.263200001338,1
1,10.58,707.263499999766,0
1,1.41,590.157500000072,0
1,14,820.55250000057,2
1,2.83,609.05199999915,1
1,2.83,551.418899999856,0
1,0.71,631.877199998865,1
1,0.71,860.105899998683,2
1,10.58,537.579200000704,1
1,2.83,760.552600000022,2
