Correct Response,Rotation (deg),Reaction Time (ms),Word
1,-90,619.6713998764753,0
1,180,521.3146998398006,1
1,-120,701.532100033015,0
1,0,785.388800021261,2
1,-30,860.0986999776214,2
1,120,809.1031999178231,0
1,-120,566.5876000970602,0
1,-90,591.8551000617445,0
1,-150,615.11819989793,1
0,0,602.9462999980897,1
1,0,449.27039992436767,1
1,30,617.3760000932962,2
1,-120,938.4258000031114,2
0,30,737.1275000590831,2
0,30,548.7830999158323,1
1,30,609.6636999249458,2
1,-60,677.1196999438107,1
1,-60,601.4195000138134,2
0,-30,735.5034001488239,1
1,-30,455.37149993143976,1
0,150,743.2153999656439,1
1,150,515.9807998538017,1
1,-60,664.0434001423419,1
0,-90,-109.0,2
1,-90,694.4570999443531,0
1,90,945.9904000945389,0
1,90,609.3032999746501,2
1,30,694.7191000767052,1
1,-90,688.931500012055,2
1,-150,703.4460999388248,0
1,-150,652.4232001360506,2
1,120,947.7878999281675,1
1,120,673.6950000599027,2
1,120,728.9381999839097,1
1,-60,662.8885999638587,0
1,0,711.2504999935627,1
1,30,642.2666000984609,0
1,90,576.7680999673903,2
1,-120,1009.1873998139054,5
1,120,758.0483001042157,5
0,-60,545.4365999288857,3
1,-60,717.2293001171201,4
1,150,565.0013000089675,3
0,-30,713.9877999983728,3
1,-30,572.1295000370592,3
1,-120,630.1808000393212,3
1,60,561.7328001502901,3
1,-120,533.9232999216765,3
1,180,689.2408998068422,4
1,120,739.2943999115378,3
1,180,657.1312001291662,5
1,60,966.2447000704706,4
1,-150,806.302500128746,3
1,180,600.8516998812556,3
1,-60,700.6379002090544,3
1,30,569.3937001600862,3
1,-30,840.7567999642342,4
1,60,563.7695998270065,5
1,60,508.1244999859482,5
1,180,610.7547999676317,5
0,150,887.2573000229895,3
1,150,509.74939990229905,5
1,0,491.5172999575734,5
0,90,852.4749001339078,3
1,90,537.4386999141425,3
1,90,543.4291001260281,5
1,-90,710.4480000529438,4
1,180,420.92430003359914,5
1,60,640.2511998862028,4
1,-150,718.8492998797446,3
1,150,693.9654999263585,3
1,150,584.2559001725167,3
1,-90,734.1253000162542,4
1,150,664.4010999556631,5
1,90,631.9318999852985,7
0,180,610.6029999759048,7
1,180,725.2071999795735,6
1,60,595.6062999870628,6
0,30,642.6800998710096,6
1,30,383.91599984280765,6
1,-30,676.9235000796616,7
1,120,574.0134999472648,8
1,0,660.5735001470894,7
1,-60,608.9896999150515,6
1,90,853.8852000460029,6
1,120,631.1320999488235,8
1,180,669.1307999975979,8
1,-30,605.48910003528,6
1,-60,587.898200083524,7
1,-90,493.4973001331091,8
1,-150,744.1979999970645,6
1,-120,575.1031000949442,6
1,-150,553.69679996185,8
1,-90,617.364600006491,6
1,-150,556.2207998558879,7
1,150,570.5793999917805,8
1,0,416.3690001554787,8
1,30,574.6735000833869,7
1,30,685.5314000826329,7
1,60,624.3150000777096,6
1,60,576.7633998151869,8
1,0,489.2182000298053,8
1,-30,706.0433998089284,8
1,-120,661.7836998160928,7
1,90,678.0056999381632,8
1,150,584.1688999757171,8
1,0,429.67080016061664,8
1,-30,551.3481001220644,8
