Correct Response,Height,RT,Word
1,4,460.7599998675287,2
0,1.41,409.7584001105279,1
1,1.41,541.5008998792619,2
0,8,488.06469997763634,1
1,8,445.23999996855855,0
1,1.41,672.742500141263,1
1,5.66,453.34769988805056,1
1,11.31,546.8978999964893,1
0,16,378.4897999688983,0
0,16,458.8557998035103,2
0,16,389.20930021815,1
1,16,408.9915998596698,0
1,21.17,506.7629999797791,1
0,2.83,563.0732999965549,1
1,2.83,603.2118000406772,2
1,16,425.59179983474314,0
1,1.41,605.897699886933,2
1,2,618.8343001380563,1
1,8,517.1427998542786,1
1,28,480.9767999071628,1
1,1,559.186099966988,2
1,2,437.86869983561337,2
0,2,660.8894001077861,1
1,2,674.2363999914378,1
1,28,484.7953998800367,1
1,5.66,504.3590000681579,1
1,2.83,568.1502001211047,0
0,2.83,486.9347998723388,2
1,2.83,485.1312999930233,0
1,2.83,508.75590013712645,1
1,11.31,397.6565000452101,2
1,28,502.9568001013249,1
1,1.41,504.5870998259634,1
1,2.83,450.15059987455606,1
1,5.66,475.25870002247393,0
1,16,462.39139994978905,0
1,1.41,414.8755000755191,0
1,1.41,525.2360000126064,1
1,16,373.5544999912381,2
1,5.66,495.0888999123126,1
1,1,955.1900000628084,5
1,8,531.760499984026,5
1,1,681.5621998943388,5
0,1,668.5857001543045,3
0,1,563.8401998989284,4
0,1,695.2956001590937,3
1,1,662.8875999562442,5
1,16,695.1617998387665,5
0,28,571.8970998972654,4
1,28,598.739100093022,5
1,4,619.2084000762552,5
1,21.17,558.3125000670552,3
1,4,567.4656000304967,3
1,1,636.2990999445319,5
0,11.31,585.1868998110294,5
1,11.31,555.6012000273913,3
1,5.66,476.0564001593739,3
0,2,654.5691000614315,4
1,2,683.0462000183761,3
1,5.66,518.5887999217957,5
1,4,616.3634999506176,3
1,2.83,502.7563999723643,3
1,21.17,634.3975001331419,4
1,11.31,559.7632000539452,3
0,1,774.2139999140054,3
1,1,582.812900127843,5
1,1,579.814600231126,4
1,5.66,499.7086000479758,3
1,4,548.3842000216246,5
1,11.31,592.4633000362664,5
1,21.17,556.957499993965,4
1,28,561.3106998465955,5
1,21.17,539.0749000329524,4
1,28,697.8811998236924,3
1,21.17,595.81409993954,3
1,28,567.5484001953155,5
1,2,600.7850998397917,4
1,21.17,495.1467001195997,3
1,8,625.498200006783,3
1,1.41,579.2646000012755,7
1,4,478.138099828735,8
1,21.17,533.7013999782503,7
1,16,521.6842998601496,7
1,11.31,563.1534000243992,6
1,8,372.9094000849873,7
1,1.41,533.804800067097,8
0,4,496.4054999258369,8
1,4,414.9796999376267,7
1,2.83,512.6172000858933,6
1,1,607.8477999512106,8
1,28,500.3540000729263,8
1,8,397.56770006753504,8
1,2,652.2014999613166,8
0,16,559.5184999369085,6
1,16,398.998300017789,7
1,4,465.53750004060566,8
1,5.66,381.32339989207685,8
1,1.41,481.64890001900494,7
1,28,494.4139001276344,8
1,4,467.0182000230998,8
1,11.31,593.0332999527454,8
1,5.66,462.2538999505341,7
1,11.31,363.095999866724,7
1,1,627.730600008741,6
1,2,417.6344000119716,7
1,21.17,453.52289982512593,8
1,16,454.12119984067976,7
1,2.83,482.7764001060277,8
1,16,449.7005000561476,8
1,2,636.3318999614567,8
1,8,415.26390000618994,7
1,8,462.34080003015697,7
1,2.83,469.328600153327,7
