Correct Response,Height,RT,Word
1,2,677.1122000031173,2
1,16,471.9834999963641,0
1,16,522.2434999272227,0
1,1.41,1079.0030001047999,0
1,2,755.7787999361753,2
1,2.83,846.4882000666112,2
1,4,544.37900002487,0
0,2.83,797.2404001597315,1
1,2.83,480.5773000083864,1
0,1.41,711.173199987039,2
0,1.41,662.9705000054091,1
0,1.41,829.9898001682013,2
1,1.41,762.50470004417,2
1,5.66,398.2218000423163,1
1,16,588.0993001013994,0
1,8,727.9751002173871,1
1,2.83,670.6245999634266,2
0,1.41,660.5647000800818,1
0,1.41,512.2458000518382,2
1,1.41,540.7508999891579,0
1,2.83,509.4598000254482,0
1,1,694.9502000901848,2
1,2.83,593.7246998623013,1
1,8,490.4750000536442,2
1,2,847.4336000476032,2
1,11.31,487.3499997742474,0
1,28,613.7463000454009,2
1,2,779.224600115791,1
1,21.17,491.80070002004504,1
1,1.41,764.8756999373436,2
1,5.66,578.2908999212086,2
1,8,462.31720008328557,2
0,4,793.4558998644352,1
1,4,524.5724000819027,0
1,11.31,647.2792000826448,2
1,1.41,761.5157998483628,2
1,21.17,552.8782000150532,2
0,4,690.5281000621617,1
0,4,611.5791999585927,0
1,4,593.981100184843,2
1,2.83,850.2110998928547,2
1,2.83,949.4919999819249,4
1,28,443.27230000309646,3
1,5.66,386.4413000959903,5
0,1,824.89380001463,4
1,1,769.2194000668824,3
1,4,838.5863000843674,4
1,16,685.4356000516564,5
0,1,708.5202999264002,4
1,1,799.1498999148607,3
0,16,-109.0,4
1,16,546.7918998878449,3
0,1,577.2219001632184,4
1,1,600.4139999244362,4
1,11.31,604.0322998855263,3
0,2,711.482200011611,4
1,2,604.232200127095,3
1,8,699.218999998644,4
1,1,605.0838000923395,4
1,28,868.4126000702381,4
1,28,543.5542000308633,4
1,8,700.6068000886589,3
1,11.31,508.58880014531314,5
1,5.66,552.1307000275701,4
1,11.31,566.2476999536157,5
1,21.17,686.3119999729097,5
1,21.17,628.3844999819994,5
0,16,627.1814000178128,4
1,16,716.6679999176413,4
1,5.66,477.14650019444525,3
1,21.17,688.5728998426348,4
1,4,594.7586001679301,5
1,28,470.94990004226565,3
1,21.17,975.2867998871952,4
1,8,830.3915999680758,4
1,4,569.4965998958796,3
0,28,649.0697999801487,3
1,28,623.2417001705617,5
1,2,712.3444999419153,5
1,2,607.7118000797927,5
1,2.83,768.8609000146389,6
1,8,544.8672999013215,7
1,1,497.37030005455017,7
1,1,487.51899989694357,7
1,21.17,647.5993999596685,6
1,28,504.964700140059,8
1,1.41,763.6000001188368,7
1,2.83,546.8771999552846,7
1,11.31,521.7695000432432,6
1,1.41,503.215300090611,7
0,5.66,540.7045999858528,6
1,5.66,535.85549996607,6
1,4,531.2116999961436,8
1,11.31,483.40359999239445,6
1,2,705.2898001242429,6
1,8,615.6266999281943,8
0,5.66,685.3940998520702,7
1,5.66,556.8078001346439,8
1,16,577.8577999994159,8
0,1.41,596.0389000214636,6
1,1.41,549.6097001563758,6
1,11.31,451.4162998497486,6
1,16,516.8557999972254,8
1,1,647.4542000181973,8
1,2,611.4483000095934,7
1,28,636.8915999159217,6
1,1.41,531.0621000211686,8
0,4,551.6872000265867,6
1,4,650.2484999913722,7
1,5.66,585.3989000283182,7
1,16,461.9495998453349,7
1,4,532.7127000167966,8
0,5.66,745.103600140661,6
0,5.66,763.6380001753569,7
1,5.66,625.5866998657584,7
1,21.17,476.1498998235911,7
1,28,550.9427000619471,8
1,1,581.1837000623345,8
