Correct Response,Height (deg),Reaction Time (ms),Target
1,4.0,731.368271805346,1
1,2.0,669.5527938976884,0
1,2.83,576.0042343139648,0
1,1.0,614.104550037533,1
1,2.83,596.4774113930762,0
1,2.0,572.1481905169785,1
1,0.35,619.5027378238738,0
1,0.71,649.4455269388855,1
1,2.83,517.3819308951497,1
1,0.5,584.4969504363835,2
1,4.0,432.95414017885923,2
1,0.71,676.5982566252351,0
1,4.0,522.7483745515347,0
1,2.0,622.3183969818056,2
1,4.0,697.0291078872979,0
0,0.25,820.4914440251887,0
1,0.25,576.799540951848,0
1,2.83,599.7876624427736,0
1,2.0,484.26030407100916,1
1,1.41,431.30857188627124,2
0,2.0,531.1383490301669,0
1,2.0,512.1148155853152,2
1,5.29,607.1782127805054,2
1,0.25,632.4478068239987,2
1,1.41,437.58774100244045,0
1,1.41,491.6873771548271,1
1,1.0,451.49229856580496,0
1,7.0,706.8403956331313,3
1,0.5,793.5271302089095,3
1,0.71,563.9739387519658,3
0,1.0,-109.0,5
1,1.0,685.31386385113,3
1,7.0,914.3198977075517,3
1,0.5,932.927004698664,3
1,5.29,570.3848625384271,3
0,1.0,-109.0,5
1,1.0,680.547142572701,5
1,2.83,729.7902867980301,5
1,4.0,732.2943091243505,3
0,5.29,488.87717927247286,4
1,5.29,604.3987350389361,4
1,5.29,646.2052489481866,3
1,0.35,750.4675813801587,4
1,1.41,709.7704007141292,5
1,0.25,912.6975398361683,3
1,0.35,1025.7959693521261,4
1,0.25,752.1687868833542,3
1,1.41,535.2295708693564,3
1,0.71,1002.2265577539802,5
0,0.35,773.2645558975637,4
1,0.35,777.8708498775959,3
0,7.0,707.817291546613,4
1,7.0,537.7226701788604,3
1,0.35,977.2201321870089,4
1,7.0,879.9544514007866,5
1,0.71,808.4160929396749,3
0,0.5,-109.0,5
0,0.5,912.2445906363428,4
1,0.5,985.6531146764755,3
