CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
1,-7.5,830.682400000078,0
1,22.5,667.523400000355,0
0,-52.5,845.983900000156,0
1,-60,754.829899999968,0
1,-45,793.901500000138,1
1,-15,639.920600000059,0
1,30,655.439699999952,0
1,-37.5,607.303200000351,1
1,7.5,432.72219999968,0
1,22.5,709.78880000026,1
1,-37.5,639.397299999891,0
1,7.5,548.268999999855,0
1,-45,705.325200000025,1
1,7.5,579.161600000098,1
1,-52.5,725.246899999966,1
1,-22.5,566.456699999853,1
1,-7.5,593.773499999734,1
1,-22.5,571.781199999768,0
1,-45,937.762800000164,0
1,-22.5,615.001999999968,1
1,-52.5,797.330599999859,1
0,45,720.013000000072,1
0,60,877.335999999978,1
1,-60,859.741600000198,0
1,52.5,718.463399999982,0
1,-30,607.825899999589,1
1,22.5,705.581399999992,0
1,-45,751.583000000173,0
1,0,466.831099999999,0
0,30,906.601199999805,1
0,-60,1296.63919999981,0
1,-30,666.582299999809,0
1,45,621.936700000297,0
1,52.5,706.596499999669,0
1,0,536.525100000254,1
1,-37.5,565.810999999903,0
1,45,766.02349999981,1
1,22.5,533.346500000298,0
1,-30,693.118699999977,0
1,-52.5,679.786500000282,1
1,-60,695.303299999941,1
1,52.5,533.090399999728,0
0,15,855.325999999841,1
1,60,601.711199999918,0
1,-7.5,615.026899999939,0
1,30,643.763099999851,0
0,52.5,1047.27550000003,1
1,-37.5,798.731100000132,0
1,-7.5,624.953499999683,0
1,22.5,558.228300000301,0
1,60,1018.25810000033,1
1,60,1017.11200000042,1
1,-7.5,698.928599999781,1
1,52.5,629.031700000232,0
1,-15,633.669299999801,1
1,-7.5,526.831600000114,0
1,-45,696.863699999958,1
0,52.5,722.94179999968,1
1,7.5,759.385199999961,0
0,-60,1126.3553999997,1
1,-15,603.022600000222,0
1,45,780.316399999683,0
1,22.5,755.008600000074,1
1,0,719.191099999953,0
1,-22.5,799.643499999511,1
1,-45,705.62909999986,0
1,0,603.568400000731,1
1,22.5,772.846699999682,1
0,-52.5,852.261899999539,1
1,-45,831.583300000566,1
1,0,668.838999999898,1
0,52.5,840.20030000007,1
1,30,648.165200000185,1
1,45,916.128600000739,1
1,-30,717.611399999405,0
0,30,798.131599999542,0
1,-15,544.781900000053,0
1,7.5,540.951500000083,1
1,-15,628.77360000035,1
1,37.5,753.388200000663,1
1,-22.5,580.76579999939,0
1,15,571.369899999772,1
1,37.5,574.661499999784,1
1,15,520.843900000691,0
1,-30,821.394599999585,1
1,37.5,645.964999999669,0
1,30,630.031399999971,0
1,7.5,425.841799999907,1
1,15,462.248200000395,0
1,-37.5,613.64210000007,1
1,-37.5,604.451799999842,1
1,7.5,494.289299999728,1
1,37.5,460.928999999815,1
0,15,459.588900000163,0
1,-7.5,542.84569999978,0
1,37.5,1211.74309999966,1
1,-37.5,645.69639999987,0
1,-15,654.09160000032,1
1,-52.5,782.516000000178,1
1,-30,849.595800000279,1
1,52.5,902.322500000046,0
1,-22.5,844.245500000361,1
0,37.5,1208.47239999963,1
1,60,1241.40570000051,1
1,-52.5,1013.37220000001,0
0,45,740.713399999513,0
1,-7.5,717.001400000263,1
1,-22.5,634.789299999247,0
1,-30,793.576699999867,0
1,-60,1520.63559999984,1
1,-37.5,658.195400000259,0
0,60,1013.19249999957,1
1,60,724.088900000388,1
1,-7.5,669.197800000766,1
1,-30,547.176899999577,0
1,45,687.15430000062,0
1,52.5,675.740300000107,0
1,-37.5,846.293199999272,1
1,-45,694.075499999562,1
1,-60,852.174700000396,1
1,-30,511.351500000237,1
1,37.5,836.662799999394,1
1,15,512.129900000182,0
1,45,644.823399999914,0
1,37.5,693.56750000039,1
1,30,551.29109999958,0
1,30,612.135500000441,0
1,15,556.546499999931,0
1,22.5,559.867800000538,0
1,-22.5,635.878699999885,0
1,60,808.694600000272,1
1,-15,698.067900000715,0
1,-45,800.707700000166,1
1,7.5,541.984599999487,0
1,-60,725.789600000062,0
1,7.5,757.790700000405,1
1,-22.5,952.417600000408,1
1,30,567.875700000477,0
1,-15,610.622199999816,0
1,37.5,664.579899999771,1
1,-52.5,803.890199999805,0
1,60,807.643600000083,0
1,-15,625.427800000543,0
1,-60,802.043200000262,0
1,0,488.075000000172,0
1,15,662.008499999465,1
1,0,506.216700000514,0
1,-52.5,707.326800000337,1
1,22.5,675.969000000769,1
1,0,447.325600000077,1
1,15,507.410899999704,0
1,0,505.497900000555,1
1,45,707.264400000859,0
1,-52.5,821.44510000031,0
1,45,1014.73219999931,1
1,60,720.757899999589,1
1,30,781.34219999989,1
1,-60,824.4733000001,1
1,15,561.121600000624,1
1,52.5,872.481400000615,1
1,52.5,611.306199999453,0
1,-60,769.923300000264,1
1,-52.5,905.086300000185,1
1,52.5,802.402500000389,1
1,30,960.398899999709,0
1,15,668.351800000855,1
1,37.5,630.078799999828,1
1,45,883.657899999853,1
1,60,730.575700000336,1
