CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
1,-45,1500.53339999518,0
0,45,1042.25000000675,1
1,15,815.061499998556,0
1,-37.5,713.816199998255,1
1,37.5,693.133300003828,0
1,30,866.483300001128,1
1,-30,687.633200003766,1
1,-60,2189.02950001298,1
1,-52.5,1204.52089999977,1
1,-22.5,685.723099996685,1
1,60,494.928999986732,0
1,7.5,992.267200003844,1
1,-30,1224.99770001101,0
1,37.5,1504.11109999637,0
1,-52.5,783.96159999189,0
1,-7.5,522.426000004052,1
1,-60,2236.62200000486,1
1,-7.5,975.961599987349,0
1,-52.5,1068.30469999928,0
0,60,4329.3127999868,1
1,30,1178.8773000089,1
1,45,2217.77850000304,0
1,7.5,772.309400003869,1
1,-37.5,1727.39219999581,1
1,-52.5,804.534599993494,0
1,15,1792.18100000522,0
1,30,754.141599995783,1
1,22.5,710.587799993809,0
1,-15,980.915500004776,1
1,-37.5,1464.99319999653,0
1,-15,1832.28910000704,0
1,30,1864.49129999615,0
1,15,583.431599989999,1
1,-37.5,878.400200011092,0
1,52.5,750.59600000619,1
1,0,581.959999989485,0
1,-37.5,1241.70179999142,0
1,-7.5,853.217299992102,0
1,37.5,712.187199992477,1
1,-22.5,1373.84800001106,1
1,45,1294.95750000293,0
1,-52.5,2043.34560001094,1
1,52.5,1538.7752999895,0
1,60,2279.64560000051,1
1,-30,945.513199993875,1
1,-52.5,1763.84439999762,1
1,-7.5,1170.05250001326,1
1,0,545.249199997634,1
1,45,924.83409999928,1
1,-60,712.206299992395,1
1,-22.5,646.364900000626,0
1,22.5,841.252399994992,0
1,52.5,2259.13359999773,0
0,60,3678.99710000434,0
1,52.5,1224.99869998952,1
1,22.5,1273.48539999453,1
1,7.5,681.318500000052,1
1,45,817.946500007529,1
1,-60,1882.84010000003,0
1,37.5,1550.27169999899,1
1,22.5,663.056500002276,1
1,-30,960.833199999761,0
1,22.5,638.333000003477,1
1,45,1195.33609999868,1
1,7.5,887.768699999433,0
1,52.5,1432.62320001028,1
1,30,631.140899998136,1
1,52.5,1285.38160000695,1
1,-37.5,1885.43410000508,1
1,-30,1171.07520000078,0
1,30,1714.87900000007,1
1,-7.5,1293.56620000268,0
1,0,681.205900001223,1
1,37.5,1054.79339999962,1
1,-15,1216.27800000075,0
1,-45,1131.15169999306,1
1,7.5,1431.19709999242,0
1,60,2313.67779999797,1
1,0,569.886200007168,0
1,-15,493.208599998034,0
1,-45,1576.46089999704,1
1,-15,903.18299999577,1
1,-15,1348.22419999633,1
1,-52.5,1605.77730000019,1
1,-52.5,1379.04110000178,0
1,15,2224.32539999951,1
1,-22.5,934.830100007239,0
1,-22.5,973.065100007225,0
1,52.5,1473.18229999742,1
1,15,583.2588999992,0
1,-30,785.156900013098,0
1,-37.5,1335.33840000106,1
1,60,1548.67929999542,0
1,-60,855.562399993651,0
1,30,857.331500003929,1
1,30,573.890299995546,1
1,0,561.512799999909,1
1,-7.5,641.971300000441,0
1,-45,1950.60779999127,1
1,0,1240.65690000949,0
1,-15,720.834900007467,1
1,7.5,812.779399996507,0
1,-52.5,774.870099988184,0
1,37.5,1060.23039999942,0
1,-30,490.286699999124,1
1,22.5,976.428800008725,0
1,-7.5,682.887099997024,1
1,-30,858.920999999973,0
1,22.5,611.789199997438,0
1,15,611.832699993975,0
1,22.5,904.824899997911,0
1,-7.5,707.100199994748,0
1,45,1281.96699999622,1
1,-45,1382.06770001212,1
1,-60,747.908900005277,1
1,60,1001.31419998885,1
1,-60,712.874900004826,0
1,-15,1388.32089999865,1
1,7.5,400.426999994088,1
1,-22.5,558.329600004945,1
1,37.5,1111.81880000455,1
1,-30,615.003099993337,1
1,60,988.309000001173,0
1,0,500.720999997575,0
1,-22.5,675.04900000582,1
1,60,753.53799999808,0
0,-7.5,631.975799996289,1
1,15,592.15570000466,1
1,-45,777.596799999592,0
1,22.5,558.500099993544,0
1,-60,826.408299989416,0
1,-45,605.097900007386,1
1,0,417.795700000133,0
1,-22.5,668.288199995877,1
1,-45,823.74459999206,0
1,45,718.227099999203,0
0,-37.5,591.459000011091,1
1,7.5,637.579600000172,0
1,-60,705.259000002989,0
1,30,790.973600008292,1
1,7.5,588.559199991287,1
1,15,512.163300002576,0
1,-37.5,704.479400003911,1
0,-45,855.443399989745,1
1,52.5,2576.32069999177,1
1,45,926.875899990555,1
1,-15,584.364800009062,0
1,-22.5,509.021600003471,0
1,52.5,1024.80989999545,0
1,0,451.52990001312,1
1,15,902.447499997797,1
1,37.5,936.570000013453,1
1,37.5,786.476999995066,0
1,45,597.116300000343,0
1,60,1021.6205999977,1
1,60,935.820199993905,0
1,-7.5,610.690199996461,1
1,-37.5,907.835099999793,1
1,-45,1139.57360000582,1
