CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
1,-37.5,431.320100012235,1
1,30,817.178299978841,0
0,60,516.708100019023,1
0,-52.5,1286.44590002019,0
1,30,470.08479995653,1
1,-60,496.233599996194,1
1,-15,392.661600003485,1
1,30,471.219099978916,1
1,-22.5,416.660099967849,1
1,22.5,444.700000029989,0
1,37.5,522.808599963319,0
1,15,432.251700004563,1
1,-60,443.185400022194,1
1,45,416.327799998689,1
1,60,369.397899988107,1
1,7.5,376.100399976131,1
0,-60,350.215300023556,0
1,52.5,732.259999997914,0
1,52.5,367.058500044513,1
1,15,464.002399975434,0
1,7.5,441.566999980714,1
1,22.5,348.066000014078,1
0,-45,335.362200022209,1
1,30,375.295199956745,1
0,-52.5,291.954499997664,0
1,52.5,599.17829998536,0
1,-15,500.001099987421,1
1,0,585.786500051618,1
1,22.5,479.550599972717,0
1,37.5,524.115200017113,1
0,-37.5,761.302399951965,0
1,-45,544.349800017662,0
0,-52.5,438.039000008721,1
1,-37.5,447.667799985502,1
1,60,503.731299985666,1
1,0,370.914600011893,1
1,-45,343.265500015114,1
1,60,691.15330003202,0
1,-37.5,742.075499999337,0
0,60,586.419600041118,0
1,15,463.212700015865,1
1,-60,678.074999982491,0
1,-45,447.599099986255,1
1,-22.5,485.6315000006,0
1,-15,404.367200019769,1
1,-22.5,448.511800009292,1
1,-7.5,566.580399966333,0
1,7.5,600.6946000061,0
1,7.5,471.55309996102,0
1,22.5,513.196599998046,0
1,-37.5,576.329699987546,1
1,7.5,417.404499989934,0
1,0,535.757299957331,1
1,-15,412.33920001192,1
1,-22.5,512.180500002578,0
1,15,409.80659999419,1
1,-52.5,562.981699979864,0
1,-37.5,608.360200051684,0
1,0,403.029999965802,1
1,-7.5,401.043100028764,1
1,-7.5,387.058500004932,0
1,60,661.273800048511,1
0,-60,635.85759999929,0
1,0,490.581999977585,0
1,0,390.830500030424,1
1,-7.5,497.162700027693,1
1,0,337.567599993199,1
1,45,384.457199987955,0
1,-30,607.98010000959,0
1,45,400.908299991861,0
0,-60,451.888099990319,1
1,-30,420.785800009035,0
1,45,422.25590002723,0
1,-45,571.299399985,0
1,45,388.575500031002,0
0,-45,363.302700025961,0
1,15,503.087299971376,1
1,-7.5,491.079799984582,0
1,37.5,486.084699959029,1
1,30,414.299200035166,1
1,-30,485.688800029457,0
1,-15,485.216999987606,1
1,30,426.999500000384,0
1,15,499.84759998275,0
1,22.5,472.01140001649,0
1,7.5,588.63519997336,0
0,52.5,477.304399982095,1
1,-30,421.338899971452,1
1,30,410.35659999121,1
1,-7.5,371.726500024088,0
1,-22.5,571.662700015586,0
1,37.5,560.47130001476,0
0,-22.5,428.316200014669,1
1,-37.5,426.873999976087,1
1,52.5,477.458299989812,0
1,-30,494.305399982259,0
1,22.5,406.495399984997,1
1,-52.5,507.279799997341,0
1,-7.5,447.47110000113,1
1,-15,423.805199950002,0
0,60,489.546300007496,0
1,22.5,422.311799987219,1
1,52.5,380.524200017098,0
1,60,630.045599981677,0
1,-22.5,452.684500000905,0
1,7.5,506.372599957976,0
1,45,484.801599967759,1
1,-15,445.335499979556,0
1,37.5,324.259399997536,1
1,-15,427.74670004379,0
1,-45,633.958999977913,0
1,-60,397.784300011117,0
1,30,846.518999992404,1
1,-60,461.991399971303,0
0,52.5,625.123899991158,1
1,22.5,558.841700004414,1
1,37.5,541.487200048286,0
0,-45,533.525600018911,1
1,52.5,440.154999997467,1
0,-7.5,390.501499969978,0
1,45,565.413800047245,1
1,7.5,387.566100028343,1
1,0,518.872799971141,0
1,30,436.713999989443,0
1,45,480.360300026368,1
1,37.5,561.931800018065,1
1,-52.5,678.161500000861,1
0,52.5,448.41440002434,0
1,22.5,638.339899983257,0
1,-30,880.257500023581,1
1,-37.5,445.746999969706,1
1,-60,708.245800030418,0
1,7.5,554.067800033372,1
1,-52.5,354.965600047726,1
1,-45,463.290699969511,1
1,45,415.081799998879,0
1,-52.5,415.798700044397,1
1,-52.5,477.354400013573,0
1,0,533.10579996556,1
1,15,597.225500016939,0
0,-30,472.197000032756,0
1,-30,529.016700028442,1
1,-15,836.77979998989,0
1,15,529.413400022313,0
1,-7.5,613.590300003998,0
1,60,412.886199986096,0
1,-22.5,665.700399994384,0
0,-30,553.326099973638,1
1,15,464.090900009032,1
1,37.5,454.380299991462,0
1,37.5,484.624000012409,0
0,-37.5,623.474500004668,0
1,-22.5,456.524600021075,1
1,60,530.797799970023,0
1,-52.5,630.218199957162,0
1,-60,711.279299962334,0
1,-45,594.657800022978,0
0,-52.5,735.510500010569,1
1,-37.5,385.443499989342,1
1,-52.5,650.671999996994,1
1,60,457.344899980817,0
1,-60,540.862200004049,1
1,-60,613.760799963493,0
1,-45,529.080899993423,1
1,52.5,710.05669996608,0
1,-22.5,532.798800014425,1
0,60,760.606100005098,1
1,52.5,516.817999982741,1
1,-45,459.139600025956,0
0,-7.5,457.737800003961,1
1,52.5,508.166499997023,0
1,-30,470.925300011877,1
1,-30,415.470100045204,1
1,-37.5,771.696099990513,0
0,-52.5,612.056099963374,0
0,60,581.139199996833,1
1,-7.5,690.796599993482,0
1,-52.5,473.949200045317,0
0,60,448.932400010526,0
1,60,379.971099996474,0
