CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target
1,60,798.0907,0
1,60,840.5521,0
1,0,483.6597,0
1,-30,1849.7317,0
1,-60,945.7254,1
1,150,509.8228,0
1,-150,639.8589,0
1,-120,1222.1533,0
1,180,851.0189,1
1,90,722.8374,1
0,0,864.7557,0
1,-30,818.0614,1
1,150,819.9819,0
1,0,568.8067,0
1,-120,744.9252,0
1,0,666.7358,0
1,-60,600.251,0
0,-30,739.8485,1
1,120,714.911,1
1,-150,614.3454,0
1,0,620.4059,0
1,30,657.0585,0
1,-90,805.7296,0
1,60,637.0239,0
1,-60,647.8878,0
1,150,841.2416,0
1,-150,578.967,0
1,60,697.0207,0
1,30,1041.2139,1
1,90,896.7076,1
1,180,1590.2722,1
1,-120,560.0788,0
1,150,875.6801,1
1,150,797.6018,0
1,-120,816.3992,1
1,-120,627.661,1
1,-60,627.4761,1
1,150,524.5156,1
1,120,589.391,1
1,180,600.7025,1
1,0,500.9117,0
1,-60,530.3949,0
1,30,999.212,0
1,120,776.1963,1
1,120,844.1833,1
1,-90,483.9191,0
1,30,1195.9428,0
1,120,529.9209,0
1,-120,431.4006,0
1,-90,1134.3432,1
1,-120,722.8592,1
1,90,463.9511,1
1,60,717.255,0
1,0,691.3503,1
1,-60,776.5035,1
1,-150,1571.258,0
1,150,586.665,1
1,0,605.0432,1
1,-60,548.1865,0
1,-90,480.8784,0
1,30,470.5182,0
1,60,522.4171,1
1,120,600.4587,1
1,-150,455.8843,0
1,30,607.8566,1
1,150,445.4886,0
1,60,618.1537,1
1,180,517.1816,0
1,120,446.0034,0
1,60,546.1471,0
0,-60,537.4683,1
1,-120,515.1823,1
1,30,593.1453,0
1,180,485.5201,0
1,-150,518.8253,1
1,-60,612.6066,1
1,150,563.1246,0
1,-30,650.6761,1
1,90,552.6761,1
1,150,443.7527,1
1,90,574.351,0
0,90,1557.5964,0
1,150,836.159,0
1,90,573.0359,0
1,0,690.9365,0
1,-90,479.726,0
1,0,460.3928,0
1,180,617.1981,0
0,0,624.8036,1
1,-90,472.9416,0
1,30,658.8562,1
1,-60,502.4868,1
1,120,651.9724,1
1,-150,782.5747,0
1,-30,694.358,1
1,-30,363.5925,1
1,-150,604.8571,0
1,180,777.318,1
1,0,921.3793,0
1,-90,810.1847,1
1,60,949.0043,0
1,120,598.9067,0
1,180,879.5452,1
1,30,703.2737,1
1,150,575.4888,0
1,-150,801.1217,1
1,60,507.9305,1
1,0,577.823,0
1,120,743.907,1
1,-90,533.3634,0
1,60,655.3634,1
1,-60,684.5604,0
1,-30,750.4675,0
1,120,609.4421,1
1,-120,572.3856,1
1,0,484.8994,0
1,90,713.6503,0
1,180,544.4793,0
1,-60,549.2949,1
1,180,703.4944,0
1,180,1102.5917,0
1,-120,711.0431,1
1,-150,757.4258,1
1,120,563.9581,1
1,-30,962.32,0
1,-150,584.3616,1
1,-120,932.9114,0
1,90,719.6188,0
1,90,654.6548,0
1,-90,676.8381,1
1,-90,590.0041,0
1,-30,1117.7926,1
1,30,547.3372,1
1,30,811.0088,0
1,90,705.4213,1
1,-30,746.9233,0
1,-30,554.2387,0
1,180,562.7534,1
1,-90,598.3108,0
1,0,1014.6896,0
1,0,550.6539,0
1,-150,615.4994,0
1,0,822.7144,0
1,0,791.6281,0
1,90,545.2345,0
1,-120,704.7406,1
1,60,810.531,1
1,-30,661.6244,1
1,30,726.5321,0
1,-90,589.7826,1
1,60,520.4197,1
1,60,585.0922,1
1,-30,657.6223,0
1,0,903.0207,1
1,-30,663.6898,1
1,-60,1065.4276,0
1,90,1180.0452,0
1,0,675.8992,0
1,-180,851.02,1
1,-180,1590.3,1
1,-180,600.7,1
1,-180,517.18,0
1,-180,485.52,0
1,-180,617.2,0
1,-180,777.32,1
1,-180,879.55,1
1,-180,544.48,0
1,-180,703.49,0
1,-180,1102.6,0
1,-180,562.75,1
