Correct Response,Height,RT,Word
1,4,639.2774000018253,1
1,1.41,1007.8429999961518,1
1,16,580.2937000011443,1
1,8,549.277000002272,0
1,16,672.3065000009374,0
1,5.66,649.4251000007498,2
1,8,682.6933000014978,0
1,2,805.0212000056636,0
1,11.31,626.4158000016469,1
1,1,812.6318000035244,1
1,4,753.3903000043356,1
1,1,1059.982600000163,0
1,21.17,507.40669999906095,0
1,4,655.6524000010686,2
1,16,802.6567000019131,2
1,21.17,549.3826999994926,1
1,11.31,667.9867000024533,1
1,2,730.0981999982614,0
1,11.31,498.364299998153,2
1,1.41,752.3322000019252,2
1,11.31,535.7744999968563,1
1,2,572.4719000030891,0
1,5.66,507.26970000361325,2
1,28,912.8816999986302,0
1,2,659.9991000006557,2
0,21.17,523.8057999999146,1
1,21.17,855.2284000001382,1
1,4,907.5328000002773,1
1,1.41,721.6913999986136,2
1,2,713.3428000055719,1
1,28,869.2029999987572,1
1,8,501.87099999713246,0
1,28,568.3351000010734,0
1,5.66,622.5305000010994,5
1,8,741.1258999967831,4
1,2.83,598.0481000046129,5
1,16,590.7317000059411,5
1,5.66,754.7705000001006,4
1,2.83,818.4293999988004,3
1,2.83,911.2303000041866,5
1,16,623.1365000025253,3
1,28,677.5713999999571,5
1,4,580.059600001201,3
1,1.41,719.9834000024712,5
1,21.17,629.8787000018056,4
1,8,563.9545000052894,5
0,1,-109.0,5
1,1,643.8502999994089,4
1,1.41,1057.9541000010213,4
1,5.66,750.6946000034222,5
1,5.66,830.2806000032579,5
1,21.17,892.0293000013917,5
1,28,776.6062999984715,3
1,4,569.8291999982903,5
0,21.17,-109.0,4
1,21.17,893.4880999990273,4
0,2,1025.4631999963894,5
1,2,672.1651000010897,5
1,4,441.0672999987728,4
1,11.31,468.93669999955455,5
0,16,507.2112000019988,3
1,16,544.9282000012463,3
1,1.41,797.5476999967359,5
1,1.41,820.9317000040901,4
1,11.31,562.2826000002678,4
1,2.83,875.745900001144,5
1,28,952.2808000005316,4
1,8,467.525299999048,4
1,2.83,505.3605000033858,4
1,8,567.9671000001836,8
1,11.31,428.71669999696314,8
1,2.83,861.5100999999559,6
1,16,577.5483000001404,6
0,1.41,-109.0,8
1,1.41,653.5387999942177,8
1,1,516.5100999987917,7
1,11.31,564.7019000065629,7
1,21.17,519.9294000016525,7
1,16,575.9173000009614,8
1,21.17,674.9337999976124,6
1,28,519.3737000048859,7
1,11.31,628.9924999986542,8
1,2,701.749800002668,7
1,1,601.468099998252,8
1,4,595.2765000005602,8
1,28,622.4172999977018,6
1,1,493.5582999936887,7
1,1,695.3985000040266,8
1,1.41,1173.2836999985157,6
1,21.17,519.7753999931738,7
1,28,556.7326999993529,6
1,5.66,460.5350999958464,6
1,2,853.4932000006083,8
1,2.83,693.5991999966209,7
0,1,-109.0,6
1,1,606.4137000034098,6
1,2.83,499.2222999975784,7
1,5.66,574.657100002165,7
1,8,519.2166999953915,6
1,2.83,509.3660000024247,7
1,16,505.6941999977571,8
1,4,535.409500004258,6
1,2,714.9147999993293,6
