1,2,521.233600037172,1
1,4,668.22300007008,2
1,4,1073.37769999541,1
1,28,525.743999922648,1
1,5.66,448.210499886423,1
1,2.83,548.186300028116,2
1,4,731.77989985235,1
1,2,726.39370005019,2
1,21.17,611.745499944314,0
1,1.41,654.803000096232,1
1,11.31,565.915199866518,0
0,8,452.854900093749,0
1,4,606.369999874383,1
1,1,942.236599916592,2
1,2,638.646100120619,2
1,4,584.03849991411,1
1,4,600.247299935669,2
1,2,701.02219999209,0
0,11.31,726.094899870455,0
1,11.31,424.301299903542,2
1,8,466.804600026459,2
1,5.66,578.588399974629,0
1,5.66,459.690999876708,2
1,28,1018.54469993524,1
0,11.31,374.521000016481,0
1,1,811.436500106007,2
1,4,502.914899898693,1
1,21.17,635.323099963367,0
0,28,916.17220005393,0
1,1.41,655.900300186127,1
1,2,513.655699960887,1
1,1,852.449400056154,0
1,1.41,842.830999925733,0
1,2,743.882800158113,0
1,8,542.441799942404,2
1,8,714.694200022146,1
0,2.83,611.069400034845,1
1,1,898.58480001241,0
1,1,586.005999878049,2
0,2,916.019400054589,0
1,11.31,687.871799975634,0
1,11.31,492.639000000432,0
1,16,488.467300016433,1
1,2.83,429.415899965912,1
1,2.83,484.103199964389,2
1,2.83,714.11960007064,1
1,21.17,315.472599988803,5
0,21.17,350.030699916184,4
1,1,963.100799996406,3
1,16,709.170899990946,4
1,21.17,393.857399871573,4
1,16,394.175299847499,4
1,2.83,833.064500181004,3
0,1.41,595.868400003761,5
1,4,714.243299964815,3
1,11.31,413.446099901572,3
0,28,711.312299998477,4
1,11.31,864.115399945527,4
1,11.31,602.696100188419,5
1,8,494.127499809489,5
1,2,602.548499995843,3
1,8,550.504499984905,3
1,4,708.961700027809,4
1,5.66,492.594399893656,3
1,5.66,485.189399853349,4
1,11.31,509.690799921751,5
1,16,475.70239979215,3
1,16,369.813200024888,5
1,1,910.727200036868,3
1,16,386.802500052378,5
1,1.41,871.789500055835,3
0,28,625.567400068045,3
1,16,517.242799917236,5
0,8,665.770399788395,4
1,28,468.605200000107,5
0,1,843.620099997148,5
1,21.17,752.693099839613,3
1,8,485.397200038657,5
1,1.41,553.241699872538,5
1,8,446.693800095469,5
1,4,699.262499980628,4
1,28,409.79380014725,5
1,2,639.45220008865,5
1,21.17,550.589400049299,4
1,2.83,408.145900055766,4
1,21.17,607.730100102723,4
1,16,372.884799897671,4
1,21.17,346.406700028107,4
1,5.66,507.763700032607,3
1,8,472.487399991602,4
1,2.83,428.851399974898,4
1,8,392.446299953386,4
1,2.83,1198.95469996519,7
1,1.41,598.731199916452,6
1,1.41,663.5703001488,7
1,4,442.702799974009,7
1,16,383.033299989998,7
1,28,669.700099792331,6
1,5.66,565.644199898466,8
1,8,528.244299985468,7
1,28,477.036999942735,8
1,5.66,439.94519993104,8
1,21.17,499.957699965686,6
1,1.41,611.403600018471,7
1,1,502.391199985519,7
0,28,497.931800022721,6
1,5.66,520.766599973664,8
1,11.31,423.34519995749,8
1,21.17,396.889400141314,8
1,1,637.107599930838,8
1,2,646.355099914595,7
1,28,915.309200001881,7
1,8,614.129000049084,6
1,11.31,513.078099986538,8
1,2,881.667500067502,6
1,1,643.658900106326,6
1,28,517.417000079527,7
1,28,437.223199926317,7
0,16,315.849599832669,8
1,2.83,630.882700145245,7
1,21.17,380.390600007027,7
1,2.83,484.527299817652,6
1,1.41,548.818000065163,8
1,2,723.878299988806,7
1,16,592.080699916929,6
1,2.83,519.332399995998,7
1,1.41,419.401000192389,7
1,28,558.249399935827,6
1,1.41,580.918800024316,7
1,28,503.577500054613,7
1,16,482.302100103348,7
1,11.31,504.336099777371,6
1,5.66,440.472299870104,7
0,1,510.020099984482,6
0,1,758.297100136057,6
1,1,730.05340009369,7
