0,2,1018.2118,0
1,1,677.4405,0
1,8,534.7245,1
0,2.83,631.8461,0
1,1.41,629.4009,2
1,28,1145.84,2
1,2.83,563.1099,2
1,1,795.0922,1
1,4,572.4714,1
1,11.31,558.4979,1
1,1.41,714.2951,2
0,28,649.7951,0
1,2,594.4054,2
1,5.66,504.0455,1
1,5.66,492.1702,2
1,2,595.4925,2
1,4,706.6555,2
1,2,652.4606,0
1,16,928.5393,1
1,5.66,842.1306,2
1,8,524.7565,2
1,4,658.7579,0
1,2.83,846.2239,1
1,2.83,586.5831,0
1,5.66,696.2701,1
1,2.83,772.7664,2
1,28,668.989,0
1,1.41,694.051,2
1,22.63,946.195,1
1,8,514.5404,2
1,5.66,484.2186,2
1,22.63,503.0694,2
1,5.66,545.8681,1
0,2,560.4638,2
1,1.41,625.9718,1
1,1.41,856.2179,1
1,2.83,634.7139,1
1,11.31,533.0242,1
1,5.66,563.8497,0
1,16,570.4773,1
1,28,511.9505,0
1,2.83,619.1986,2
1,2,872.7163,2
1,11.31,967.1541,2
1,8,557.4835,1
1,11.31,539.3377,0
1,22.63,399.2125,0
1,1.41,713.0378,0
1,2.83,738.9478,1
1,5.66,683.6744,2
1,8,479.7356,0
1,5.66,565.1809,2
1,16,423.3352,1
1,4,518.7795,1
1,2.83,654.1604,0
1,16,546.2252,0
1,28,578.4187,2
1,4,559.8431,1
1,16,529.0687,0
0,1.41,675.2158,1
1,1.41,727.6518,0
1,22.63,563.0099,2
1,2,588.3295,2
1,2.83,576.1535,2
1,8,592.3001,0
1,5.66,507.1783,2
1,4,780.9736,0
1,1,783.0652,0
1,2.83,710.687,0
1,1.41,528.7737,1
0,1,549.0711,2
1,1,465.2694,0
1,16,743.1207,2
1,28,635.0539,2
1,4,743.7812,2
1,1.41,609.0568,1
1,1.41,656.9829,2
1,2,619.444,2
1,8,550.4481,0
1,28,734.1809,0
1,1.41,678.9667,1
1,8,594.7563,2
1,1.41,590.8264,2
1,11.31,546.774,0
1,22.63,527.8682,2
1,28,398.6873,2
1,28,533.0158,0
1,28,470.5766,1
1,22.63,548.8779,0
1,28,461.2441,1
0,16,502.7927,0
0,1,947.6362,0
1,1,678.5547,2
1,16,578.984,0
1,28,586.393,2
1,8,564.8909,2
1,2.83,576.6807,1
1,28,598.1853,2
1,4,737.8775,1
1,2,604.6198,2
1,5.66,596.6103,2
1,11.31,553.7257,2
1,2.83,620.2015,1
0,2,721.0091,1
1,2,560.3134,0
0,2,601.9606,0
1,22.63,857.1515,1
1,2.83,686.1288,1
1,22.63,641.3347,2
1,28,529.0572,1
0,2.83,783.2327,0
1,2.83,310.7803,1
1,22.63,495.6457,0
1,22.63,429.546,1
1,1,924.3263,0
0,1,526.1548,2
1,16,631.0713,2
1,11.31,553.8129,1
1,1,758.5507,1
1,16,452.6858,1
1,4,567.2015,1
1,5.66,527.8518,2
1,16,509.7707,0
1,22.63,449.2642,2
1,5.66,495.2222,1
1,1.41,709.6985,1
1,5.66,582.6769,1
1,11.31,540.8937,2
1,16,574.839,1
1,2,545.7865,2
1,11.31,695.7006,1
1,1.41,881.7772,0
1,28,540.5594,0
0,2.83,554.0739,0
0,8,533.4781,1
1,1,834.0553,1
1,2.83,540.8799,0
1,22.63,510.5125,2
1,2.83,759.9364,2
1,22.63,543.3949,1
0,2,621.8621,1
1,5.66,630.2217,2
1,16,519.6293,2
1,22.63,528.8033,1
1,22.63,361.2383,0
0,1,833.7566,1
1,1.41,575.5603,1
1,16,473.1241,1
1,2,468.0984,0
0,22.63,444.1186,0
1,22.63,514.9051,0
1,16,398.9074,2
1,1.41,746.9204999,2
1,11.31,513.6599,0
1,2.83,635.3387,0
1,4,582.2272,2
1,28,580.2866,2
0,1.41,757.3189,1
1,16,528.9157,1
1,8,629.0409,1
0,16,406.7213,0
1,2.83,574.378,1
1,16,521.2447,1
1,2.83,629.034,2
1,2.83,631.9301,2
1,11.31,454.6617,0
1,2.83,619.4457,2
1,5.66,531.5965,1
1,28,846.9378,0
