Correct Response,Height,RT,Word
1,1,614.2182,0
1,0.25,418.7967,1
0,5.2925,563.7165,1
1,5.2925,554.6721,2
1,7,399.4834,1
1,2,517.4741,2
1,0.5,673.0893,1
1,5.2925,522.4388,2
1,1.415,632.1797,0
1,2.8275,397.4704,2
0,1.415,649.804,0
1,1.415,568.603,1
0,1.415,779.6059,1
1,1.415,626.4733,1
1,2,437.2897,2
1,0.7075,611.021,2
1,0.7075,784.4,0
1,1,521.6871,2
1,5.2925,533.2371,1
1,0.5,416.6312,0
1,0.3525,630.1094,1
1,0.5,676.5547,0
1,2,373.7016,1
1,4,545.3589,0
1,7,500.2682,2
1,7,833.9323,1
1,0.7075,692.6408,1
1,0.3525,605.795,2
1,2,497.4867,3
1,1.415,522.5178,4
1,4,450.7734,5
1,2.8275,471.9169,5
1,0.3525,457.3702,3
1,0.25,529.0958,5
1,0.3525,750.2094,4
1,5.2925,657.0985,4
1,0.7075,470.987,3
1,0.5,423.8163,5
1,0.25,402.7525,5
0,0.25,829.0506,4
1,0.25,471.1381,5
1,1,870.4142,3
1,2.8275,368.0155,3
1,0.5,432.0731,3
1,2,484.2273,5
1,2.8275,491.35,5
1,0.25,867.6335,4
1,0.3525,543.8875,3
1,1,466.3144,3
0,7,1124.5854,4
1,7,595.5514,4
1,0.7075,572.5983,5
1,7,933.9336,4
1,4,649.56,4
1,4,650.0592,4
