CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
0,16,809.7892,0
1,16,608.5044999,0
0,8,543.1661,1
1,8,856.9031001,0
1,4,795.2025001,2
1,4,677.7457001,2
1,8,825.3427001,1
1,16,820.2721001,5
0,16,829.4907,4
1,16,649.9840998,5
1,8,570.3114,5
1,16,680.1483002,4
1,8,556.2288999,3
1,4,523.9273999,5
1,16,563.1948,5
1,4,763.0634001,4
1,8,501.6412998,5
1,16,648.8484,7
0,8,455.9058,6
1,8,623.2711999,8
1,16,519.8048002,7
0,16,492.9370999,8
1,16,577.5688,8
1,4,517.2297999,6
