CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,8,613.299299999577,2
0,8,636.758600000045,0
1,8,1046.22360000068,0
1,4,678.885300000198,2
1,16,737.894799999063,1
1,8,474.359300000666,1
1,16,640.826499999472,3
1,4,532.281000000163,5
1,4,588.322899999563,4
1,4,647.979799998589,3
1,16,412.608700000797,6
1,4,530.961400000175,8
1,8,538.81050000056,8
1,8,522.095700000515,7
1,16,523.379500000752,8
1,16,565.112699998659,8
1,4,439.659799998859,7
