Correct Response,Height,RT,Word
1,4,509.6866998905316,0
0,16,589.3483000658453,1
1,16,719.1437000259757,1
1,11.31,636.7504000049084,2
1,1.41,696.3999999538064,2
1,2,678.8208999754861,1
1,21.17,690.7179001104087,2
1,11.31,564.8634000066668,1
1,2,580.4988999702036,1
1,2.83,473.55709998775274,0
0,28,893.8366999467835,0
1,28,1128.6709000673145,0
1,4,556.3706999495625,0
0,8,756.8563999924809,2
1,8,756.1093000080436,1
1,11.31,541.5156999919564,1
0,28,-109.0,1
1,28,528.0419999584556,1
1,5.66,590.3747000815347,2
0,1,660.0949999960139,2
0,1,566.9888000087813,1
0,1,801.8900999417529,2
0,1,809.1924000149593,1
1,1,627.4880000241101,0
1,2,666.5118999630213,0
1,1,783.2278999816626,1
1,1.41,706.2900999411941,0
1,16,846.9599999338388,1
1,2,675.7748999483883,2
1,21.17,585.6401000022888,1
1,21.17,1162.3318000314757,2
1,4,622.1078999191523,2
1,5.66,524.248099940829,2
1,1.41,682.7441000463441,1
1,16,735.7660999372602,0
1,1,640.9923999421299,2
0,11.31,752.2107000080869,1
1,11.31,508.43540002498776,0
0,2,748.3936999309808,1
1,2,979.2135001011193,1
1,4,559.339499970898,2
1,1.41,883.1315000392497,2
1,1.41,515.7270000167191,4
0,2.83,477.1612999578938,5
1,2.83,551.9514000592753,4
1,2,729.194299954921,3
0,21.17,917.2004000833258,4
1,21.17,849.1516999751329,3
1,28,924.2355999853462,5
1,1.41,700.2284000013024,4
0,28,772.6348999971524,4
1,28,656.0513000553474,5
0,8,829.4410999482498,3
1,8,590.7454999946058,4
1,16,728.0532999979332,5
1,21.17,767.3317000120878,4
0,21.17,883.0414000516757,3
1,21.17,964.1778999324888,3
1,4,655.9236998986453,4
1,1,553.2007999103516,4
1,28,710.3589999573305,5
1,21.17,612.980300033465,4
1,28,928.0865000877529,3
1,1,1012.8186999903992,3
1,8,667.131899910979,4
1,5.66,539.5918000107631,4
1,2.83,595.3963000178337,3
1,4,722.7737999605015,3
1,8,742.9195000408217,5
1,16,945.7134000808,5
1,1,804.1698999553919,3
0,5.66,819.7095000036061,3
1,5.66,673.9887999687344,3
1,21.17,758.1114998869598,5
1,5.66,497.6777999512851,4
1,1.41,664.7810000544414,4
1,2.83,715.8588000424206,5
1,8,596.007900018245,5
1,2.83,781.9908999921754,3
1,4,833.9787000408396,4
1,2,497.4670999767259,6
1,4,453.49340006615967,6
1,16,441.20800000056624,7
1,1.41,486.9293000632897,7
1,1,479.59869989100844,7
1,5.66,501.9652000013739,8
1,16,529.5931000113487,7
1,1.41,380.3309000181034,6
1,11.31,458.6988000050187,7
1,8,492.2913999147713,7
1,8,511.7403999287635,7
1,21.17,546.6395000079647,8
1,11.31,514.8693000050262,7
1,11.31,887.0927999345586,6
1,16,510.54480002168566,6
0,11.31,551.011800006032,6
1,11.31,523.5345999794081,6
1,2.83,512.6044999891892,7
1,5.66,445.7919000964612,6
1,5.66,690.3206999963149,7
1,8,651.5782999889925,6
1,28,505.8829000303522,8
1,28,480.81320005841553,8
1,5.66,616.4271999699995,7
1,16,495.32959999889135,8
1,2.83,685.8537999764085,7
1,2.83,542.2753000715747,6
1,1,502.85530002694577,7
1,4,620.362600017339,6
1,2.83,551.8155999565497,8
1,8,624.8392999954522,7
1,28,867.9330000272021,6
1,2,488.3995999665931,8
