Correct Response,Rotation (deg),Reaction Time (ms),Word
1,-150,824.8431999785826,2
1,60,769.5154999932274,0
1,60,485.68350000679493,0
0,0,860.3718000780791,2
1,0,409.1936000008136,1
0,-150,575.2272999929264,2
1,-150,458.8173000924289,0
1,180,672.3766999170184,2
0,-120,643.1574000129476,2
1,-120,478.78659999370575,0
0,30,1094.3818000927567,1
1,30,502.34480009786785,2
1,30,712.4697000803426,1
1,-120,1103.8017999930307,1
0,90,1088.6989000104368,2
1,90,356.6954000238329,0
1,120,569.7309000501409,0
0,180,574.8198000332341,1
1,180,906.4667999595404,2
1,-60,905.6535999374464,1
1,150,841.9843999985605,2
0,30,-109.0,2
1,30,469.2384999329224,0
1,-90,504.74009994324297,0
1,150,990.0334000671282,2
1,120,718.3639000253752,1
0,-60,768.6599999982864,2
1,-60,1050.7259000409395,2
1,-120,592.2128999922425,0
1,0,394.59830004163086,0
1,-60,833.0123000163585,2
1,30,693.3791000014171,2
1,60,947.3592000398785,2
1,30,650.1607000213116,2
1,-150,560.5716999238357,1
0,90,687.0343998856843,1
1,90,740.6915999567136,1
1,60,887.1703999433666,2
1,150,731.2617999818176,2
1,-30,678.6687999814749,2
1,180,517.2087000068277,0
1,-30,875.4539000187069,3
1,150,578.9171999171376,5
1,-120,346.32760000787675,4
1,90,531.8631999511272,4
1,120,592.0351000353694,4
1,-90,618.8830000432208,5
1,-60,499.0956000369042,5
1,-90,458.31589999981225,4
1,-120,506.4883000999689,5
1,-150,553.3735000612214,4
1,-60,518.3196000838652,4
1,-60,526.0249999668449,4
1,30,423.6391999842599,3
1,60,494.90089999418706,5
1,-90,468.8668998973444,5
1,-30,491.70419998373836,4
1,180,411.3619999811053,4
1,60,430.4576999824494,4
1,180,424.7373000802472,4
1,150,763.1848999848589,5
1,0,790.5406000176445,3
1,90,551.8394000213593,4
1,-120,483.38709998317063,4
1,90,439.8531000446528,4
0,0,624.1168000819162,3
1,0,754.7403000611812,3
1,0,573.3933999985456,4
1,120,531.3418000554666,5
1,0,672.4172999933362,3
1,-150,1025.6990000456572,3
1,180,840.8124999227002,3
1,-90,569.0867999186739,4
1,-30,551.5931000085548,4
1,60,633.6188999088481,7
1,60,601.2281000697985,7
0,-90,699.4246999351308,7
1,-90,599.5914000635967,8
1,0,608.9727000184357,7
1,180,740.7145000146702,7
1,-120,501.3023000760004,7
1,-30,612.7168000061065,8
1,-60,511.25560007896274,6
1,30,470.88179998937994,7
1,-90,379.92219993285835,7
0,-150,651.2134000044316,6
1,-150,514.349400004372,7
1,120,469.6742999916896,7
0,-150,576.5334000429139,6
1,-150,423.6719000004232,8
1,-30,561.2561000129208,8
1,-90,633.5234999973327,8
1,0,417.3369999593124,7
1,90,681.7919000135735,6
0,150,894.4583000233397,6
1,150,555.8933000396937,6
1,150,538.2694000694901,6
1,30,475.1710999375209,6
1,120,654.7191999237984,6
0,120,801.839100019075,7
1,120,505.250999991782,6
1,-60,568.1402000449598,8
0,180,671.1302000880241,6
1,180,608.535899952054,6
1,-30,546.9044000459835,8
1,120,573.0865999907255,8
0,90,869.5987000213936,7
1,90,682.2943999981508,8
1,150,525.9370999960229,8
1,-30,517.0514999739826,7
1,-120,638.5465999450535,6
1,-150,598.366400049068,6
1,90,622.1729999491945,8
