CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,0,443.136000000246,2
1,-30,505.952799998719,1
1,180,615.00270000071,0
1,0,505.24740000075,2
1,-180,757.708700001254,2
1,60,471.273400000806,2
0,-30,-109,1
1,-30,532.029800000979,2
1,-30,548.654900000125,1
1,120,609.079899999793,0
1,30,609.129599999884,0
1,90,680.043899998433,0
1,150,536.69549999942,1
1,-180,549.504099999845,1
1,-60,556.729800000918,0
1,-60,432.005099999893,0
1,-120,625.326300000248,0
1,30,516.910099999601,0
1,-150,737.894799999063,1
1,180,692.177800000005,2
1,30,828.764600001174,0
1,0,664.610299998836,2
1,-90,666.334800000564,0
1,-120,504.935699999274,0
1,90,509.740500000058,1
1,0,821.130099999587,3
1,180,953.87119999979,5
1,-60,541.00229999896,4
1,-90,582.200299999764,4
1,60,541.223800001186,4
1,-150,640.826499999472,3
1,60,511.170700000017,5
1,-120,675.549699999843,4
1,120,614.534499999005,5
1,-120,503.984900000811,3
1,-60,407.103300000395,4
1,180,557.055699999561,4
1,0,510.466999998622,5
1,90,661.291499999075,3
1,150,547.376700000692,3
1,0,416.096199999098,5
1,120,598.331500001601,4
1,90,583.569200000435,3
1,-90,611.014200000151,4
1,60,422.30659999988,5
1,0,443.219100000002,5
1,-90,589.106499999994,4
1,-90,513.718700000405,3
1,180,585.766000000527,4
1,-180,658.067599999791,6
1,-150,412.608700000797,6
1,120,408.964100001336,8
1,150,414.274000001038,8
1,180,577.679200000071,6
1,-180,557.135399998893,8
1,30,481.820700001132,7
1,120,533.537200001243,8
1,90,534.336900000577,8
1,150,485.336100000874,8
1,30,581.200199998799,8
1,0,441.329200001215,7
1,-180,556.944499998659,6
1,0,590.549400000251,8
1,60,633.078400000537,6
1,-150,523.379500000752,8
1,30,468.812300000005,7
1,-30,438.666600001321,6
1,150,521.321099999492,6
1,0,486.051700000113,7
1,60,524.548399999199,8
0,-30,499.23100000016,6
1,-30,471.694300000687,7
1,-60,559.177699999433,8
1,-60,487.98969999954,7
1,0,578.030299999606,8
1,120,519.353300000526,6
1,-120,528.570700000651,7
1,-30,434.026199999076,7
1,-150,565.112699998659,8
