CorrectResponse,Height_Rotation,RT,Face
1,-30,781.17689996399,1
1,30,780.126099995337,0
1,60,727.976999999024,1
1,90,964.179100058042,0
1,150,614.27379998751,2
1,-180,557.922700009309,1
1,90,789.395799915306,1
0,90,644.060799906962,2
1,90,641.395699986257,2
0,90,584.960000062361,2
1,90,457.837699967436,1
1,60,825.005199931562,2
1,-30,518.066599903628,1
1,0,995.587499983609,0
1,0,499.54890011251,1
1,-150,855.626400033012,2
1,90,563.562299994752,0
1,-60,648.532900082879,0
1,-90,727.751000024378,0
1,-120,459.221899913624,2
1,60,439.332900041714,2
1,60,757.702899918891,0
1,120,605.119300013408,0
1,-150,509.836399982683,2
1,120,684.469799915329,0
1,-150,920.857399989851,2
1,0,499.319199993275,5
1,0,515.283600016497,3
1,0,349.694600034505,3
0,120,963.194700012915,5
1,120,589.020000010729,3
1,-180,446.126200080849,5
1,150,637.174700092524,3
1,-60,589.260100092739,3
1,0,582.527900053188,3
1,-30,749.073499985039,5
1,-180,679.361400016584,3
1,60,606.810400084592,3
1,-90,1007.5967999259,4
1,-120,799.266299986281,4
1,120,753.458100076765,5
1,120,579.441700069234,3
1,-120,639.722600052133,3
1,-180,593.163200010546,5
1,0,664.279000073671,4
1,150,583.41940008942,3
1,30,661.29560005758,4
1,-60,577.17640004959,6
1,150,793.761499979533,6
1,-120,820.751800023951,8
1,0,525.493099991232,8
1,180,573.946200016886,8
1,180,553.505299900658,7
1,150,1044.39909994509,8
1,-150,581.935699967667,8
1,-30,536.88259998709,8
1,-90,462.254199952818,7
1,0,553.813499919139,8
1,180,623.090300065465,8
1,0,542.469999924302,8
1,-60,500.385499963537,7
1,180,541.060100015253,7
1,-180,591.24849998299,8
1,-90,535.419300020672,7
1,180,638.526900027879,6
0,-90,797.106100068428,8
1,-90,530.387000002898,7
1,-150,471.709700006992,7
1,30,504.757100072689,6
1,-30,611.979299978353,6
1,30,617.224500103854,6
1,30,609.383300001733,6
1,-120,693.646499942057,6
1,-60,948.298399973661,8
