CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,-120,616.768134001023,0
1,0,517.065592999489,1
1,180,592.25755199971,0
1,-30,775.237397001393,2
0,120,500.981576000259,2
1,120,578.34759700002,1
1,-90,602.154171001376,2
1,150,421.693563000945,1
1,-180,627.070398999267,1
1,-180,790.150190999912,2
1,0,582.204156000289,0
1,90,859.636209000956,0
1,90,622.354857999954,2
1,60,485.440545000375,1
1,-180,708.767941999968,0
1,90,642.552327000731,1
1,120,507.587538999206,0
1,180,543.660252998807,2
1,-180,391.84670199923,1
1,0,453.942850999584,1
1,30,481.733878999721,2
1,-150,606.178250001749,2
0,0,473.501774000243,0
1,0,659.882753999982,0
1,0,613.357348998607,0
1,120,601.380624000585,1
1,-60,713.961602999762,2
1,-90,531.314125999261,1
1,-150,533.907598000797,5
1,0,804.885797000525,4
1,0,507.100777000078,4
1,180,629.421235000182,5
1,150,654.109771001304,3
0,30,630.670922000564,4
1,30,462.980982998334,5
1,120,1001.87687400087,4
1,90,935.394210000441,5
1,-60,569.955736000184,3
1,-90,764.538769999336,4
1,-60,747.909425999597,3
1,30,618.845016999176,5
1,0,649.199359999175,5
1,150,685.222404999722,3
1,60,910.823420001025,4
1,-150,698.851606000817,5
1,30,727.623463000628,3
1,150,712.175997001241,4
1,150,858.321691999509,4
1,120,617.017845000947,5
1,0,788.999390999225,5
1,-150,616.665954999762,3
1,180,715.06939299964,4
1,-120,432.999242999204,3
1,90,1036.24921699869,4
1,90,666.325551999608,5
1,-150,1042.92934299868,8
1,-120,612.569968999951,8
1,60,623.33507000024,6
1,-60,842.268100000938,8
1,150,905.05216200093,7
0,-120,893.403894000431,7
1,-120,702.7090280006,8
1,0,624.643825001686,6
1,180,699.225564001454,8
1,-30,631.540573000011,6
1,-60,593.355396000179,8
1,-30,589.634485000561,6
1,-60,576.713071000841,6
1,-180,807.200507000589,7
1,-30,544.544528000033,8
1,-90,578.723604999896,6
1,30,674.364598998937,6
1,60,835.477143000235,8
1,-90,1011.20492499997,7
1,-90,700.047277001277,6
1,-120,777.119172000157,6
0,60,-29.6,6
1,60,587.883119998724,6
1,180,661.679742999541,8
1,-30,573.530870998939,8
1,-150,587.299217000537,7
