Correct Response,Rotation (deg),Reaction Time (ms),Word
1,180,764.0609000049299,0
1,-120,495.16860000259476,2
1,-30,492.51110000151675,0
1,150,630.8146999985329,1
0,90,698.4890999996569,1
1,90,810.9541999987559,1
1,120,620.7634999995353,1
1,60,455.16149999859044,2
1,-60,895.9138000031235,0
0,-120,923.9294000039226,1
1,-120,580.6388000022853,2
1,60,732.2221000035061,2
1,120,1028.954500001797,0
1,150,640.4426999983261,1
0,150,529.2845999978599,2
1,150,681.5672999986564,2
1,180,628.7114999981131,2
1,0,590.6733000050881,2
1,180,508.5375000020722,2
1,0,735.8144000067259,0
1,150,895.7898999982863,2
1,30,458.7732000040123,2
1,0,727.3908000028459,1
1,150,595.2830000063987,1
1,150,538.5753000049735,2
1,30,440.55899999913527,2
1,-90,449.44169999909354,0
1,150,471.07009999710135,2
1,180,545.1245999978855,1
1,120,641.4645000008168,2
0,-90,551.3284000011627,0
1,-90,565.5826999976998,0
0,90,614.6188999959268,1
0,90,537.1837000024389,2
1,90,571.3383000005851,0
1,60,451.5262999961269,1
1,-30,533.6940000019385,2
1,-30,522.4991999970516,0
1,30,611.1991999972961,5
1,-120,590.0596000032383,4
1,30,552.4181999975699,5
1,180,836.2694999999949,3
1,120,548.1382999973139,3
1,60,660.6847999977763,4
1,-60,601.211799996614,4
1,-90,664.6071999970591,5
1,60,551.0602000034996,3
0,90,823.1332999970764,4
1,90,781.6644000016968,5
1,0,420.47280000080355,5
1,-30,494.48789999989094,3
1,150,634.1951000035042,5
1,-150,750.115399995062,5
1,30,591.9392000036314,4
1,30,425.8100999981398,4
1,-120,950.1900999934296,3
1,-150,794.6113999973168,3
1,-120,866.6561999965925,5
1,90,464.6809000009089,3
1,-90,528.759700002789,3
0,-150,-109.0,3
0,-150,748.1822999947472,4
1,-150,752.1080999980913,4
1,90,500.2639999988023,5
1,-90,689.8813999982085,5
1,-120,557.2855999966268,3
1,-150,747.6425000026356,4
1,0,534.0750999934389,3
1,90,541.0559999985853,5
1,180,751.1908999989973,4
1,-30,495.3310000022757,3
1,-60,657.1322000058135,3
1,-120,627.98599999625,3
0,-90,-109.0,6
1,-90,394.6995999980718,6
1,-120,651.7338999951025,6
1,180,686.8427999983542,6
1,0,499.65259999991395,6
1,60,593.0696000035969,8
1,30,643.9202000005171,8
1,60,486.38269999757176,8
1,-90,590.5921999987331,7
1,-60,597.98419999826,8
1,180,492.8103999958839,7
1,120,647.1918999999762,6
1,-150,470.84440000291215,8
1,-150,504.2090999963111,6
0,120,445.2496999987634,8
1,120,579.924499998393,8
1,90,580.0438999980688,7
1,90,577.539400005131,7
1,-30,668.516199996171,6
1,-30,838.4056000035489,8
1,30,516.5304000005708,6
1,-60,504.93780000071274,6
1,-150,542.5662999954657,6
0,-90,817.1189000026206,8
0,-90,639.322300001746,7
0,-90,833.4743999989005,7
1,-90,571.4677999971318,8
1,-60,811.6663000004482,7
1,-150,926.8762999967439,6
0,60,672.1088000016753,6
1,60,455.8600999993505,6
1,0,625.1450999956578,7
1,-30,538.3622000048636,8
1,-60,780.0994000030332,7
1,120,559.3627000020351,8
1,0,494.6311999996542,8
1,-60,460.0920000051847,8
1,120,521.2082999973209,6
