Correct Response,Height,RT,Word
1,2.83,432.52850000537,0
0,2,546.4729999916162,1
0,2,511.1872000237927,2
1,2,628.0154999953229,2
1,28,1028.55630000378,1
1,1,540.4287999812514,2
1,2,303.94639999978244,0
0,8,390.92929998552427,0
1,8,671.3339000092819,2
1,11.31,369.4569999901578,1
1,21.17,415.8773000203073,1
1,5.66,556.0836000044364,2
1,1,643.0381000067573,0
1,2,340.2593000177294,1
1,8,487.2303999986034,0
1,21.17,332.57610001275316,1
1,28,417.9751999876462,2
1,4,349.72629998484626,2
1,21.17,724.8553000066895,1
0,16,512.5477999940049,2
1,16,494.80589999840595,1
1,1.41,857.4594999921974,1
1,8,448.428300002357,1
1,16,467.9948000088334,2
1,1,664.0877000140026,2
1,1,496.83030001726,2
1,11.31,396.67390001378953,2
1,8,387.18799999007024,2
1,5.66,667.109099999303,0
1,2.83,331.47410000348464,0
1,2.83,477.45619999151677,1
1,2,523.648099999642,0
1,28,729.2447000185493,2
1,1,648.7387999917846,0
1,1.41,393.9113999917172,2
1,1.41,604.0956999899354,1
0,4,574.3125000121072,4
1,4,523.306499988772,3
1,8,311.94729997916147,4
1,16,318.41199998999946,5
1,8,293.58019999600947,5
1,2,529.5822999873199,3
1,28,517.7599000129849,5
1,1.41,512.1930999998003,3
1,21.17,634.0792999803089,4
0,1,574.7051999755204,4
1,1,646.3532999882009,5
1,8,502.22510000132024,3
1,16,286.4188000061549,4
1,28,451.2026999986265,5
0,5.66,574.6872000130825,4
1,5.66,494.77359998528846,4
1,21.17,422.0978000052273,5
0,2.83,523.415600004606,5
1,2.83,488.14290002011694,3
1,4,462.1916000000201,3
1,4,301.2588999958243,4
1,2,431.00119998818263,4
1,11.31,463.933399991598,4
1,28,395.862800007686,4
1,16,742.5762999886647,5
1,16,328.31780000962317,5
1,1,410.91760000237264,5
1,5.66,499.5873999982141,3
1,4,400.10570000996813,5
1,16,392.9079000048805,5
1,1.41,487.3761000020895,3
1,11.31,352.9829999865033,5
0,5.66,374.74840000178665,5
1,5.66,302.25400000601076,5
1,1,378.1743000112474,5
1,2.83,502.76820000400767,3
1,4,501.9928000078071,5
1,28,557.368500009412,8
0,11.31,477.0367999994196,7
1,11.31,531.5188000062481,6
1,5.66,287.0129000188317,7
1,4,681.3869999863673,8
1,5.66,545.0404000261333,6
0,8,550.0828000043985,7
1,8,550.7365999768954,8
1,1.41,649.5086000035517,8
1,2,551.4800999921281,8
1,16,790.9233999929857,7
1,1,460.9634999909904,7
1,2.83,544.6729999934323,6
1,2,353.20439998432994,8
0,5.66,593.9689000046346,7
1,5.66,768.5117000041064,7
1,16,693.0412999903783,7
1,21.17,302.73170000547543,7
1,28,466.6795999768656,7
1,8,516.5687999946531,7
1,2.83,598.4991000117734,8
1,21.17,715.7726999979932,6
1,28,882.9546000019182,7
1,1.41,853.6470000075642,7
1,11.31,456.14550000429153,8
0,2,366.58769999886863,7
1,2,369.2435000233818,7
1,21.17,724.1411000108346,6
0,11.31,486.9134000004269,7
1,11.31,551.2459000132512,7
1,11.31,617.5381999895908,8
1,4,567.2362000008579,7
1,1.41,907.4425999973901,8
1,5.66,535.4221000128891,8
0,11.31,492.3502999849152,7
1,11.31,639.1254999875091,7
1,2.83,641.2650999813341,7
1,1.41,746.9624999761581,6
