CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
0,4,1119.89399999985,0
1,4,827.010200006422,0
0,4,565.954499991145,2
1,4,671.238299979828,2
1,8,791.022300018463,2
1,16,664.04160001222,0
1,8,769.732700017281,0
1,8,512.947599982377,3
1,8,511.72960002115,4
0,16,405.560499985237,4
1,16,429.288499985356,5
1,16,457.790900018532,5
0,8,525.597400028724,6
1,8,432.051299951505,6
1,4,499.776799985208,6
1,8,493.679000003263,6
1,16,741.448299956042,8
1,4,515.921700044069,6
1,16,539.785300028976,6
1,4,518.353699994273,7
