CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,16,669.321199989449,0
1,4,730.071499995925,2
1,4,717.185400012918,0
1,8,608.208499988345,2
1,16,551.032300013853,0
1,16,650.936299987175,1
1,8,502.907500014212,1
1,4,578.566600009603,0
1,16,642.706400010306,5
1,16,635.472500021374,5
1,16,480.22829999662,5
1,4,564.60119998645,4
1,8,476.237000018395,6
1,4,613.374900008589,8
1,8,481.674799980633,7
1,8,445.094400021285,7
