Correct Response,Height (deg),Reaction Time (ms),Target
1,2.83,592.4967813156545,1
1,4,441.2413739450276,1
1,1,716.2393514849246,0
1,28,426.86270473897457,1
1,8,545.3661491014063,0
1,1.41,618.2275160066783,2
1,11.31,484.655226752162,0
1,16,434.26895670965314,0
0,4,551.3896589949727,0
1,4,466.84103709086776,1
1,1.41,635.5908044464886,2
1,2.83,545.8204636201262,0
0,2,590.4160125032067,2
1,2,464.6111057922244,2
1,28,499.30798652023077,2
1,8,435.8783435858786,0
1,2.83,473.82847283408046,0
1,21.17,448.5401056557894,0
1,1.41,512.3858341798186,0
1,11.31,448.0414178073406,1
1,1,791.9368577972054,1
1,4,489.9462356083095,1
1,1,984.7666720710695,1
1,11.31,515.5332695543766,2
1,21.17,447.82535376399755,1
1,5.66,505.585448987782,0
1,4,604.249231223017,0
1,16,450.7666231915355,1
0,16,528.8957889974117,2
1,16,412.7502755112946,1
0,1.41,601.8199615031481,2
1,1.41,554.8576067052782,1
1,11.31,524.08230554685,4
1,8,415.0058065392077,4
1,2.83,500.33437617495656,3
1,2,514.762879986316,4
1,1,669.835759498179,5
1,21.17,475.9539558403194,5
1,8,521.3468598052859,4
1,5.66,385.2377805709839,5
1,28,373.9843598417938,5
1,21.17,573.02268704772,3
1,2,679.657286670059,3
1,5.66,430.0353985130787,3
1,1,693.8332036919892,3
1,8,427.2961981445551,3
1,16,461.0663588941097,5
1,5.66,578.9117120988667,5
1,2,603.672377936542,4
1,28,424.91915280371904,5
1,11.31,470.04649851843715,4
1,1.41,692.5757314860821,3
1,21.17,738.2802727483213,4
1,28,448.34076676890254,5
1,5.66,494.2705884426832,4
1,11.31,488.76078490540385,3
1,16,465.8416124843061,4
1,4,468.29375176131725,5
1,2.83,541.8879619650543,4
1,2,459.876470439136,4
