CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,16,539.551799997222,0
1,8,484.528800003696,1
0,4,584.375399976503,0
0,4,499.796200016513,0
1,4,388.437999991234,0
0,4,370.795799998101,3
1,4,559.567400018219,3
1,4,585.128400005866,5
1,16,626.629600007087,3
1,16,419.975299966987,5
1,8,414.253799998201,5
1,4,458.708200018387,5
1,16,563.768999997061,8
1,16,492.158200006466,8
1,8,520.323500033934,6
1,8,447.3951000222,8
0,4,410.306500034872,6
1,4,623.126299990341,8
1,8,572.429799995385,8
