CorrectResponse,Size_Rotation_deg_deg_,ReactionTime_ms_,Target
1,8,725.364260999259,1
1,16,485.440545000375,1
1,8,518.863824999999,2
0,4,664.898054999713,2
1,4,760.316489999086,0
1,8,678.81971900154,3
1,4,783.662014000429,4
1,16,910.823420001025,4
1,4,735.561690000241,4
1,16,623.33507000024,6
0,4,-29.6,6
1,4,787.956440000772,8
1,8,566.98555399983,6
1,4,703.208972001294,6
1,8,697.497379998668,8
1,16,835.477143000235,8
1,4,1177.16192700012,8
0,16,-29.6,6
1,16,587.883119998724,6
1,8,660.554908001205,7
