CorrectResponse,Height_Rotation,RT,Face
1,8,615.882800015621,1
0,8,-109,1
1,8,556.862099966034,1
1,16,733.84000005573,0
1,4,550.184399992228,0
1,4,469.282200032845,0
1,16,655.063899987377,1
1,4,449.665000018664,0
1,16,647.284300005063,0
1,16,653.23609992303,1
1,16,593.196200028993,0
1,4,400.881700039841,2
1,8,460.697000086308,1
1,4,522.523399963044,0
1,8,520.249599995092,2
1,4,813.979400027543,3
1,16,529.434899970889,4
1,4,506.393500076607,3
1,16,523.330199936405,3
1,8,1076.01459993422,3
1,4,577.146199936047,3
1,16,500.813299961388,6
1,8,499.674700022675,7
1,4,536.21759992931,6
1,16,453.802200089209,6
1,8,501.296699916944,8
1,16,850.741599974222,7
1,4,494.295500040986,8
1,8,470.999500070699,6
1,8,416.794300017878,6
1,8,504.072999985889,7
